pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
CR89	0.673797847807	0.533124544512	-0.151980385136	0.122713169015	-0.0960088870705	0.0212486460472	-0.0957115543957	0.0139639157971	0.181265001198	-0.207396976917	-0.00377411553778	-0.244735528526	0.0522815481739	0.0584975936268	0.150628923481	0.12626940626	-0.125375174755	-0.0859993329031	-0.0224268213127	-0.059542453331	-0.0705363762919	0.0222180187761	0.0277183843228	0.0082906470863	0.00324817577958	1.8724190796e-08
CR95	0.285111049412	0.232654976783	-0.104184266364	-0.0220507871858	0.0325260164546	-0.127614196087	-0.02102978269	-0.00688897756943	-0.0124366405194	-0.172152046929	0.0513066406329	0.0063191254636	0.0769043564172	-0.0240879907056	-0.103157758542	0.0106228179476	0.130944746721	-0.0490967721906	0.147129173502	-0.0733269362315	-0.052644917265	-0.0939763410234	-0.0286993669087	0.0187559160991	-0.0199592177718	1.8724190796e-08
CR334	0.318447751825	-0.112946152296	0.0680112838183	0.0620999242805	0.0952687968857	-0.137888803031	0.197264149216	0.0465887133204	-0.0707282525145	-0.229373270671	-0.0393134688266	-0.113652610261	0.0726721311693	-0.105329714309	0.0879010603955	-0.103698235216	-0.115116756897	0.203765428185	0.0814471684228	0.0311860298855	0.055838167267	0.0156968992472	-0.0355737623899	-0.00941413364321	-0.00327020843375	1.8724190796e-08
CR348	0.57420135503	-0.39961425346	-0.0305824602259	0.243591016746	-0.000736945157234	-0.239627671395	0.405200656265	-0.428495279655	-0.0503399010065	0.13520273595	0.0589042098272	-0.0285632928968	0.189562097285	-0.0690444764244	-0.028201014566	0.0733274072189	0.0370531327903	-0.0326254689176	-0.0431253225701	-0.0200598583173	0.00243793091182	0.0275439064339	0.0231740721062	0.00720410051658	0.000335688504472	1.8724190796e-08
CR457	0.402881630607	0.344374460538	0.00764739786205	-0.133180221672	0.525176192968	-0.0461626074382	-0.0971204000747	0.0812871076751	-0.211132047323	0.0874795310253	0.0516553049264	-0.0545519824686	-0.0665840212547	-0.0673026894682	-0.00490802205084	-0.00277051895141	0.0726311406041	-0.019330177686	0.11245121741	-0.0582041821913	-0.0369358094772	0.0731043289197	0.0343853019174	-0.00934769813792	0.0219057536894	1.8724190796e-08
CR458	0.356816709146	0.292353980985	-0.0125215258532	-0.176477287636	0.428062257348	-0.0887555825862	-0.0723161453665	0.0323022546629	-0.149216208379	0.00594590386721	0.0886536649778	0.0186034852259	-0.0573986222641	-0.0216109635772	-0.0567066826687	0.00621138164648	-0.12954556022	0.0141490908329	-0.124315249371	0.001950071058	0.0555559121895	-0.0627992799066	0.0726677095614	0.0249090786972	-0.0169170611649	1.8724190796e-08
CR464	0.446895508797	-0.149082290637	0.112835036921	-0.429765184051	0.0493110479374	-0.0925648198196	0.0298239033373	-0.018231679072	-0.0594886665469	0.0327290636793	-0.00791963665304	0.143424079103	0.0191210654261	0.208030060316	0.142019564861	-0.00492085685152	-0.0107821821028	-0.0569475894984	0.0347542577855	0.0313636275633	-0.0195018174006	0.0759812181322	-0.0115540371508	-0.0200804496104	-0.031360603186	1.8724190796e-08
CR469	0.441116146957	-0.53877610983	0.0592174704256	0.0271045367077	0.116307612467	-0.0417929979957	0.0780225062504	-0.0996112496366	0.0231944989028	-0.0250545278208	-0.0269493530701	-0.265473007292	-0.28789938729	0.16935784275	-0.0247454517447	-0.00343749726406	0.144935362545	0.0678796159046	-0.0728020936558	0.0339871502853	-0.0132198138316	-0.011698385227	-0.0274554084031	0.00408203689467	-0.00167368993143	1.8724190796e-08
CR470	0.435587486914	-0.295844311108	-0.100771067206	0.329604187054	-0.00122612335638	-0.409031503472	-0.0788833283824	0.080744361004	0.292110953307	-0.107303402491	0.0709496724861	0.168844114449	-0.118900013467	0.0338375736757	-0.0830690760435	0.0879838383244	0.00600722703572	-0.0181851445924	0.0686877597457	0.0490329658593	0.100783289739	0.0260574905965	0.0334216881023	-0.00513019932451	0.00622365407209	1.8724190796e-08
CR2528	0.694682871437	0.842120741995	-0.133228336713	-0.0062460581054	0.12761782837	0.0174237509701	-0.0432877827414	0.0712495105249	-0.0478151975682	0.0285400041612	0.0114431770952	0.0156440738305	0.060766421067	-0.0428753800364	-0.0886641857927	0.0844525900086	-0.0158229108859	-0.0624270076217	-0.0531828435122	0.127432343496	0.0112807697242	0.0310468779857	-0.114518731554	0.0326066668178	0.00548794424637	1.8724190796e-08
CR2530	0.844468373162	1.00188568687	-0.235513458689	0.054960061226	-0.264683313879	0.207655641861	0.00977302934239	0.0862155298068	-0.0636077688637	0.0688191085064	-0.0756737814836	-0.0742415712454	0.156916979776	0.178286119386	-0.189403340965	0.0186320825566	0.0446503179943	0.096382849445	0.0134706580584	0.0303292912504	0.0377576748752	-0.000938417461066	0.0505065404667	-0.0330478719597	0.000213626787452	1.8724190796e-08
GM173	0.107073590999	-0.491193388662	-0.299330381088	0.502610212466	-0.27153348025	-0.190030532488	0.169168867416	0.456118097679	-0.275578247888	0.014718112886	0.00668354213652	0.0393499746266	-0.0152239901399	0.0201664805114	0.0473551024032	-0.0457024792152	0.00934248629978	-0.0769941991088	-0.0628838012808	-0.02115031874	-0.0375428318625	-0.0076143037546	0.00037496583892	-0.000410857277579	0.00177139991082	1.8724190796e-08
KSG242	-3.05724551672	0.178734969779	-1.15766647422	-0.172025310411	0.0412569386421	-0.267790617579	-0.0683187206147	-0.0845077315023	0.0123404837899	-0.01297706984	-0.372392775751	0.0346312707458	0.00382070788689	-0.0260180016189	-0.000467437425588	-0.0123171970874	0.0145635714958	-0.00460125049685	-0.0356232542811	-0.0180128223807	-0.00213213403885	-0.000974786146306	0.0016310806392	-0.000741270821601	0.00319494064486	1.8724190796e-08
KSG246	-3.90951236691	-0.0681062786324	-0.528079852658	0.251286976084	0.149544377375	0.384331519863	0.0620027571569	-0.02156619156	0.045356690468	-0.043351362399	0.317987540123	0.00680038784791	0.025386838411	0.0554374791874	0.00182549385512	-0.0133858353088	-0.00373789748124	0.00490916120339	0.00616847675625	0.0220870385191	-0.0035500664975	0.0103485723336	-0.00604027185595	-0.00945637990033	-0.00247103922283	1.8724190796e-08
KSG477	-2.69269148599	0.561440336203	2.05626426179	0.0442549445334	-0.152884844637	-0.188961064321	-0.0168797582872	0.0062076757718	-0.0287321298992	0.031490023444	-0.0570201979676	-0.0236278937283	-0.0128328842596	-0.00588735184275	0.000547634064365	0.0105818787492	0.00552733595968	-0.0140350569355	-0.00588480240181	-0.000702941769392	0.00385439907816	-0.00475591731826	0.00319656606913	0.000142352261853	0.0012456774033	1.8724190796e-08
KSG0645	0.273845783992	-0.55045359211	0.208671436144	0.269339289004	-0.0654451135005	0.200357558131	-0.146759050278	-0.0177246090007	0.093746419158	0.0673108336468	-0.0942321321753	0.0827938542017	-0.02189171271	-0.00360269027762	-0.180731516484	-0.0720553755242	-0.0782249388966	0.0988951663256	0.00710095335192	-0.0558972125624	-0.0930035968547	0.0687867505937	0.00554066998715	0.0455861749585	-0.00945889722478	1.8724190796e-08
KSG0647	0.463466957427	-0.553962271412	0.260313977371	-0.0687878217758	-0.0832492754939	0.332348234915	-0.20278934187	-0.0457528886505	-0.135529803133	-0.242640659358	-0.0394003315732	0.0998968845092	0.0363330580466	-0.0914683191219	0.0155669124218	0.107518778261	0.103338945195	0.0171979321686	-0.0998349137718	-0.0957545570633	0.085309233502	0.0288638811437	-0.0182773387557	-0.0159323329785	-0.0001620163458	1.8724190796e-08
KSG0652	0.392251049766	-0.367429335124	0.0655300957105	0.276178007712	0.168297144807	0.0230012167532	-0.291914046781	0.0497682734958	0.0834517711418	0.248564289633	-0.0314547124581	0.0372920885577	0.157804497616	0.0250317521737	0.239031162577	0.0582402594742	0.0729608381981	0.116933153973	0.00970061065174	0.0393156788378	-0.00872840477117	-0.0555830047383	-0.000146376385407	0.0104016118344	0.00247035606224	1.8724190796e-08
KSG0660	0.464505466126	-0.613286206507	0.0821522090694	0.116908034201	0.10110813021	-0.0265611833289	-0.204679513608	-0.0747172634292	0.047395034359	0.178453788641	-0.0132067170037	-0.109013648057	0.0176363533338	-0.00134227301902	-0.106064625293	-0.0682600029505	-0.13862556135	-0.106775796108	0.00938441211368	-0.0576737236059	0.0314981548897	-0.0353379436348	-0.0589175744018	-0.0559495834635	-0.000345131706585	1.8724190796e-08
KSG0673	0.482110752391	-0.612127251955	0.213399918479	0.0400100976655	-0.0321391267182	0.295973611708	-0.0685109392741	-0.154459877568	-0.091117462576	-0.15275846412	-0.126882886952	0.00283687413116	0.0123311412762	-0.0504800070466	0.00756401147344	-0.0887399091787	-0.00100882179606	-0.131050039397	0.0519131805906	0.174175474776	-0.028301561609	-0.0252835915549	0.0540044770421	0.00126508628537	0.00708013595566	1.8724190796e-08
KSG1471	0.715872301845	0.829430382568	-0.221519739226	0.177971725081	-0.221992834536	0.0931596931492	0.0479353056495	-0.179283880763	-0.0484770535513	0.064516848708	0.0223202875857	0.15587484599	-0.258642044195	-0.154604953772	0.0650382485715	0.0736925583321	-0.0434801583372	0.06669486255	0.00743877486014	0.0146096412677	-0.0807520843816	-0.0272784368811	-0.00629669157882	-0.0357207991547	-0.00486206703533	1.8724190796e-08
KSG1507	0.757600011918	0.848694191568	-0.179389997538	0.130571458688	-0.185470974857	0.15058831564	0.0143274801793	-0.12586092131	0.0647634257155	0.0830536564791	0.0147436109818	0.0173367375305	-0.0772632788226	0.0217263771288	0.133805005457	-0.211537862019	0.0404862250818	-0.0745158698581	0.0139486630701	-0.0699170136831	0.115561755394	0.00675041992074	-0.00420707599474	0.0325084913004	0.0022865112294	1.8724190796e-08
US1AZ	0.435843596926	-0.0875818764143	0.319076169928	-0.225076484684	0.302480096652	0.353882060918	0.45835710228	0.242232227596	0.280030307733	0.046109206851	-0.154857501434	0.0888966249781	-0.00504816687359	-0.0288019770757	0.00178040333248	0.0268540392535	0.0029317088877	-0.0303253259296	-0.0114371630748	-0.0342111248891	-0.0046017370177	-0.0301131388431	-0.00089583790845	-0.00702569182503	0.00493746493108	1.8724190796e-08
WCR464	0.304423954789	-0.248348606115	0.0389843236379	-0.43132260787	-0.149374716308	-0.10545685394	0.0260472731115	-0.127915706996	-0.0673442783754	-0.081564926048	0.11134589613	0.170759169571	0.0239891225354	0.199137485067	-0.00377421958153	-0.0252748394744	-0.0803539434901	0.0550599241245	-0.0104420761845	-0.0352203936962	-0.041554648854	-0.0472785026337	-0.0210007738957	0.0111408220407	0.0322960956449	1.8724190796e-08
WLK3	-0.643584828898	-0.651688178325	-0.277109175814	-0.559112304282	-0.453692325415	0.0935209751772	0.017655207001	0.1136585517	-0.0405488643532	0.194693742234	0.062474076747	-0.142214960505	-0.0710417899262	-0.10768065206	-0.00204947505781	0.116131076964	-0.0406888195814	0.00238005408212	0.0909976168684	0.0105589537134	0.056162926557	-0.00112302940668	0.0107131362518	0.0249560024452	-0.00190464313324	1.8724190796e-08
WLK12	0.432034001242	0.0756258307884	-0.0602264604271	-0.425159572791	-0.15851847894	-0.211252791651	-0.107377872842	0.104680037678	0.228437936724	-0.0130541431176	0.174609987236	-0.0332290957795	0.0871995927813	-0.169371323467	-0.0211207166788	-0.148417505956	0.0973896869841	0.0186617924479	-0.112634581771	0.0336452719498	-0.0630344139739	0.0183567144469	0.0162486548783	-0.0195917191412	-0.000312849705229	1.8724190796e-08


eigvals	37.7906451648	6.82460369792	6.50910722751	1.71967032944	1.18111899874	1.07598329058	0.699526865236	0.619868791416	0.470101090291	0.411534905282	-0.372139498273	0.318758766114	0.297632309432	0.252477618459	0.242706389818	0.169752857468	0.155768885662	0.147134053407	0.11262634544	0.0929093858175	0.0755757752186	0.0421728750125	0.0352072151821	0.0130455922369	-0.00350782274197	-9.1154783451e-15
% variation explained	63.3714223717	11.4442302208	10.9151717727	2.88372834895	1.98062749694	1.80432462253	1.17304195903	1.03946272482	0.788316119513	0.690106035226	0.624043575424	0.534529016744	0.499101899695	0.423381652495	0.406996204334	0.284659867077	0.261210037633	0.246730221277	0.188863981442	0.155800460809	0.126733596411	0.0707200171733	0.0590392488433	0.0218762535576	0.00588229482764	1.52858154659e-14
