Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
455	0.0000	0.0000	0.0000
456	6.0000	1.1940	1.1721
457	6.0000	1.1940	1.1721
458	7.0000	1.3930	1.3675
459	3.0000	0.5970	0.5861
460	6.0000	1.1940	1.1721
461	4.0000	0.7960	0.7814
462	6.0000	1.1940	1.1721
463	4.0000	0.7960	0.7814
464	7.0000	1.3930	1.3675
465	4.0000	0.7960	0.7814
466	6.0000	1.1940	1.1721
467	3.0000	0.5970	0.5861
468	6.0000	1.1940	1.1721
469	6.0000	1.1940	1.1721
470	6.0000	1.1940	1.1721
471	5.0000	0.9950	0.9768
472	6.0000	1.1940	1.1721
473	4.0000	0.7960	0.7814
474	6.0000	1.1940	1.1721
475	4.0000	0.7960	0.7814
476	7.0000	1.3930	1.3675
477	6.0000	1.1940	1.1721
478	3.0000	0.5970	0.5861
479	6.0000	1.1940	1.1721
480	4.0000	0.7960	0.7814
481	6.0000	1.1940	1.1721
482	6.0000	1.1940	1.1721
483	6.0000	1.1940	1.1721
484	4.0000	0.7960	0.7814
485	6.0000	1.1940	1.1721
486	6.0000	1.1940	1.1721
487	2.0000	0.3980	0.3907
488	6.0000	1.1940	1.1721
489	6.0000	1.1940	1.1721
490	5.0000	0.9950	0.9768
491	4.0000	0.7960	0.7814
492	4.0000	0.7960	0.7814
493	4.0000	0.7960	0.7814
494	4.0000	0.7960	0.7814
495	6.0000	1.1940	1.1721
496	6.0000	1.1940	1.1721
497	6.0000	1.1940	1.1721
498	6.0000	1.1940	1.1721
499	7.0000	1.3930	1.3675
500	4.0000	0.7960	0.7814
501	6.0000	1.1940	1.1721
502	6.0000	1.1940	1.1721
503	6.0000	1.1940	1.1721
504	6.0000	1.1940	1.1721
505	6.0000	1.1940	1.1721
506	7.0000	1.3930	1.3675
507	4.0000	0.7960	0.7814
508	3.0000	0.5970	0.5861
509	6.0000	1.1940	1.1721
510	5.0000	0.9950	0.9768
511	6.0000	1.1940	1.1721
512	6.0000	1.1940	1.1721
513	6.0000	1.1940	1.1721
514	7.0000	1.3930	1.3675
515	3.0000	0.5970	0.5861
516	6.0000	1.1940	1.1721
517	6.0000	1.1940	1.1721
518	7.0000	1.3930	1.3675
519	5.0000	0.9950	0.9768
520	7.0000	1.3930	1.3675
521	6.0000	1.1940	1.1721
522	4.0000	0.7960	0.7814
523	6.0000	1.1940	1.1721
524	3.0000	0.5970	0.5861
525	6.0000	1.1940	1.1721
526	6.0000	1.1940	1.1721
527	4.0000	0.7960	0.7814
528	6.0000	1.1940	1.1721
529	4.0000	0.7960	0.7814
530	6.0000	1.1940	1.1721
531	4.0000	0.7960	0.7814
532	4.0000	0.7960	0.7814
533	7.0000	1.3930	1.3675
534	5.0000	0.9950	0.9768
535	6.0000	1.1940	1.1721
536	7.0000	1.3930	1.3675
537	6.0000	1.1940	1.1721
538	4.0000	0.7960	0.7814
539	3.0000	0.5970	0.5861
540	6.0000	1.1940	1.1721
541	4.0000	0.7960	0.7814
542	5.0000	0.9950	0.9768
543	6.0000	1.1940	1.1721
544	4.0000	0.7960	0.7814
545	4.0000	0.7960	0.7814
546	6.0000	1.1940	1.1721
547	6.0000	1.1940	1.1721
548	7.0000	1.3930	1.3675
549	4.0000	0.7960	0.7814
550	7.0000	1.3930	1.3675
551	3.0000	0.5970	0.5861
552	0.0000	0.0000	0.0000
553	7.0000	1.3930	1.3675
554	7.0000	1.3930	1.3675
555	4.0000	0.7960	0.7814
556	6.0000	1.1940	1.1721
557	5.0000	0.9950	0.9768
558	5.0000	0.9950	0.9768
559	6.0000	1.1940	1.1721
560	6.0000	1.1940	1.1721
561	3.0000	0.5970	0.5861
562	6.0000	1.1940	1.1721
563	6.0000	1.1940	1.1721
564	7.0000	1.3930	1.3675
565	4.0000	0.7960	0.7814
566	4.0000	0.7960	0.7814
567	6.0000	1.1940	1.1721
568	6.0000	1.1940	1.1721
569	6.0000	1.1940	1.1721
570	6.0000	1.1940	1.1721
571	5.0000	0.9950	0.9768
572	5.0000	0.9950	0.9768
573	6.0000	1.1940	1.1721
574	4.0000	0.7960	0.7814
575	6.0000	1.1940	1.1721
576	4.0000	0.7960	0.7814
577	7.0000	1.3930	1.3675
578	2.0000	0.3980	0.3907
579	6.0000	1.1940	1.1721
580	6.0000	1.1940	1.1721
581	4.0000	0.7960	0.7814
582	4.0000	0.7960	0.7814
583	5.0000	0.9950	0.9768
584	6.0000	1.1940	1.1721
585	4.0000	0.7960	0.7814
586	6.0000	1.1940	1.1721
587	2.0000	0.3980	0.3907
588	6.0000	1.1940	1.1721
589	6.0000	1.1940	1.1721
590	6.0000	1.1940	1.1721
591	6.0000	1.1940	1.1721
592	5.0000	0.9950	0.9768
593	4.0000	0.7960	0.7814
594	6.0000	1.1940	1.1721
595	4.0000	0.7960	0.7814
596	6.0000	1.1940	1.1721
597	4.0000	0.7960	0.7814
598	6.0000	1.1940	1.1721
599	6.0000	1.1940	1.1721
600	6.0000	1.1940	1.1721
601	4.0000	0.7960	0.7814
602	4.0000	0.7960	0.7814
603	6.0000	1.1940	1.1721
604	4.0000	0.7960	0.7814
605	4.0000	0.7960	0.7814
606	5.0000	0.9950	0.9768
607	3.0000	0.5970	0.5861
608	6.0000	1.1940	1.1721
609	2.0000	0.3980	0.3907
610	4.0000	0.7960	0.7814
611	4.0000	0.7960	0.7814
612	6.0000	1.1940	1.1721
613	7.0000	1.3930	1.3675
614	4.0000	0.7960	0.7814
615	4.0000	0.7960	0.7814
616	5.0000	0.9950	0.9768
617	6.0000	1.1940	1.1721
618	5.0000	0.9950	0.9768
619	5.0000	0.9950	0.9768
620	6.0000	1.1940	1.1721
621	6.0000	1.1940	1.1721
622	4.0000	0.7960	0.7814
623	6.0000	1.1940	1.1721
624	4.0000	0.7960	0.7814
625	3.0000	0.5970	0.5861
626	4.0000	0.7960	0.7814
627	6.0000	1.1940	1.1721
628	6.0000	1.1940	1.1721
629	4.0000	0.7960	0.7814
630	5.0000	0.9950	0.9768
631	7.0000	1.3930	1.3675
632	4.0000	0.7960	0.7814
633	6.0000	1.1940	1.1721
634	6.0000	1.1940	1.1721
635	4.0000	0.7960	0.7814
636	4.0000	0.7960	0.7814
637	4.0000	0.7960	0.7814
638	4.0000	0.7960	0.7814
639	5.0000	0.9950	0.9768
640	6.0000	1.1940	1.1721
641	6.0000	1.1940	1.1721
642	4.0000	0.7960	0.7814
643	4.0000	0.7960	0.7814
644	5.0000	0.9950	0.9768
645	4.0000	0.7960	0.7814
646	6.0000	1.1940	1.1721
647	6.0000	1.1940	1.1721
648	4.0000	0.7960	0.7814
649	4.0000	0.7960	0.7814
650	6.0000	1.1940	1.1721
651	6.0000	1.1940	1.1721
652	6.0000	1.1940	1.1721
653	6.0000	1.1940	1.1721
654	2.0000	0.3980	0.3907
655	5.0000	0.9950	0.9768
656	3.0000	0.5970	0.5861
657	6.0000	1.1940	1.1721
658	6.0000	1.1940	1.1721
659	6.0000	1.1940	1.1721
660	6.0000	1.1940	1.1721
661	6.0000	1.1940	1.1721
662	6.0000	1.1940	1.1721
663	6.0000	1.1940	1.1721
664	2.0000	0.3980	0.3907
665	6.0000	1.1940	1.1721
666	3.0000	0.5970	0.5861
667	4.0000	0.7960	0.7814
668	6.0000	1.1940	1.1721
669	7.0000	1.3930	1.3675
670	6.0000	1.1940	1.1721
671	6.0000	1.1940	1.1721
672	6.0000	1.1940	1.1721
673	6.0000	1.1940	1.1721
674	6.0000	1.1940	1.1721
675	3.0000	0.5970	0.5861
676	6.0000	1.1940	1.1721
677	6.0000	1.1940	1.1721
678	4.0000	0.7960	0.7814
679	6.0000	1.1940	1.1721
680	4.0000	0.7960	0.7814
681	7.0000	1.3930	1.3675
682	6.0000	1.1940	1.1721
683	6.0000	1.1940	1.1721
684	5.0000	0.9950	0.9768
685	4.0000	0.7960	0.7814
686	2.0000	0.3980	0.3907
687	2.0000	0.3980	0.3907
688	4.0000	0.7960	0.7814
689	6.0000	1.1940	1.1721
690	6.0000	1.1940	1.1721
691	6.0000	1.1940	1.1721
692	6.0000	1.1940	1.1721
693	6.0000	1.1940	1.1721
694	6.0000	1.1940	1.1721
695	3.0000	0.5970	0.5861
696	6.0000	1.1940	1.1721
697	5.0000	0.9950	0.9768
698	6.0000	1.1940	1.1721
699	3.0000	0.5970	0.5861
700	2.0000	0.3980	0.3907
701	6.0000	1.1940	1.1721
702	7.0000	1.3930	1.3675
703	5.0000	0.9950	0.9768
704	4.0000	0.7960	0.7814
705	6.0000	1.1940	1.1721
706	3.0000	0.5970	0.5861
707	6.0000	1.1940	1.1721
708	6.0000	1.1940	1.1721
709	4.0000	0.7960	0.7814
710	6.0000	1.1940	1.1721
711	2.0000	0.3980	0.3907
712	6.0000	1.1940	1.1721
713	4.0000	0.7960	0.7814
714	6.0000	1.1940	1.1721
715	6.0000	1.1940	1.1721
716	4.0000	0.7960	0.7814
