Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
608	6.0000	1.0499	1.0411
609	6.0000	1.0499	1.0411
610	6.0000	1.0499	1.0411
611	6.0000	1.0499	1.0411
612	6.0000	1.0499	1.0411
613	6.0000	1.0499	1.0411
614	6.0000	1.0499	1.0411
615	2.0000	0.3500	0.3470
616	6.0000	1.0499	1.0411
617	6.0000	1.0499	1.0411
618	6.0000	1.0499	1.0411
619	5.0000	0.8749	0.8676
620	6.0000	1.0499	1.0411
621	6.0000	1.0499	1.0411
622	6.0000	1.0499	1.0411
623	6.0000	1.0499	1.0411
624	6.0000	1.0499	1.0411
625	6.0000	1.0499	1.0411
626	6.0000	1.0499	1.0411
627	6.0000	1.0499	1.0411
628	6.0000	1.0499	1.0411
629	5.0000	0.8749	0.8676
630	6.0000	1.0499	1.0411
631	6.0000	1.0499	1.0411
632	6.0000	1.0499	1.0411
633	6.0000	1.0499	1.0411
634	6.0000	1.0499	1.0411
635	6.0000	1.0499	1.0411
636	3.0000	0.5249	0.5206
637	6.0000	1.0499	1.0411
638	6.0000	1.0499	1.0411
639	6.0000	1.0499	1.0411
640	6.0000	1.0499	1.0411
641	5.0000	0.8749	0.8676
642	6.0000	1.0499	1.0411
643	6.0000	1.0499	1.0411
644	5.0000	0.8749	0.8676
645	6.0000	1.0499	1.0411
646	3.0000	0.5249	0.5206
647	6.0000	1.0499	1.0411
648	6.0000	1.0499	1.0411
649	6.0000	1.0499	1.0411
650	6.0000	1.0499	1.0411
651	6.0000	1.0499	1.0411
652	6.0000	1.0499	1.0411
653	6.0000	1.0499	1.0411
654	6.0000	1.0499	1.0411
655	6.0000	1.0499	1.0411
656	6.0000	1.0499	1.0411
657	6.0000	1.0499	1.0411
658	5.0000	0.8749	0.8676
659	6.0000	1.0499	1.0411
660	4.0000	0.6999	0.6941
661	5.0000	0.8749	0.8676
662	5.0000	0.8749	0.8676
663	6.0000	1.0499	1.0411
664	6.0000	1.0499	1.0411
665	4.0000	0.6999	0.6941
666	6.0000	1.0499	1.0411
667	6.0000	1.0499	1.0411
668	6.0000	1.0499	1.0411
669	6.0000	1.0499	1.0411
670	6.0000	1.0499	1.0411
671	6.0000	1.0499	1.0411
672	6.0000	1.0499	1.0411
673	6.0000	1.0499	1.0411
674	6.0000	1.0499	1.0411
675	6.0000	1.0499	1.0411
676	6.0000	1.0499	1.0411
677	5.0000	0.8749	0.8676
678	6.0000	1.0499	1.0411
679	6.0000	1.0499	1.0411
680	5.0000	0.8749	0.8676
681	5.0000	0.8749	0.8676
682	6.0000	1.0499	1.0411
683	6.0000	1.0499	1.0411
684	6.0000	1.0499	1.0411
685	6.0000	1.0499	1.0411
686	6.0000	1.0499	1.0411
687	6.0000	1.0499	1.0411
688	6.0000	1.0499	1.0411
689	6.0000	1.0499	1.0411
690	6.0000	1.0499	1.0411
691	6.0000	1.0499	1.0411
692	6.0000	1.0499	1.0411
693	6.0000	1.0499	1.0411
694	6.0000	1.0499	1.0411
695	6.0000	1.0499	1.0411
696	6.0000	1.0499	1.0411
697	6.0000	1.0499	1.0411
698	6.0000	1.0499	1.0411
699	6.0000	1.0499	1.0411
700	6.0000	1.0499	1.0411
701	6.0000	1.0499	1.0411
702	6.0000	1.0499	1.0411
703	6.0000	1.0499	1.0411
704	5.0000	0.8749	0.8676
705	6.0000	1.0499	1.0411
706	6.0000	1.0499	1.0411
707	5.0000	0.8749	0.8676
708	5.0000	0.8749	0.8676
709	6.0000	1.0499	1.0411
710	5.0000	0.8749	0.8676
711	6.0000	1.0499	1.0411
