	CA7	CA8	CB7	CB8	CC7	CC8	CD7	CD8	CE7	CE8	CF7	CF8	CG7	CG8	CH7	CH8	CA1	CA2	CB1	CB2	CC1	CC2	CD1	CD2	CE1	CE2	CF1	CF2	CG1	CG2	CH1	CH2	CA5	CA6	CB5	CB6	CC5	CC6	CD6	CE5	CE6	CF5	CF6	CG5	CG6	CH5	CH6	CA11	CA12	CB11	CB12	CC11	CC12	CD11	CD12	CE11	CE12	CF11	CF12	CG11	CG12	CH11	CH12	CA3	CA4	CB3	CB4	CC4	CD3	CD4	CE4	CF3	CF4	CG3	CG4	CH3	CH4	CA9	CA10	CB9	CB10	CC9	CC10	CD9	CD10	CE9	CE10	CF9	CG9	CG10	CH9	CH10
CA7	0.0	0.473612976654	1.64586785992	0.997976809339	1.96280233463	1.43460608949	0.471069435798	0.485821614786	0.32994618677	0.411906867704	1.36417768482	1.74524879377	0.918575564202	1.41478342412	0.442408832685	0.248516692607	1.77801978599	1.74661811284	1.39416373541	1.35196157588	1.48600153696	1.48125478599	2.88005042802	2.82248070039	2.13137735409	2.49967822957	1.61975301556	1.66870285992	1.2289455642	1.27368371595	1.38538780156	1.45755935798	0.772513774319	0.691380992218	0.79327188716	0.724221712062	0.817179124514	0.830691420233	0.807529494163	0.712755155642	0.895102451362	0.842592762646	0.887841011673	0.663994105058	0.760790486381	0.720932587549	0.862564883268	1.62036416342	1.37370402724	1.08887136187	0.900672937743	1.03441645914	1.19686171206	1.13153675097	1.52541031128	1.2033088716	0.932905953307	0.997339046693	1.35522677043	0.927404377432	1.20002714008	1.58388616732	1.10805770428	1.41787453307	1.80259064202	1.67117075875	1.02956167315	1.69087264591	1.21137628405	1.1661309144	1.34481447471	1.70195042802	1.38210548638	1.2957735214	1.57019961089	1.97891361868	1.33148276265	1.17873402724	1.65845356031	0.924641108949	1.79878089494	0.781258910506	1.06320990272	0.619595583658	0.77709655642	0.717195175097	0.634099941634	2.01197478599	1.23038891051	0.722203346304	1.0260635214	1.29534328794
CA8	0.473612976654	0.0	1.54363196498	0.903851108949	1.68885215953	1.19819054475	0.391116342412	0.647007976654	0.523658229572	0.456804669261	1.13363731518	1.45722200389	0.83030344358	1.32191087549	0.335521264591	0.461220642023	1.48179404669	1.47688902724	1.39402293774	1.34421357977	1.4568270428	1.39217445525	2.58558729572	2.54181978599	1.86690138132	2.22780377432	1.37290396887	1.41677381323	1.22337305447	1.22775642023	1.26849677043	1.21964019455	0.825449241245	0.753017042802	0.985438910506	0.782375505837	1.01634618677	0.888692607004	0.860867490272	0.772147237354	0.944981692607	0.896476089494	1.09014865759	0.741559649805	0.95046151751	0.769250856031	0.920376653696	1.76561363813	1.56435673152	1.28267811284	1.09152093385	1.20175663424	1.34311079767	1.19199412451	1.53493461089	1.22021671206	1.05433192607	1.18861536965	1.4654179572	1.10540575875	1.3465485214	1.76173840467	1.31789581712	1.59601653696	2.00501548638	1.73815731518	1.19286519455	1.87858675097	1.43022972763	1.36268961089	1.51098289883	1.84368682879	1.51215103113	1.49597968872	1.73489348249	2.13721562257	1.54179694553	1.12664116732	1.80862035019	1.0783429572	1.64407538911	0.956609163424	1.22707175097	0.719732607004	0.711423540856	0.828942587549	0.76180307393	2.14030597276	1.13648589494	0.777300642023	1.19339241245	1.42573564202
CB7	1.64586785992	1.54363196498	0.0	1.00054906615	1.24920120623	1.09305250973	1.63441885214	1.89637531128	1.76860272374	1.76125998054	1.14375678988	1.16414478599	1.07086342412	0.504307159533	1.69203280156	1.70335622568	1.66791099222	1.72400694553	2.40382817121	2.27987215953	1.28303776265	1.31086875486	2.1030811284	2.02518692607	1.26921241245	1.63978655642	1.64602885214	1.54391830739	1.76760599222	1.94165570039	1.95268772374	1.80109134241	1.94033684825	1.95582317121	1.57310655642	1.93011081712	1.58279682879	1.83074667315	1.84128972763	1.89842110895	1.82991003891	1.86075766537	1.50707902724	1.9278035214	1.61871616732	1.93289359922	1.9215642607	1.49351381323	1.47235729572	1.71473498054	1.77801585603	1.5851822179	1.51083128405	1.45735480545	1.39108389105	1.39265863813	1.39491385214	1.64089916342	1.37666070039	1.6860498249	1.61934107004	1.53840955253	1.60348712062	1.6283913035	1.42693064202	1.52315714008	1.35058412451	1.39210424125	1.69195706226	1.25872472763	1.67886782101	1.72648330739	1.63788715953	1.26152359922	1.56316365759	1.61880719844	1.66547451362	1.73718900778	1.71448605058	1.83561616732	1.54894085603	1.62833634241	1.39065149805	1.91814994163	1.72443258755	2.03583392996	1.98253075875	1.81907287938	1.63097237354	1.98140509728	1.64957227626	1.4726190856
CB8	0.997976809339	0.903851108949	1.00054906615	0.0	1.4229144358	0.922891381323	0.979420291829	1.28546169261	1.11382163424	1.10497192607	0.870100914397	1.2279559144	0.36704540856	0.693606770428	1.02169287938	1.0620688716	1.27858071984	1.27167593385	1.83197412451	1.73039519455	1.1640868677	1.08904	2.32959571984	2.2844622179	1.59308879377	1.93996764591	1.20045815175	1.22677282101	1.17394011673	1.35079274319	1.46911503891	1.25528274319	1.30703836576	1.30434655642	1.02035729572	1.29906155642	1.01808931907	1.21165036965	1.23116957198	1.27878640078	1.24767342412	1.24224416342	1.07768525292	1.30483445525	1.03667472763	1.3144538716	1.28631605058	1.51454521401	1.30767212062	1.18402070039	1.23502013619	1.04618568093	1.15734198444	1.03753371595	1.35821389105	1.02706054475	0.877079571984	1.08400317121	1.22630782101	1.13603854086	1.18560142023	1.51241986381	1.15092898833	1.45060733463	1.65570593385	1.47490196498	1.06844723735	1.55289766537	1.40688702335	1.1277235214	1.44599875486	1.67580470817	1.41157509728	1.21366643969	1.48863007782	1.84974719844	1.40672478599	1.13939099222	1.64929021401	1.1834809144	1.50021350195	1.06386634241	0.99035959144	1.22765990272	1.05032079767	1.38923533074	1.3247938716	1.97361972763	1.05381645914	1.33676708171	1.17961896887	1.23368348249
CC7	1.96280233463	1.68885215953	1.24920120623	1.4229144358	0.0	0.843200252918	1.77311488327	2.14235484436	2.06140953307	1.93578422179	0.904482509728	0.55673463035	1.46594178988	1.24072066148	1.79848945525	1.97063894942	1.57239048638	1.7216513035	2.46391996109	2.39871441634	1.61549075875	1.55272766537	1.21100490272	1.19900801556	0.790045680934	0.826178346304	1.65619169261	1.49590200389	2.08037696498	2.23920188716	2.0315398249	1.85633441634	2.05675143969	2.0799713035	2.07198776265	2.08744560311	2.03493830739	1.98465951362	1.99912019455	2.05783453307	1.96729404669	1.99152490272	2.11403922179	2.11253542802	2.0601590856	2.06432608949	2.03556667315	1.95559840467	2.08698317121	2.03164863813	2.06073200389	1.99003178988	1.87351046693	1.7887805642	1.67430202335	1.72754844358	1.82260105058	2.00063021401	1.87640291829	1.96698772374	1.94638219844	2.03130585603	2.05465719844	2.07422542802	2.23011142023	1.98153095331	1.7999514786	2.14358587549	1.93960297665	1.78308282101	1.93037322957	2.05291303502	1.89923638132	1.85728643969	2.00000824903	2.41113136187	1.98096634241	1.8150005642	1.96260099222	2.14809729572	1.49125941634	2.0792670428	2.04938391051	2.02565624514	1.91273966926	2.17597416342	2.14862410506	2.36231564202	1.7555666537	2.01727536965	2.09768122568	2.04874484436
CC8	1.43460608949	1.19819054475	1.09305250973	0.922891381323	0.843200252918	0.0	1.29805801556	1.645427393	1.50117889105	1.43353315175	0.4142807393	0.707507684825	0.991569319066	0.85131266537	1.2696035214	1.44787714008	1.22020774319	1.33547692607	2.06256659533	2.00532062257	1.22111143969	1.11876811284	1.81988784047	1.77037445525	1.06496196498	1.42911964981	1.31883832685	1.10239961089	1.67347593385	1.83335540856	1.62878474708	1.43050416342	1.61734768482	1.61674867704	1.57285891051	1.61272266537	1.53663143969	1.52560653696	1.52968410506	1.58272867704	1.52104655642	1.53939535019	1.60790881323	1.63902712062	1.5613451751	1.61610700389	1.58988447471	1.62671429961	1.63390178988	1.55536040856	1.60578435798	1.47240441634	1.32256756809	1.21914070039	1.31266819066	1.15549060311	1.25973640078	1.46835922179	1.3495486965	1.46704638132	1.44410214008	1.65678470817	1.58005605058	1.75543996109	1.88039268482	1.60074299611	1.31851173152	1.80155332685	1.59790077821	1.39255980545	1.5496768677	1.72509122568	1.50827359922	1.4554236965	1.62806963035	2.0607935214	1.65800558366	1.24930089494	1.69358066148	1.59109898833	1.20990671206	1.52108885214	1.50400194553	1.45251817121	1.34011688716	1.65214087549	1.59014684825	2.14083402724	1.17574208171	1.50331931907	1.55885614786	1.51349466926
CD7	0.471069435798	0.391116342412	1.63441885214	0.979420291829	1.77311488327	1.29805801556	0.0	0.622181361868	0.471867178988	0.365406614786	1.19698914397	1.53219624514	0.882404844358	1.41816324903	0.338128424125	0.501453365759	1.5702170428	1.53589132296	1.40226550584	1.38502346304	1.47603494163	1.44494309339	2.69016776265	2.63430484436	1.95330356031	2.31886019455	1.43422879377	1.50018953307	1.21305321012	1.25928202335	1.21560027237	1.27308684825	0.802239241245	0.71331614786	0.958898871595	0.760639319066	0.994661167315	0.854628560311	0.833981692607	0.747109338521	0.923983171206	0.867806634241	1.07074200389	0.735897976654	0.925579299611	0.774271984436	0.90322307393	1.64952188716	1.438117393	1.16247126459	0.944112996109	1.10638998054	1.24383068093	1.04968521401	1.46954192607	1.12599231518	0.920039046693	1.05321031128	1.35499145914	0.991896575875	1.2504663035	1.63618385214	1.17497881323	1.55008817121	1.92971805447	1.71289143969	1.16630219844	1.81744966926	1.34645241245	1.29300929961	1.42402247082	1.77464250973	1.42992040856	1.41874338521	1.66956001946	2.09044266537	1.47324231518	1.08052178988	1.72759287938	0.932276536965	1.68760332685	0.823286167315	1.09371579767	0.578311206226	0.641079299611	0.698564494163	0.62311766537	2.0874290856	1.14807974708	0.739489785992	1.06190984436	1.32981945525
CD8	0.485821614786	0.647007976654	1.89637531128	1.28546169261	2.14235484436	1.645427393	0.622181361868	0.0	0.397620719844	0.503612256809	1.57467377432	1.94855087549	1.22047947471	1.68675807393	0.626413871595	0.409359007782	1.93015785992	1.88787657588	1.48085064202	1.45786700389	1.71267867704	1.71676585603	3.03069597276	2.9920294358	2.29779904669	2.67460085603	1.79900128405	1.85195361868	1.41107787938	1.46480976654	1.53756214008	1.61507081712	0.723329474708	0.655308832685	0.797468326848	0.663121848249	0.826027976654	0.752282217899	0.742035972763	0.654991906615	0.827594571984	0.784030447471	0.913945894942	0.604942801556	0.764897509728	0.666884824903	0.815434785992	1.77071398833	1.46473743191	1.22197966926	0.993309610895	1.1606794358	1.32323830739	1.26185661479	1.63257507782	1.32302040856	1.09868048638	1.10080571984	1.48985449416	1.06266299611	1.32106607004	1.67903992218	1.22750838521	1.4785081323	1.92468988327	1.78296937743	1.12903029183	1.79079725681	1.27027968872	1.28770116732	1.45604044747	1.81946356031	1.48771702335	1.45177680934	1.68500690661	2.06359947471	1.4240257393	1.30354579767	1.78533046693	1.03378284047	1.93835826848	0.845567178988	1.15230996109	0.636393268482	0.820502178988	0.61981733463	0.541967081712	2.08080998054	1.36334457198	0.814162509728	1.15333817121	1.44293163424
CE7	0.32994618677	0.523658229572	1.76860272374	1.11382163424	2.06140953307	1.50117889105	0.471867178988	0.397620719844	0.0	0.396635972763	1.42437511673	1.80735509728	1.01622287938	1.54012544747	0.464168015564	0.352128638132	1.82794052529	1.79109542802	1.48183175097	1.42284340467	1.51012196498	1.52696400778	2.96795525292	2.91313365759	2.18025817121	2.60326492218	1.69201628405	1.75665885214	1.26475284047	1.34905749027	1.4453820428	1.51565974708	0.75180155642	0.658488268482	0.786165661479	0.68754151751	0.815317918288	0.796780797665	0.784679494163	0.683964338521	0.866342918288	0.815231478599	0.893661750973	0.635598151751	0.756119669261	0.703667879377	0.843361070039	1.59841614786	1.3401690856	1.08254326848	0.887228891051	1.00508455253	1.15044669261	1.05299896887	1.49424992218	1.14015840467	0.876966809339	0.985218735409	1.3222007393	0.893492782101	1.16585970817	1.53024064202	1.08886680934	1.42831904669	1.817325	1.63043710117	1.00781101167	1.68229614786	1.2053827821	1.17744258755	1.33018708171	1.69822941634	1.36446404669	1.30580029183	1.53460801556	1.94679050584	1.36334486381	1.14780437743	1.64911328794	0.87839963035	1.79138891051	0.710792373541	0.998806867704	0.526557101167	0.674948696498	0.657439883268	0.58403192607	1.97484941634	1.17287490272	0.726683424125	1.01724126459	1.26917776265
CE8	0.411906867704	0.456804669261	1.76125998054	1.10497192607	1.93578422179	1.43353315175	0.365406614786	0.503612256809	0.396635972763	0.0	1.35092354086	1.68961258755	0.996745116732	1.53849892996	0.44654040856	0.364546128405	1.75138424125	1.71752883268	1.35182706226	1.35101618677	1.60511054475	1.58085231518	2.8549268677	2.80845149805	2.10522363813	2.48352505837	1.61565455253	1.70032350195	1.29823227626	1.3577277821	1.40407404669	1.43970498054	0.800492392996	0.684611673152	0.923645992218	0.742524883268	0.954998365759	0.856034474708	0.824411420233	0.724967276265	0.918821031128	0.86398188716	1.03003877432	0.698467626459	0.890826731518	0.758586964981	0.893983929961	1.69121103113	1.47100229572	1.18412787938	0.97332385214	1.13236371595	1.28802807393	1.13232392996	1.57808889105	1.24256511673	0.98819270428	1.07348898833	1.42811301556	1.01204544747	1.27915688716	1.67754202335	1.20547881323	1.56625003891	1.99439007782	1.7932736965	1.18665593385	1.87097947471	1.38066937743	1.34827747082	1.47395184825	1.84857515564	1.5100742607	1.48089824903	1.7269601751	2.13032122568	1.51693745136	1.18708525292	1.78375136187	0.964672412451	1.8043931323	0.840775311284	1.13303832685	0.50862229572	0.717117898833	0.611013132296	0.523065175097	2.10511437743	1.20986896887	0.743977645914	1.08367097276	1.39982116732
