	CR89	CR95	CR334	CR348	CR457	CR458	CR464	CR469	CR470	CR2528	CR2530	GM173	KSG242	KSG246	KSG477	KSG0645	KSG0647	KSG0652	KSG0660	KSG0673	KSG1471	KSG1507	US1AZ	WCR464	WLK3	WLK12
CR89	0.0	0.785637778468	1.02371159282	1.34938561836	0.999485507937	0.978199216701	1.14542602622	1.29831004348	1.13531004486	0.708142883368	0.849682547274	1.53283128709	3.90677708696	4.69284330021	4.043093343	1.38082175293	1.38982119876	1.22303301794	1.3361489089	1.38840037336	0.84714394617	0.722269463078	1.30665296825	1.23457759489	2.04473081366	0.977984752243
CR95	0.785637778468	0.0	0.689717938578	1.08335138716	0.697670204279	0.70063594479	0.793436287785	1.02942337612	0.865072147688	0.875452141477	1.17598629262	1.22238629814	3.50196507246	4.31197550656	3.70662128709	1.06239827674	1.09145455072	0.989259244997	1.06298344237	1.08026151277	1.05036981435	1.02444897516	1.05710777088	0.837677783299	1.62044929055	0.715591539683
CR334	1.02371159282	0.689717938578	0.0	0.899517821256	0.887465663906	0.81852415942	0.799413980676	0.804604908903	0.833285616977	1.21460733333	1.50554377295	1.05692473499	3.6282221677	4.32598843478	3.67559275638	0.897726677709	0.977318940649	0.892694416149	0.893973886128	0.902482588682	1.32570365769	1.3102670697	0.963053550725	0.811685575569	1.57281433195	0.866595519669
CR348	1.34938561836	1.08335138716	0.899517821256	0.0	1.30639458937	1.25499270669	1.06025600345	0.897262019324	0.969451975155	1.51254020359	1.72363847067	1.21551058799	3.9000606156	4.63666820911	4.04218819669	1.01732388889	1.16037439476	1.0215742029	0.884669020014	0.961223258799	1.49482864803	1.53151840925	1.24602535956	1.05367079365	1.80193358454	1.23360013872
CR457	0.999485507937	0.697670204279	0.887465663906	1.30639458937	0.0	0.408077065562	0.881248273982	1.1383580069	1.17762020428	0.8685093147	1.2828359158	1.50608640442	3.66719926984	4.4368269862	3.76386543064	1.25730369979	1.26170864596	1.06689971153	1.17577404555	1.2736532864	1.1521022726	1.12841981159	1.01733769634	1.10014495928	1.85664297861	0.962624986197
CR458	0.978199216701	0.70063594479	0.81852415942	1.25499270669	0.408077065562	0.0	0.793045545204	1.06626627329	1.0960968668	0.867653191856	1.28597734438	1.44026905038	3.61424772671	4.40356934783	3.74721947067	1.18515839959	1.19977654934	1.05327013527	1.11000524776	1.21705684886	1.15155116701	1.13675995238	0.986499703244	0.955389820566	1.78380428709	0.889610449275
CR464	1.14542602622	0.793436287785	0.799413980676	1.06025600345	0.881248273982	0.793045545204	0.0	0.855860759834	1.00542277364	1.2409775942	1.51444268944	1.33328528433	3.74024152864	4.49544255349	3.78275276605	1.00004784541	0.906110069703	0.942305674948	0.918922113872	0.908202743271	1.3920100069	1.33634686128	0.896179281574	0.404372486542	1.48928247136	0.693862723257
CR469	1.29831004348	1.02942337612	0.804604908903	0.897262019324	1.1383580069	1.06626627329	0.855860759834	0.0	0.86094741891	1.54546200759	1.79069563699	1.16423091649	3.81276524914	4.48446185576	3.89831835128	0.769567309179	0.869663036577	0.839387500345	0.660410713596	0.739612147688	1.60359877778	1.58687577847	1.06895501725	0.8734416853	1.55330898413	1.06329287026
CR470	1.13531004486	0.865072147688	0.833285616977	0.969451975155	1.17762020428	1.0960968668	1.00542277364	0.86094741891	0.0	1.39590735887	1.65156248309	0.997371601104	3.70041253416	4.47253434576	3.89435257902	0.853006835749	1.13661591304	0.837842216701	0.822326869565	1.04030522429	1.42849782402	1.43953162664	1.25289679089	1.02013567426	1.71836459075	1.01499313665
CR2528	0.708142883368	0.875452141477	1.21460733333	1.51254020359	0.8685093147	0.867653191856	1.2409775942	1.54546200759	1.39590735887	0.0	0.62867952864	1.73284036922	3.92347843961	4.73486427743	4.03504552105	1.57219850104	1.58791202139	1.43496443685	1.56748922912	1.59462392478	0.687675599724	0.63893115666	1.34954125673	1.34985230849	2.20043414286	1.09899962871
CR2530	0.849682547274	1.17598629262	1.50554377295	1.72363847067	1.2828359158	1.28597734438	1.51444268944	1.79069563699	1.65156248309	0.62867952864	0.0	1.90950989096	4.13763124224	4.92645083161	4.25296550242	1.81531792063	1.82439046239	1.69010161767	1.8311906294	1.82879725466	0.780039077295	0.623798652174	1.62289793927	1.58456125466	2.38218768116	1.33874685093
GM173	1.53283128709	1.22238629814	1.05692473499	1.21551058799	1.50608640442	1.44026905038	1.33328528433	1.16423091649	0.997371601104	1.73284036922	1.90950989096	0.0	3.44086240718	4.14097837888	3.82476408627	1.0755883913	1.2975185521	1.11486657281	1.11609506142	1.19269107108	1.73351405728	1.77186219669	1.50435782885	1.25625163837	1.45803668185	1.38807358523
KSG242	3.90677708696	3.50196507246	3.6282221677	3.9000606156	3.66719926984	3.61424772671	3.74024152864	3.81276524914	3.70041253416	3.92347843961	4.13763124224	3.44086240718	0.0	1.21028601725	3.24400054037	3.75533083713	3.91681163837	3.75953836577	3.83572529055	3.89701613112	3.96034714217	4.00734781573	3.92201387164	3.56508166322	2.78383494824	3.64475061905
KSG246	4.69284330021	4.31197550656	4.32598843478	4.63666820911	4.4368269862	4.40356934783	4.49544255349	4.48446185576	4.47253434576	4.73486427743	4.92645083161	4.14097837888	1.21028601725	0.0	2.94037082678	4.31514464044	4.52184088682	4.40404471705	4.49950686059	4.48228071981	4.7693630628	4.80497387854	4.49035465355	4.35149981159	3.50939660939	4.51333311939
