	CA7	CA8	CB7	CB8	CC7	CC8	CD7	CD8	CE7	CE8	CF7	CF8	CG7	CG8	CH7	CH8	CA1	CA2	CB1	CB2	CC1	CC2	CD1	CD2	CE1	CE2	CF1	CF2	CG1	CG2	CH1	CH2	CA5	CA6	CB5	CB6	CC5	CC6	CD6	CE5	CE6	CF5	CF6	CG5	CG6	CH5	CH6	CA11	CA12	CB11	CB12	CC11	CC12	CD11	CD12	CE11	CE12	CF11	CF12	CG11	CG12	CH11	CH12	CA3	CA4	CB3	CB4	CC4	CD3	CD4	CE4	CF3	CF4	CG3	CG4	CH3	CH4	CA9	CA10	CB9	CC9	CC10	CD9	CD10	CE9	CE10	CF9	CG9	CG10	CH9	CH10
CA7	0.0	0.36127744511	0.667664670659	0.5249500998	0.719560878244	0.632734530938	0.428143712575	0.439121756487	0.447105788423	0.421157684631	0.655688622754	0.680638722555	0.580838323353	0.606786427146	0.382235528942	0.319361277445	0.914171656687	0.910179640719	0.929141716567	0.90618762475	0.734530938124	0.7375249501	0.939121756487	0.923153692615	0.802395209581	0.865269461078	0.841317365269	0.814371257485	0.807385229541	0.847305389222	0.858283433134	0.87125748503	0.539920159681	0.513972055888	0.574850299401	0.489021956088	0.627744510978	0.576846307385	0.602794411178	0.532934131737	0.624750499002	0.599800399202	0.607784431138	0.518962075848	0.552894211577	0.498003992016	0.520958083832	0.716566866267	0.702594810379	0.674650698603	0.683632734531	0.634730538922	0.661676646707	0.63373253493	0.686626746507	0.624750499002	0.551896207585	0.600798403194	0.63872255489	0.678642714571	0.685628742515	0.72255489022	0.675648702595	0.918163672655	0.914171656687	0.884231536926	0.706586826347	0.917165668663	0.900199600798	0.73253493014	0.897205588822	0.862275449102	0.90618762475	0.73253493014	0.882235528942	0.949101796407	0.919161676647	0.711576846307	0.726546906188	0.689620758483	0.62375249501	0.625748502994	0.565868263473	0.589820359281	0.530938123752	0.51497005988	0.783433133733	0.72754491018	0.680638722555	0.698602794411	0.74251497006
CA8	0.36127744511	0.0	0.671656686627	0.492015968064	0.668662674651	0.599800399202	0.40618762475	0.451097804391	0.465069860279	0.390219560878	0.612774451098	0.640718562874	0.580838323353	0.600798403194	0.311377245509	0.342315369261	0.858283433134	0.873253493014	0.915169660679	0.885229540918	0.72754491018	0.716566866267	0.887225548902	0.870259481038	0.755489021956	0.810379241517	0.816367265469	0.790419161677	0.786427145709	0.832335329341	0.843313373253	0.823353293413	0.535928143713	0.512974051896	0.589820359281	0.521956087824	0.642714570858	0.578842315369	0.605788423154	0.528942115768	0.629740518962	0.599800399202	0.627744510978	0.516966067864	0.571856287425	0.502994011976	0.51996007984	0.717564870259	0.707584830339	0.654690618762	0.662674650699	0.625748502994	0.644710578842	0.610778443114	0.672654690619	0.605788423154	0.532934131737	0.60379241517	0.642714570858	0.654690618762	0.664670658683	0.725548902196	0.650698602794	0.929141716567	0.941117764471	0.888223552894	0.692614770459	0.938123752495	0.909181636727	0.719560878244	0.904191616766	0.877245508982	0.916167664671	0.736526946108	0.895209580838	0.960079840319	0.930139720559	0.671656686627	0.726546906188	0.664670658683	0.626746506986	0.622754491018	0.520958083832	0.542914171657	0.481037924152	0.47005988024	0.77744510978	0.689620758483	0.640718562874	0.675648702595	0.705588822355
CB7	0.667664670659	0.671656686627	0.0	0.560878243513	0.673652694611	0.660678642715	0.670658682635	0.694610778443	0.702594810379	0.673652694611	0.654690618762	0.652694610778	0.532934131737	0.440119760479	0.679640718563	0.687624750499	0.847305389222	0.836327345309	0.890219560878	0.843313373253	0.750499001996	0.744510978044	0.791417165669	0.768463073852	0.657684630739	0.704590818363	0.77245508982	0.760479041916	0.711576846307	0.781437125749	0.799401197605	0.785429141717	0.766467065868	0.764471057884	0.723552894212	0.75748502994	0.702594810379	0.756487025948	0.7624750499	0.7624750499	0.763473053892	0.761477045908	0.686626746507	0.760479041916	0.710578842315	0.7624750499	0.763473053892	0.741516966068	0.733532934132	0.76746506986	0.793413173653	0.701596806387	0.764471057884	0.694610778443	0.754491017964	0.677644710579	0.668662674651	0.687624750499	0.703592814371	0.77245508982	0.787425149701	0.759481037924	0.771457085828	0.89121756487	0.800399201597	0.880239520958	0.783433133733	0.796407185629	0.87624750499	0.803393213573	0.89121756487	0.818363273453	0.88123752495	0.769461077844	0.869261477046	0.837325349301	0.887225548902	0.854291417166	0.801397205589	0.840319361277	0.735528942116	0.715568862275	0.726546906188	0.731536926148	0.744510978044	0.738522954092	0.892215568862	0.873253493014	0.829341317365	0.85129740519	0.892215568862
CB8	0.5249500998	0.492015968064	0.560878243513	0.0	0.627744510978	0.59880239521	0.487025948104	0.591816367265	0.591816367265	0.506986027944	0.596806387226	0.616766467066	0.450099800399	0.476047904192	0.50998003992	0.517964071856	0.841317365269	0.844311377246	0.89620758483	0.845309381238	0.686626746507	0.680638722555	0.849301397206	0.837325349301	0.719560878244	0.776447105788	0.790419161677	0.773453093812	0.715568862275	0.779441117764	0.840319361277	0.819361277445	0.62375249501	0.631736526946	0.624750499002	0.657684630739	0.614770459082	0.662674650699	0.679640718563	0.659680638723	0.667664670659	0.652694610778	0.616766467066	0.658682634731	0.624750499002	0.630738522954	0.62375249501	0.692614770459	0.667664670659	0.691616766467	0.709580838323	0.620758483034	0.692614770459	0.626746506986	0.678642714571	0.611776447106	0.545908183633	0.60379241517	0.637724550898	0.699600798403	0.712574850299	0.705588822355	0.677644710579	0.889221556886	0.888223552894	0.878243512974	0.712574850299	0.893213572854	0.863273453094	0.733532934132	0.889221556886	0.853293413174	0.879241516966	0.717564870259	0.868263473054	0.920159680639	0.893213572854	0.741516966068	0.72754491018	0.726546906188	0.64371257485	0.614770459082	0.587824351297	0.594810379242	0.557884231537	0.564870259481	0.785429141717	0.749500998004	0.705588822355	0.7375249501	0.768463073852
CC7	0.719560878244	0.668662674651	0.673652694611	0.627744510978	0.0	0.534930139721	0.669660678643	0.797405189621	0.809381237525	0.688622754491	0.520958083832	0.453093812375	0.63373253493	0.661676646707	0.670658682635	0.706586826347	0.791417165669	0.800399201597	0.892215568862	0.872255489022	0.729540918164	0.696606786427	0.663672654691	0.641716566866	0.605788423154	0.601796407186	0.698602794411	0.702594810379	0.746506986028	0.804391217565	0.796407185629	0.764471057884	0.808383233533	0.817365269461	0.835329341317	0.849301397206	0.844311377246	0.84630738523	0.860279441118	0.843313373253	0.852295409182	0.837325349301	0.854291417166	0.836327345309	0.863273453094	0.811377245509	0.808383233533	0.739520958084	0.717564870259	0.705588822355	0.714570858283	0.712574850299	0.702594810379	0.719560878244	0.700598802395	0.713572854291	0.704590818363	0.708582834331	0.712574850299	0.708582834331	0.703592814371	0.72754491018	0.704590818363	0.949101796407	0.937125748503	0.915169660679	0.76746506986	0.937125748503	0.922155688623	0.782435129741	0.926147704591	0.847305389222	0.936127744511	0.77245508982	0.915169660679	0.974051896208	0.947105788423	0.755489021956	0.725548902196	0.753493013972	0.86127744511	0.830339321357	0.751497005988	0.749500998004	0.753493013972	0.756487025948	0.794411177645	0.7624750499	0.759481037924	0.754491017964	0.789421157685
CC8	0.632734530938	0.599800399202	0.660678642715	0.59880239521	0.534930139721	0.0	0.625748502994	0.735528942116	0.740518962076	0.635728542914	0.440119760479	0.493013972056	0.59381237525	0.641716566866	0.606786427146	0.641716566866	0.799401197605	0.794411177645	0.882235528942	0.86127744511	0.706586826347	0.667664670659	0.761477045908	0.74251497006	0.62874251497	0.671656686627	0.715568862275	0.716566866267	0.74750499002	0.807385229541	0.807385229541	0.769461077844	0.754491017964	0.761477045908	0.780439121756	0.788423153693	0.789421157685	0.789421157685	0.802395209581	0.786427145709	0.791417165669	0.782435129741	0.795409181637	0.785429141717	0.800399201597	0.755489021956	0.748502994012	0.720558882236	0.703592814371	0.692614770459	0.704590818363	0.669660678643	0.659680638723	0.665668662675	0.673652694611	0.666666666667	0.654690618762	0.645708582834	0.662674650699	0.674650698603	0.681636726547	0.72255489022	0.697604790419	0.929141716567	0.913173652695	0.88123752495	0.708582834331	0.911177644711	0.905189620758	0.733532934132	0.898203592814	0.844311377246	0.912175648703	0.723552894212	0.882235528942	0.944111776447	0.921157684631	0.698602794411	0.736526946108	0.703592814371	0.793413173653	0.768463073852	0.646706586826	0.664670658683	0.660678642715	0.660678642715	0.793413173653	0.716566866267	0.691616766467	0.715568862275	0.7624750499
CD7	0.428143712575	0.40618762475	0.670658682635	0.487025948104	0.669660678643	0.625748502994	0.0	0.468063872255	0.468063872255	0.343313373253	0.636726546906	0.64870259481	0.578842315369	0.595808383234	0.421157684631	0.432135728543	0.880239520958	0.88622754491	0.917165668663	0.900199600798	0.726546906188	0.717564870259	0.894211576846	0.882235528942	0.7624750499	0.826347305389	0.808383233533	0.789421157685	0.781437125749	0.836327345309	0.837325349301	0.844311377246	0.525948103792	0.530938123752	0.586826347305	0.561876247505	0.644710578842	0.571856287425	0.604790419162	0.557884231537	0.627744510978	0.591816367265	0.625748502994	0.553892215569	0.568862275449	0.518962075848	0.523952095808	0.674650698603	0.658682634731	0.65369261477	0.673652694611	0.571856287425	0.647704590818	0.583832335329	0.658682634731	0.584830339321	0.51996007984	0.561876247505	0.595808383234	0.667664670659	0.655688622754	0.678642714571	0.654690618762	0.932135728543	0.934131736527	0.892215568862	0.745508982036	0.932135728543	0.908183632735	0.773453093812	0.905189620758	0.874251497006	0.911177644711	0.765469061876	0.89620758483	0.955089820359	0.933133732535	0.724550898204	0.715568862275	0.672654690619	0.566866267465	0.562874251497	0.535928143713	0.543912175649	0.497005988024	0.478043912176	0.746506986028	0.730538922156	0.671656686627	0.676646706587	0.733532934132
CD8	0.439121756487	0.451097804391	0.694610778443	0.591816367265	0.797405189621	0.735528942116	0.468063872255	0.0	0.318363273453	0.448103792415	0.755489021956	0.775449101796	0.662674650699	0.634730538922	0.486027944112	0.423153692615	0.910179640719	0.923153692615	0.931137724551	0.909181636727	0.7624750499	0.783433133733	0.957085828343	0.943113772455	0.814371257485	0.870259481038	0.859281437126	0.848303393214	0.810379241517	0.86127744511	0.853293413174	0.864271457086	0.576846307385	0.546906187625	0.586826347305	0.484031936128	0.640718562874	0.573852295409	0.59880239521	0.545908183633	0.63373253493	0.605788423154	0.610778443114	0.535928143713	0.552894211577	0.542914171657	0.565868263473	0.731536926148	0.7375249501	0.754491017964	0.763473053892	0.661676646707	0.729540918164	0.654690618762	0.713572854291	0.635728542914	0.584830339321	0.647704590818	0.671656686627	0.754491017964	0.744510978044	0.74750499002	0.745508982036	0.911177644711	0.910179640719	0.862275449102	0.783433133733	0.913173652695	0.882235528942	0.814371257485	0.88123752495	0.839321357285	0.89121756487	0.799401197605	0.859281437126	0.926147704591	0.912175648703	0.785429141717	0.768463073852	0.763473053892	0.577844311377	0.577844311377	0.620758483034	0.637724550898	0.596806387226	0.574850299401	0.834331337325	0.795409181637	0.75249500998	0.770459081836	0.805389221557
CE7	0.447105788423	0.465069860279	0.702594810379	0.591816367265	0.809381237525	0.740518962076	0.468063872255	0.318363273453	0.0	0.448103792415	0.761477045908	0.780439121756	0.670658682635	0.637724550898	0.496007984032	0.424151696607	0.917165668663	0.930139720559	0.939121756487	0.915169660679	0.763473053892	0.780439121756	0.962075848303	0.946107784431	0.815369261477	0.878243512974	0.852295409182	0.842315369261	0.819361277445	0.853293413174	0.854291417166	0.867265469062	0.573852295409	0.541916167665	0.584830339321	0.48003992016	0.631736526946	0.571856287425	0.596806387226	0.539920159681	0.62874251497	0.605788423154	0.605788423154	0.533932135729	0.551896207585	0.538922155689	0.561876247505	0.73253493014	0.734530938124	0.751497005988	0.7624750499	0.668662674651	0.725548902196	0.650698602794	0.714570858283	0.64371257485	0.584830339321	0.652694610778	0.667664670659	0.74750499002	0.751497005988	0.746506986028	0.746506986028	0.909181636727	0.909181636727	0.858283433134	0.77744510978	0.915169660679	0.883233532934	0.813373253493	0.878243512974	0.840319361277	0.893213572854	0.804391217565	0.853293413174	0.923153692615	0.905189620758	0.775449101796	0.779441117764	0.763473053892	0.582834331337	0.586826347305	0.612774451098	0.632734530938	0.596806387226	0.567864271457	0.834331337325	0.789421157685	0.744510978044	0.768463073852	0.810379241517
CE8	0.421157684631	0.390219560878	0.673652694611	0.506986027944	0.688622754491	0.635728542914	0.343313373253	0.448103792415	0.448103792415	0.0	0.647704590818	0.668662674651	0.586826347305	0.609780439122	0.409181636727	0.426147704591	0.879241516966	0.890219560878	0.923153692615	0.907185628743	0.726546906188	0.728542914172	0.907185628743	0.885229540918	0.774451097804	0.832335329341	0.814371257485	0.801397205589	0.792415169661	0.837325349301	0.85129740519	0.853293413174	0.539920159681	0.51497005988	0.588822355289	0.540918163673	0.64371257485	0.578842315369	0.602794411178	0.533932135729	0.631736526946	0.602794411178	0.62375249501	0.532934131737	0.568862275449	0.498003992016	0.523952095808	0.691616766467	0.674650698603	0.683632734531	0.699600798403	0.605788423154	0.664670658683	0.590818363273	0.665668662675	0.583832335329	0.525948103792	0.589820359281	0.609780439122	0.685628742515	0.683632734531	0.692614770459	0.685628742515	0.933133732535	0.935129740519	0.894211576846	0.753493013972	0.937125748503	0.904191616766	0.779441117764	0.902195608782	0.87624750499	0.910179640719	0.77744510978	0.892215568862	0.958083832335	0.935129740519	0.728542914172	0.728542914172	0.686626746507	0.582834331337	0.583832335329	0.544910179641	0.570858283433	0.515968063872	0.486027944112	0.750499001996	0.740518962076	0.677644710579	0.688622754491	0.748502994012
