pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92
CA7	-0.566846648288	0.423833797386	0.0828803503952	-0.3053193527	-0.0254024319325	0.0609899667238	-0.310781430487	0.125403415556	-0.0781493338786	0.133725571184	-0.0167654751901	-0.0229678365328	0.0713177494997	-0.0646682456949	0.0244282487242	-0.0237047941838	0.0908027566866	-0.0397035394959	-0.0379344448761	0.151139219749	0.0304998559763	-0.044049981629	0.053280292428	-0.0849191980883	-0.0225691687823	0.0199195532262	-0.0715341599725	0.0706185975589	0.0163193722514	-0.0348895545924	0.0388465167877	-0.0552587749672	-0.0167859060993	0.0154621884734	-0.00291624479562	0.00993375555098	0.0113485848775	-0.0339690852337	-0.00780481539309	0.00787724149452	0.0234321785463	-0.0231309226984	0.00654450826776	0.0344011334146	0.00723672658334	0.00599528264126	0.00959035921815	-0.064302015844	-0.0169354988988	0.0186549289518	-0.0357827239568	0.00590150789348	-0.0816114620291	0.00273601795379	-0.0534123541598	0.00348082421973	0.016545868024	0.0470419832037	0.0357693539032	0.0142569180658	0.00938266588572	0.0196171521132	0.0203920820665	0.0443055079101	0.00464882037466	-0.0204741694349	0.0592453806175	-0.0113894116526	-0.0338760193157	-0.0391983789133	-0.0208814327757	-0.000961573336723	-0.00712581133579	-0.00437716244364	-0.0180211975332	-0.0344479133401	-0.0148548577932	0.0157472529585	-0.0152195603787	0.0211611440991	0.0104337435016	-0.0205848578959	-0.000223984131722	0.00808936058146	0.0218619043581	0.000834762882078	0.00188293954243	0.013031685404	0.00244200603084	0.0029143170526	0.00465160776324	1.42123798408e-08
CA8	-0.244802516793	0.671573518283	0.00230922647234	-0.445298006345	0.0661597292213	-0.0418403505003	-0.226743100769	0.163779832706	-0.0677643282868	0.0490114651262	-0.00684855750642	-0.0800220501098	0.122057261408	-0.00433814555964	0.0399499468714	0.107883716509	-0.134134261598	-0.240701868678	0.0185961422487	0.00877379126825	-0.0692085513217	0.0125209885594	-0.065318986511	-0.0658202318606	-0.0175565647898	-0.0304364503716	-0.0312833822026	0.0605685892474	-0.0272294944145	0.0943537062004	-0.0224512393473	-0.0552729503936	0.00998807341381	0.0243376664756	0.0621790131359	-0.0188718672716	0.0355398580254	-0.0447001902586	-0.0514498965734	-0.0124264785686	0.0344455953309	0.0386765825711	-0.00489896001421	-0.0276874174	0.00955612812208	-0.000458775326559	0.0275897222241	-0.00154286580738	-0.0245298327917	-0.00909625083675	-0.00168571973885	0.0419752344411	0.0392039503676	0.0134841546181	0.0146506010147	-0.00412253788075	0.0416546806263	0.0110359229891	-0.0213642398654	0.00711242891201	-0.0579438473303	-0.00920844393412	0.0093413229094	-0.0112810795169	-0.0550506987889	-0.0173691514966	-0.0400324862447	0.0342397262732	0.00991552055394	-0.0405227169329	0.0209259355427	-0.00317588161094	0.0239165567315	0.00810015640914	0.0134533710475	-0.0353849886713	-0.0088316374632	-0.00801690769474	-0.0076001431651	-0.0259155770547	0.0104379438532	0.0126437579273	0.00999514952573	-0.00786767268244	0.00958089493163	-0.00753588995474	-0.0185898513663	-0.0026683639796	-0.00270329436068	0.00212244071153	-0.0035782909609	1.42123798408e-08
CB7	1.00282092898	-0.319765641758	0.0704814797235	-0.306306199944	0.949141385069	0.176516422608	-0.188942369925	0.178689143369	-0.00042314660732	0.143641613806	-0.109024208715	0.137744824147	-0.376212272203	-0.252220500613	-0.192514729055	0.0633255654535	-0.151153515396	0.0796828761447	-0.0527508816653	0.156897117222	-0.048481379068	0.0338950079444	-0.0473876389026	0.0888004755639	0.0903718805614	0.0446648731396	-0.0282019481512	-0.00240851330221	-0.0540507805666	-0.0299857840674	0.060438322528	0.0444323481351	-0.0705281265362	-0.0296688703608	0.0367879863455	0.0574710710043	0.0427689721157	0.0120118447801	-0.0412630998879	-0.0253831689552	0.0029890386914	0.0336166395691	0.00422574582699	-0.0352689271071	-0.0222836402689	0.00929712442873	-0.0367835832838	0.0356946213486	-0.0411548497465	-0.011757851055	-0.0160286820712	0.00352937213164	0.00924558432678	-0.00118029573335	-0.0116469453028	0.0107977729984	0.026965628728	0.029831339513	0.0319896597998	0.0195136322741	0.00283547920227	-0.0295123663463	0.0140108799982	-0.0127272124455	0.00562136991138	-0.0263227865535	0.0154881452089	0.00108638133489	0.0153290441425	0.0048285643676	0.0102798663839	-0.00791289282552	-0.0105931943936	-0.00706330712356	-0.000917192773082	0.0116636106386	0.0041897621736	-0.00826275108962	0.0094000829632	-0.00605157262343	0.00151284655309	0.00781710525618	-0.00295613334791	-0.000741568767088	0.000992958726505	0.00172082631051	8.59588838512e-05	0.0033088953005	-0.00241302328771	0.000446861425843	0.000185136508768	1.42123798409e-08
CB8	0.118461382321	0.163626485655	-0.126045425089	-0.141860265506	0.472484279572	0.0269480942688	-0.00485018860258	0.32754419358	0.27275149419	-0.0863866171345	0.0725706416072	-0.0208858793599	-0.044221604541	0.100805719283	0.249659391873	0.116924260672	0.109853503169	0.00289734744308	0.00199416024891	0.022988864034	0.0448795579626	0.0419453433403	-0.0110974350219	0.0709275874579	-0.0945172306419	-0.030304843839	0.0652916821467	-0.0272000628463	-0.00836091029703	0.0853703658245	-0.0985937339374	-0.0181920005072	-0.0551099913821	0.066268427865	-0.000662335076584	-0.0294100719133	-0.0563302562204	0.0538550133706	0.000396640177039	0.041594153351	0.067571869033	-0.0463161696129	0.0319679706223	0.00793080944955	0.0332327705365	-0.0901846738491	-0.0482762888121	-0.00746597586968	-0.00362187313822	-0.0478364650052	0.00645115857146	-0.00804741965452	0.0213665385367	0.00392291820998	-0.0233020115018	-0.0306047968347	0.0446808564371	-0.0385730993888	-0.0246881880278	0.0385741092623	0.00812396933076	-0.0353678989657	-0.00962352146927	-0.0122795635599	-0.039627858855	0.00280456682976	0.035053919551	0.00850882885915	0.00607066395758	0.0290479509188	-0.00537112939594	0.0103109258243	-0.0159482508481	-0.0246972582368	0.0106921363662	0.000439760900361	-0.00201408589414	-0.0241403106282	0.0131959359168	0.00128570261852	0.00973705538124	-0.00605345651351	-0.0010038857189	0.0105541496956	0.00805699295173	0.01004393456	0.000793239769586	0.00811005197643	0.00689238294303	0.00215374162183	0.00260002021471	1.42123798409e-08
CC7	1.28232357387	0.306100122434	-0.0772639911611	-0.73933895839	0.0671920385623	0.105616279126	0.0638383648215	-0.182639215111	-0.218961637102	-0.139605407974	-0.0230320784009	-0.316252644748	0.0878919940106	0.0638416150925	-0.0822761547697	0.039945516048	0.0512197038268	0.0137447227284	-0.0625473889252	0.0868375444002	-0.0526372494091	0.141001795913	-0.114856339544	-0.0552605234959	0.0678858045449	0.0319537303975	-0.0335677054045	-0.0590830874132	-0.0212825204402	-0.0669930826612	-0.00501342295144	-0.102498585151	0.0352560194753	-0.0125968675022	-0.158335424108	0.0172118860859	0.0470926716154	0.0548505350204	-0.0307881127738	0.048893497188	-0.0704321851472	-0.0807873776744	0.00601759782024	0.0172414444897	0.0478300490735	-0.00904997742482	-0.0331426449029	-0.0341904361636	0.022523576514	0.0292568296672	0.0344394972423	-0.0113937037464	0.00820004476513	-0.0055381155277	-0.00419075337167	0.00533109654905	-0.0191391906113	-0.027894360301	0.0128271849389	0.0365900761811	0.00719549986098	-0.011337404196	-0.00931747787322	0.0469998748651	0.00073326527371	-0.0551885061981	-0.0260265411979	-0.00475113285221	0.0163466085945	0.0127774515845	0.00120035318065	0.0142288395126	-0.00985666521575	-0.00306903950509	0.00401503510904	0.00538681053443	-0.00159607085395	-0.0135646164141	0.000103946158813	-0.00344127997274	0.00127123148754	0.00364564215337	-0.000112897667103	-0.0063645292691	-0.000361088716095	-0.000638703967251	-0.00696736930913	-7.3438305528e-05	-0.00307194018612	0.000137644563594	0.000782674293163	1.42123798408e-08
CC8	0.818868594892	0.335396174884	-0.245214369745	-0.640339217618	0.111394554686	-0.127110902043	0.0564073119765	-0.0236858850362	0.107608364595	-0.0221298396755	-0.0636118904119	-0.291811877149	-0.0603252977479	0.0810548476307	0.0281058689826	-0.146491531678	0.0965031164098	-0.10277100926	0.106299466374	0.0292626443102	0.0998984584442	-0.0747838744661	0.0108371415726	-0.0614950952554	-0.0183590366047	0.0167386232911	-0.0417686575966	-0.0911965959929	-0.11807902589	-0.00721896298023	-0.0324350117766	0.125700958008	-0.048857163842	-0.142778069846	0.0672680019387	0.12791781953	-0.0231942785811	0.107271010739	0.067708860241	-0.037406765374	-0.0047497670901	0.0346136391127	-0.0305435426457	-0.0187010615756	-0.0377552246778	0.0105579258727	0.0493304375873	0.00457211399263	0.0583980296159	-0.0199232434002	-0.0112425628664	-0.042750380093	0.0323106964109	0.0415910586483	0.0260348050529	-0.0155959514473	-0.0197663915227	0.00734433065838	0.012950921502	0.00392577903807	-0.0251568973151	-0.020204429391	-0.0186488172712	-0.0070244860707	-0.00673860915813	0.0107652414176	0.013133846061	0.0190227549287	-0.00896673533635	-0.0105321109004	-0.0122725315074	0.00513490824538	0.0027409289449	0.0154097514645	-0.0040573319716	-0.00109192741757	-0.00585884021668	0.00384508982698	-0.0155418233352	0.00521552233341	-0.00795972609239	-0.00398254259533	-0.00327910211343	0.00619270483392	0.0131854740945	0.000738658762754	0.000656970608599	-0.00021539438688	0.000265258756863	0.00028052455789	-0.0003532302875	1.42123798409e-08
CD7	-0.339010088176	0.531510868263	-0.0451610627295	-0.329897175255	0.039092760173	0.0222562331452	-0.304619930998	0.14898130382	-0.0245522528497	0.0710658629316	0.106826950121	-0.0968730512662	0.105479524303	-0.0755571174709	0.0471999085355	0.113985515868	-0.0493253516266	-0.120527740762	-0.011020487153	-0.0500489493433	-0.0298673599311	-0.0271125238619	-0.0473474592983	0.0612605035892	0.00336343000222	-0.0204410108976	0.139850623411	-0.00113595875354	0.0739544840082	0.0893454808753	-0.00720986661951	0.0388401980341	0.0598965146749	-0.00054811449405	0.0387781612734	0.0152230434168	0.0418394392104	0.0139954966971	0.00634483359201	-0.0457488868526	-0.0104681029537	-0.0131258013415	-0.022481566917	0.0217522474294	-0.103727115279	0.0121323194411	-0.0561459812087	-0.0112125292673	0.0378504981192	0.00806773328695	0.0571642185423	-0.0179270222783	-0.0360707946489	-0.0208149052865	-0.0243495033563	0.0532335961747	-0.0176931030854	-0.00824883889843	0.00913853457459	0.0332756788508	-0.0131262458958	-0.0393817631483	0.0328365979095	0.00901445672719	0.0399048661855	0.0380234043831	-0.0112474776584	0.011141579482	0.0342981049376	-0.000805140377767	0.00495332450328	0.00356657791553	-0.0547123153471	0.0114620325837	0.00765916997117	-0.00790012964957	-0.0063850887019	0.00224653970617	-0.0137729259288	0.0331588644976	-0.0148653426797	-0.00391669742463	-0.0205955781162	-0.00840931668001	-0.0165521143745	-0.00548148927328	0.00287376403093	-0.00105513235228	-0.00109327756618	-0.000956285959466	0.000634579998639	1.42123798409e-08
CD8	-0.666209957321	0.320933055782	0.105621492076	-0.24979206542	-0.0380322081045	0.0927330703566	-0.314595364303	0.132589573909	-0.0645303262844	0.186535240448	0.00819828032157	0.0488792169864	0.0677656077327	-0.0315606884853	-0.0197833007564	-0.0246073869552	0.0248958981993	-0.00239123184	-0.00516201134836	-0.0178519862747	0.0243280944409	-0.0735696998265	0.0723473335375	-0.033998009826	-0.0180701354397	-0.0406988619359	-0.00215655549194	-0.0528830492363	-0.0653248093851	-0.000311104056556	0.0547313712497	-0.0293709614474	-0.0770030603203	0.0355076075788	-0.0665380664608	-0.0939962896088	-0.0334649978126	0.0718150735863	-0.0172128782948	0.0967134514733	0.0356135173496	0.0786001719381	0.119633336346	0.0126446613912	-0.0282190032461	-0.018914820008	-0.049737278577	0.0127529894921	0.00959396793535	-0.00637667153616	0.0106365331809	-0.0308413569423	0.104602819459	-0.00783888190913	-0.0167296429537	0.0563998100906	-0.0418578729562	0.0037002046914	0.0172933829795	-0.0186218585658	0.0241630893696	0.00885220124886	0.00311211719075	0.0224291927705	0.00477639401931	-0.00973198047229	0.0194306447723	0.0279655104005	0.00240787196986	-0.0130920086259	0.000953992009784	0.0210550304359	0.0528966931905	0.0366468421781	0.00438334398251	0.0204011203785	-0.00274596672579	-0.00223139700056	0.00901760125975	0.0139141226695	-0.00735793825605	-0.00101210642517	-0.0071933960342	-0.000462954638262	-0.00607213478611	-0.00377477908866	0.00298056343852	-0.00227005099531	-0.00334835506883	-0.00554528033901	-0.00110716308813	1.42123798409e-08
CE7	-0.662684267697	0.304233526544	0.0607584694457	-0.274992291495	-0.0321993744991	0.0613969210967	-0.280762324834	0.0570180804566	-0.0783365433758	0.178684217564	0.0682264414141	-0.00581224113295	0.010867186852	-0.117591807922	0.0183688713641	-0.0557802290324	0.00941013849485	0.0401672902164	-0.00350723910027	-0.0130452343044	0.0126762074518	-0.0977184138326	0.0471297800377	0.02823481826	-0.0286990065108	-0.102389603037	0.0180775332764	-0.0653480453389	-0.00945247971539	-0.0037316135734	0.0421568825995	0.00381715814718	-0.00986271200957	0.0376146791834	-0.0507214691864	0.0201072605007	-0.0741307257628	0.0634790748839	-0.00450157252732	0.0571335275033	-0.00755892587461	0.0310115759388	0.0127201407982	-0.0356576907192	-0.0402384990405	0.0664203013787	0.0405623389598	0.0509335616496	0.0342058887898	0.0156140462755	-0.00535842729846	-0.00333501142879	0.0015847631231	0.0236628990301	0.016563701902	-0.0559133557469	0.00254819087091	-0.070817028873	-0.00456989032294	0.021922611382	0.0204591681708	-0.00952620722082	0.00177635971715	0.0128795534378	0.043196566073	-0.00202316698981	-0.0609085506754	-0.0504007882856	0.00829898147974	-0.00269329586981	0.0105597200124	-0.0351701743289	-0.00724401781778	-0.0356378632669	-0.0107059758772	-0.0408085709637	0.0199785964857	0.00225475715052	0.0192854414688	-0.00397977085688	0.00989713771842	0.00544029750425	0.0208234117926	-0.00539475009675	0.00776141579213	0.00871159475422	0.00193748039817	-0.00354179226928	0.0020310778541	0.00824795171785	0.00155961241531	1.42123798408e-08
CE8	-0.347358768869	0.542103963733	-0.0693947538131	-0.342090790377	-0.00251267171628	-0.033781864127	-0.283847187982	0.0922131867194	-0.0165545273709	0.078165338911	0.0544628106111	-0.0857674788428	0.0950798624918	-0.0641064708176	0.0251571053799	0.0695980000676	-0.0323017330786	-0.114672016995	0.0161641869925	-0.0452493412787	0.00360741245394	0.0453112944247	-0.0608769060965	0.0559829264026	0.00246259844772	0.0394638338595	0.0844908210327	0.0103049838417	0.0644898780515	0.0419213729712	0.0235425759023	-0.000629279571914	0.0699609884761	-0.0330033433849	0.0297399358827	0.00745469124225	0.0477330914448	-0.0176602556886	-0.0338550454238	0.0983538919687	-0.0517933227552	0.00596551001472	-0.0996381546066	0.0459991984246	-0.00380419323078	-0.000858140698911	0.0126178417799	0.0226099967795	0.0332340027486	-0.00820221848735	-0.000495527579074	0.0057593061321	0.011709591945	-0.0170236497812	-0.00486357171139	-0.06706641391	-0.0119164810463	0.0678649399478	0.0365659359197	-0.0507707203633	-0.0125180395069	0.0186120495277	-0.0112901955615	0.00116086844737	0.0301914987258	0.00450565386791	0.0175156068745	0.0130939828949	0.00142856258119	0.0555689025923	-0.0109377504038	-0.00274754013272	0.039359463546	-0.0107867533762	-0.00264411104515	0.039560809284	0.0289378451845	0.00383529532027	-0.00239515919486	-0.0293594133493	0.00645697927113	-0.000167787104673	0.0108808370392	0.00731244439241	0.0093670705135	0.00631989166925	0.0128584301613	0.00386067937664	0.00337933773037	-0.00115363098602	0.00288665206914	1.42123798409e-08
