OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hominid_mean	Nasonia2_mean	Mosquito_mean	Peromyscus_mean	Drosophila2_mean
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Flexispira	222.442877758	5.58751443662e-47	3.34940448728e-45	6.02892807711e-44	0.0	0.0	0.0	0.0183620911578	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus	222.14846235	6.46517205928e-47	3.67153718524e-45	6.97592065196e-44	4.69919953835e-07	0.0952219833402	3.45495573595e-05	0.0	0.000405733999446
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	221.391788176	9.40635222553e-47	5.07472702568e-45	1.01494540514e-43	0.0790291587664	0.00349122788737	4.23295585595e-05	0.181176550043	0.00343206668376
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter	218.176606502	4.62693113923e-46	2.37736128535e-44	4.99245869923e-43	5.16655242845e-06	0.0	0.0	0.00457505724618	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella	217.098767604	7.89244455927e-46	3.87088530884e-44	8.51594767945e-43	1.72784451002e-05	0.0	0.01028953071	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta	216.741194856	9.42210893208e-46	4.42019805988e-44	1.01664555377e-42	0.0172105756668	0.0	0.0	6.67923160455e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus	216.595378101	1.01279657024e-45	4.55336458037e-44	1.09280749929e-42	0.0	2.65173959382e-05	0.00171619757229	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__	215.259842216	1.96276651062e-45	8.47130025984e-44	2.11782506496e-42	0.00146315739344	3.23539658305e-05	0.00267755491275	0.0	3.39955315602e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;Other	214.952955449	2.28504293637e-45	9.48292818595e-44	2.46556132835e-42	0.00010332033252	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__	214.318095138	3.12953497235e-45	1.25065490191e-43	3.37676823517e-42	8.80207306425e-07	0.187102550006	0.00381615604157	0.0	0.00108523208093
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium	214.070517879	3.53788075362e-45	1.36334761898e-43	3.81737333315e-42	0.000212616966812	0.00349972046458	0.000100635541972	0.0	0.0103108488539
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	213.957142958	3.74226297121e-45	1.39237991239e-43	4.03790174593e-42	9.42783420863e-06	0.0370759407306	0.0113115196101	2.31004410015e-05	0.0071472672175
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium	212.98711195	6.05088239156e-45	2.17630070017e-43	6.5289021005e-42	0.00015996446695	0.0779321144215	0.000929537013357	0.0	0.000482613399509
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	212.386025879	8.14942452142e-45	2.83652550278e-43	8.79322905861e-42	8.84130478092e-05	0.0423198832106	0.0139043236056	0.0	0.0174904988667
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	211.421393024	1.31412228832e-44	4.43105609093e-43	1.4179379491e-41	0.00596980566445	0.00514257737642	0.113347386601	0.0	0.00289560349597
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	211.014974932	1.60716525038e-44	5.25494334898e-43	1.73413130516e-41	0.0216606448527	0.0	0.0	0.000100949658082	6.9281553756e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__	209.832924777	2.88617586556e-44	9.15936399689e-43	3.11418375894e-41	0.00200519713094	0.000327730149749	0.0	0.0208449636912	7.90851337444e-05
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum	209.048341263	4.25678207126e-44	1.3123051014e-42	4.59306785489e-41	2.07042982688e-06	0.0	0.0	0.00869679194198	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__	208.700953626	5.05592056052e-44	1.51537174578e-42	5.4553382848e-41	0.00236248669617	0.0	0.0	0.00358675170031	4.09712990798e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	207.50205734	9.15501485426e-44	2.66980027777e-42	9.87826102775e-41	0.00394780966682	0.00294920526635	1.88526600041e-05	0.349542751619	0.0013340995169
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales;f__Procabacteriaceae;g__	205.563830274	2.39057898421e-43	6.78798611569e-42	2.57943472396e-40	2.44750159999e-06	0.00296589254409	0.0	0.0	0.00349756119305
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	205.200802312	2.8613657467e-43	7.91644523252e-42	3.08741364068e-40	0.00194514429245	0.0157436060255	0.126975379992	0.000104145210027	0.0106457013114
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	204.057114091	5.04101855603e-43	1.35981475549e-41	5.43925902196e-40	0.00032472383272	0.0	9.225348989e-06	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__	203.979543687	5.23840381378e-43	1.37859456465e-41	5.65223771507e-40	1.06295592979e-05	9.79130612988e-05	0.0	0.0107150185468	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;Other	203.22280536	7.61945909826e-43	1.95747532548e-41	8.22139636702e-40	0.000238706602473	0.0	0.0	0.0	1.57575604775e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus	203.149561458	7.9008501729e-43	1.98256217129e-41	8.52501733656e-40	0.00337793578613	0.0	9.96579241753e-06	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16;g__	203.033032557	8.37010676845e-43	2.04061989099e-41	9.03134520316e-40	0.00621596192713	0.0	0.0	0.000321506526662	4.50346803745e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__p-75-a5	202.95505456	8.699584336e-43	2.04061989099e-41	9.38685149855e-40	9.32311996967e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma	202.95505456	8.699584336e-43	2.04061989099e-41	9.38685149855e-40	0.000126539152919	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	202.854711512	9.14271205782e-43	2.09893325753e-41	9.86498631038e-40	0.0542315064578	0.00227872982409	0.000115153819059	0.0411346328998	0.00365169765832
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Providencia	200.574524219	2.82715938189e-42	6.35521869387e-41	3.05050497306e-39	1.53668570539e-05	0.0544535911814	6.31357485236e-05	0.0	0.000714718855766
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	199.275657659	5.37776733836e-42	1.18420631798e-40	5.80261095809e-39	0.00624029189711	0.000866736550735	1.42710864221e-05	0.0192937399986	0.000615664889873
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16;g__	196.686772912	1.93708594842e-41	4.18023147669e-40	2.09011573835e-38	2.62388746566e-05	0.00136340484256	0.0	0.0117148059335	0.000134815217971
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	196.629823934	1.99246502137e-41	4.21543089814e-40	2.14986975805e-38	0.00295477794579	0.0	0.0	0.00159420320918	9.27026607337e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	193.55823612	9.11190490904e-41	1.89072026863e-39	9.83174539685e-38	0.000523255832933	0.0574928167794	0.000122833837143	0.0	0.00082129481652
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus	191.036083461	3.17431525333e-40	6.34275214508e-39	3.42508615834e-37	0.00416351895196	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__	191.036083461	3.17431525333e-40	6.34275214508e-39	3.42508615834e-37	5.75165193401e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	190.288927046	4.59418827162e-40	9.01296208196e-39	4.95712914508e-37	0.00106722084049	0.0	7.35353955893e-06	0.00704227953236	0.00133951787919
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Anaerovorax	189.369839256	7.23944682562e-40	1.39488627229e-38	7.81136312484e-37	0.0013237854416	0.0	0.0	1.83743537575e-05	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;Other	188.908833388	9.09419090092e-40	1.72151438282e-38	9.81263198209e-37	0.000398300729781	0.0	0.0	0.0	1.73734274406e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas	188.087997547	1.36500730855e-39	2.53938428607e-38	1.47284288592e-36	6.52102895103e-07	0.00454851241648	0.0	0.0	0.00233449199173
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__	187.264047341	2.05195067926e-39	3.70377911436e-38	2.21405478292e-36	1.14573077117e-05	0.00060164072355	0.00468013216595	0.0	8.70606392797e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas	187.256563296	2.05956206544e-39	3.70377911436e-38	2.22226746861e-36	0.00922535024644	0.032271939473	0.00411528898285	0.0	0.000604366457751
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	185.170048899	5.78150802622e-39	1.0226634689e-37	6.23824716029e-36	0.000434589649685	0.00750072179551	0.00215117408607	0.0	0.000790320536585
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	182.678082013	1.98309659311e-38	3.43272562166e-37	2.13976122396e-35	0.00776450735497	0.000455710217164	3.22294738538e-06	0.0169378264771	0.00202651818172
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__	182.656599587	2.00427909328e-38	3.43272562166e-37	2.16261714165e-35	9.7911453241e-06	0.00644067525151	0.0210145904881	3.95238102983e-06	0.0038499471391
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	181.209009737	4.10091088276e-38	6.91387944141e-37	4.4248828425e-35	0.00116190503389	4.43559922146e-05	2.27555178306e-05	0.0	2.74084958096e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	179.195523499	1.10995136545e-37	1.81460230806e-36	1.19763752332e-34	0.000244918071167	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas	179.195523499	1.10995136545e-37	1.81460230806e-36	1.19763752332e-34	0.000414853313909	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia	178.947173004	1.25498031205e-37	2.02108023389e-36	1.35412375671e-34	0.0	4.0978232363e-06	0.000687875307844	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus	178.775244719	1.36633697567e-37	2.16805528933e-36	1.47427759674e-34	0.0	0.0	0.000859325506642	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	177.096420661	3.13370262737e-37	4.90038425352e-36	3.38126513493e-34	0.0236128205049	7.87730106058e-05	1.35657646097e-05	0.00408123396335	0.00211587145437
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	176.916118127	3.42588310331e-37	5.28075409782e-36	3.69652786847e-34	0.103449085624	0.00104345596831	9.40975276007e-05	0.0303733682963	0.0331292513855
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	176.287083812	4.67558568888e-37	7.1055731807e-36	5.0449569583e-34	0.0129823168481	0.0	0.0	0.0	0.000481141739021
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella	175.848483317	5.80774035672e-37	8.65127687011e-36	6.2665518449e-34	0.0183858092301	0.0	3.4708172578e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	175.832766724	5.85304181203e-37	8.65127687011e-36	6.31543211518e-34	0.00388187644865	5.62645895335e-05	0.0	0.00287912940781	0.000301881933774
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium	173.120581285	2.23692084429e-36	3.26167242025e-35	2.41363759099e-33	0.000217714975687	0.00366002083963	0.000640082465039	0.0	2.09497628977e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella	171.378384428	5.29202173118e-36	7.61345526393e-35	5.71009144795e-33	5.61640215152e-05	0.012548144342	7.34489654816e-06	0.0	6.73799813045e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;Other	169.790785069	1.1597632742e-35	1.6465586485e-34	1.25138457286e-32	4.23998483781e-07	0.000524364356538	0.000247315337667	0.0	7.379525339e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	169.565032413	1.29664124104e-35	1.81698168712e-34	1.39907589908e-32	4.23998483781e-07	0.0	0.000976007378503	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	169.269257715	1.50071121881e-35	2.07598385268e-34	1.61926740509e-32	0.00353141762429	0.000933057389939	8.51924897798e-06	0.0156159675273	0.00315468389405
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Roseateles	168.006949794	2.80021302537e-35	3.82459475237e-34	3.02142985438e-32	4.35851844778e-05	0.000272897360063	0.0195577736566	0.0	1.91804574155e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	167.499240333	3.59865207805e-35	4.85368199027e-34	3.88294559222e-32	0.071882252866	0.00677374332179	0.209714342901	8.51888268954e-05	0.0482038606299
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other	166.735926076	5.24724386818e-35	6.98984707872e-34	5.66177613376e-32	0.0103793877328	0.000118354209355	1.45170670665e-05	0.00391869411696	0.000464492979279
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	166.018796422	7.47832412814e-35	9.84038016374e-34	8.06911173426e-32	0.00726103495926	0.00415626126081	0.000334407907389	0.0	0.00449929163153
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other	165.215516937	1.11212323634e-34	1.44576020725e-33	1.19998097201e-31	0.0026292150118	5.19812458608e-05	0.0	0.00164968799208	0.000233439462578
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter	164.765610546	1.38892491423e-34	1.78410712197e-33	1.49864998245e-31	2.87707267931e-05	0.000982815740784	0.00304104586598	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];Other	163.47396263	2.62893421696e-34	3.33720002365e-33	2.8366200201e-31	0.000170159054478	0.0	0.0	0.000111912256463	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter	162.98813081	3.34194881003e-34	4.19297996049e-33	3.60596276602e-31	0.0	0.000158561047823	0.0	0.0138009008418	1.55525688835e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other	160.064628677	1.41600814546e-33	1.75617561948e-32	1.52787278895e-30	0.000542933623631	0.000169069192745	0.0	0.00658581618981	6.75111164524e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__	159.676613484	1.71506721676e-33	2.10290628056e-32	1.85055752689e-30	6.30794738116e-06	0.00015880198959	0.0	0.00517955696745	2.31015279656e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	159.23908502	2.12868973391e-33	2.58073732908e-32	2.29685622289e-30	0.00189001355698	0.00704618420452	0.00321148051428	1.80570603106e-05	0.00281144510743
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	158.217842215	3.52462547933e-33	4.22563432466e-32	3.8030708922e-30	0.00704613252689	0.0	8.46199080904e-06	0.0	0.000732849305307
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__	158.179907646	3.59126558748e-33	4.25821491087e-32	3.87497556889e-30	0.00951250174367	0.0	5.42990882415e-06	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia	157.851330322	4.22381997134e-33	4.953806249e-32	4.55750174908e-30	0.00403141941774	0.0	0.0	0.00017925208795	3.32177276283e-05
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales];f__[Cerasicoccaceae];g__	157.65145869	4.66190703291e-33	5.40881471883e-32	5.03019768851e-30	0.000311390692536	0.0	0.0	0.0	3.16940279892e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	156.983039441	6.48465550269e-33	7.44355668873e-32	6.9969432874e-30	0.00108183901903	0.000267554317592	1.4974933471e-05	0.0	6.36955943712e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium	155.747579037	1.19337142463e-32	1.35541870229e-31	1.28764776717e-29	0.000210118896152	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis	155.717481768	1.21123470152e-32	1.3613773364e-31	1.30692224294e-29	0.000172067092575	0.0	0.0	2.84317070397e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__	155.455119392	1.37872141734e-32	1.5336499065e-31	1.4876404093e-29	0.00156520810992	0.0074960494229	0.0228104901373	0.0	0.00597115876252
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5;g__	155.276333741	1.50593395016e-32	1.65806401247e-31	1.62490273222e-29	0.00252730030212	0.0	0.0	1.80570603106e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;Other	154.818861707	1.88746816158e-32	2.05714964278e-31	2.03657814635e-29	7.85164670391e-05	0.0	6.92842246749e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	154.68050183	2.02088107438e-32	2.18053067926e-31	2.18053067926e-29	0.0	0.000485121785597	0.0	0.0699236210325	0.000228658195196
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	154.619852407	2.08229601596e-32	2.2245518824e-31	2.24679740122e-29	0.0409056550803	4.72263739046e-05	0.000194854143959	0.0	7.99662348825e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter	151.237726082	1.10530149294e-31	1.16923559891e-30	1.19262031088e-28	0.000131224602526	1.48849268151e-05	0.00454603616037	0.0	1.83883061303e-05
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	151.020544453	1.23034013746e-31	1.28887088187e-30	1.32753700832e-28	0.00181595628917	0.000179935365416	0.0	0.031062232759	3.35804977999e-05
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	150.749275947	1.40656503485e-31	1.45931122365e-30	1.5176836726e-28	0.000861170936487	0.000713857864641	0.00611322039416	0.0	0.00346658794144
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta	149.320346031	2.84686040035e-31	2.90161715513e-30	3.07176237198e-28	0.00118491463551	0.00011795359101	0.0	0.0	2.39012599864e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	149.31774025	2.85052287715e-31	2.90161715513e-30	3.07571418444e-28	3.6393468733e-05	0.00249016027174	0.00121684761857	0.0	9.32526369998e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax	147.387159911	7.38870196058e-31	7.450849921e-30	7.97240941547e-28	0.000210374508422	0.00175762692375	7.47434431315e-06	0.0	0.00153585741199
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__vadinCA11	144.139173851	3.66701543082e-30	3.56460328816e-29	3.95670964986e-27	9.39350841831e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;Other	144.139173851	3.66701543082e-30	3.56460328816e-29	3.95670964986e-27	0.00206858662299	0.0	0.0	0.0	0.0
