OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Vertebrate_mean	Invertebrate_mean
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae	2.00798712604	0.156472804665	0.235718708964	1.0	0.0	1.37451774497e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae	2.00798712604	0.156472804665	0.235718708964	1.0	0.0	8.18825060086e-06
k__Bacteria;p__TM7;c__SC3;o__;f__	2.00798712604	0.156472804665	0.235718708964	1.0	0.0	4.11688756223e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	1.90360237997	0.167675651778	0.251783052671	1.0	5.0172070981e-05	9.17402656105e-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae	1.82110424804	0.177181891296	0.265204946267	1.0	1.63974594956e-05	0.000162705274965
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__	1.76913982443	0.183488568368	0.272977624791	1.0	5.60721248276e-07	8.0249507698e-06
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other	1.7686935762	0.183543841937	0.272977624791	1.0	6.409279406e-08	7.09801836855e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	1.68053687324	0.194853129968	0.288877497445	1.0	0.000129824426606	5.27408515149e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Yaniellaceae	1.60107064706	0.205751550418	0.298403646104	1.0	0.0	4.26265548871e-06
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__	1.60107064706	0.205751550418	0.298403646104	1.0	0.0	3.3368506847e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other	1.60107064706	0.205751550418	0.298403646104	1.0	0.0	7.48888347144e-06
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Cyanobacteriaceae	1.60107064706	0.205751550418	0.298403646104	1.0	0.0	6.19561053318e-06
k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__;f__	1.60107064706	0.205751550418	0.298403646104	1.0	0.0	4.169003757e-05
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	1.60107064706	0.205751550418	0.298403646104	1.0	0.0	3.69228704875e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae	1.60107064706	0.205751550418	0.298403646104	1.0	0.0	3.34212839283e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae	1.54607637874	0.213715609628	0.308994395344	1.0	3.77394554499e-05	0.000160554534401
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae	1.53632821345	0.215165171746	0.31013004693	1.0	1.37171312564e-06	5.77476778209e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075	1.47752551906	0.224162079472	0.321904800943	1.0	1.74850614778e-06	6.7618222643e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae	1.47401688646	0.224712987382	0.321904800943	1.0	7.23262784968e-07	0.000178415801188
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other	1.40586358012	0.23574427798	0.336674549898	1.0	4.03532302688e-06	3.25011389171e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	1.35820219777	0.243849299535	0.347187874642	1.0	0.00096555079105	0.000326092009538
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae	1.28606848326	0.256773745226	0.364478234105	1.0	7.50688862454e-06	0.000147379522254
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	1.27765466911	0.258335565716	0.36558396724	1.0	0.000135733255	0.000442544835919
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__	1.22324438744	0.268724878178	0.370833100217	1.0	1.97147386892e-07	3.96327303545e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	1.42390058318e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	3.58828349807e-06
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	1.58816177622e-05
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__AKIW781;f__	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	3.36035715162e-06
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	3.96979925018e-05
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM2F09;f__	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	2.6387089322e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	4.7627011739e-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	4.6394235552e-06
k__Bacteria;p__NC10;c__12-24;o__Methylomirabiliales;f__Methylomirabiliaceae	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	5.44106493859e-05
k__Bacteria;p__OP11;c__OP11-1;o__BB36;f__	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	6.48722906531e-06
k__Bacteria;p__Planctomycetes;c__C6;o__MVS-107;f__	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	3.97260351985e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales];f__[Marinicellaceae]	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	1.23049142788e-05
k__Bacteria;p__TM7;c__TM7-3;o__Blgi18;f__	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	3.19623077142e-05
k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae	1.19683124889	0.273955930567	0.370833100217	1.0	0.0	2.62831422877e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__	1.11999599477	0.289919316374	0.391307285395	1.0	1.131188882e-05	1.17863987838e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae	1.09843302915	0.294610246233	0.396492752135	1.0	1.12756400045e-05	9.47191333274e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__	1.08708390903	0.297118224647	0.398718996869	1.0	3.27636168194e-05	0.000142479704247
k__Bacteria;p__TM7;c__TM7-3;o__EW055;f__	1.05343287704	0.304717787122	0.40774557761	1.0	1.06443674265e-06	1.16712273732e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	0.958491906608	0.327567133521	0.437068146727	1.0	8.01408431665e-06	3.20189007463e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae	0.934009510988	0.333823218892	0.444146561888	1.0	2.27008008953e-06	8.58364799255e-05
k__Bacteria;p__Proteobacteria;Other;Other;Other	0.91461918386	0.338891776636	0.448335579856	1.0	7.52383859236e-07	1.41491439722e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	0.91461918386	0.338891776636	0.448335579856	1.0	1.71198200029e-05	1.28858302714e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae	0.90141258779	0.342403226655	0.449448513469	1.0	1.17843924196e-06	8.20252609057e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0.900602238971	0.342620280075	0.449448513469	1.0	3.94294773783e-07	1.86870581837e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Pseudoalteromonadaceae	0.900602238971	0.342620280075	0.449448513469	1.0	6.18484851937e-07	1.13313824533e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other	0.887768657117	0.34608269775	0.452718823108	1.0	1.30024599747e-05	6.07248947136e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__	0.840541195156	0.359242034612	0.467648966898	1.0	2.18824154456e-05	1.30992175911e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	0.820141560922	0.365138780002	0.467648966898	1.0	1.80546149674e-05	0.000131213475648
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	2.45670700908e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	1.78791917769e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	6.3230741945e-07
k__Bacteria;p__Chloroflexi;c__C0119;o__;f__	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	1.87931059086e-06
k__Bacteria;p__Chloroflexi;c__S085;o__;f__	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	8.12593296557e-05
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Chamaesiphonaceae	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	1.08478221016e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	6.95287199388e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	8.9352907866e-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__C114;f__	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	2.6084014416e-06
k__Bacteria;p__OP3;c__;o__;f__	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	2.43694345168e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Pelagibacteraceae	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	2.79234932553e-06
k__Bacteria;p__TM6;c__SJA-4;o__;f__	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	9.07442910651e-06
k__Bacteria;p__TM7;Other;Other;Other	0.795251319918	0.372516950077	0.467648966898	1.0	0.0	1.66219924204e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__	0.726408999281	0.394049653806	0.485544032526	1.0	1.42068823252e-07	8.64917656535e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	0.726408999281	0.394049653806	0.485544032526	1.0	1.33054592832e-07	2.55042176137e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__	0.726408999281	0.394049653806	0.485544032526	1.0	6.19329266404e-07	1.58897196315e-05
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae]	0.726408999281	0.394049653806	0.485544032526	1.0	1.33054592832e-07	1.55897842103e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	0.726408999281	0.394049653806	0.485544032526	1.0	1.42068823252e-07	2.34207481665e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.726408999281	0.394049653806	0.485544032526	1.0	1.33054592832e-07	1.87899440843e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae	0.726408999281	0.394049653806	0.485544032526	1.0	5.82852480037e-07	1.10084631112e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	0.71427779645	0.398027334542	0.489154645344	1.0	1.79848661719e-05	0.000138202413174
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae	0.645420825355	0.421754627444	0.516953834689	1.0	1.27032786413e-06	2.46177772401e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	0.629483995376	0.427544650948	0.522547963405	1.0	3.92975352385e-06	6.41160716465e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae	0.626732301204	0.428556466776	0.522547963405	1.0	4.75157845794e-06	6.01998589068e-05
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae]	0.608549491012	0.435334475671	0.529430208694	1.0	2.36219842935e-06	9.72866994848e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0.590443759667	0.442247570899	0.536440560026	1.0	3.37219735702e-06	2.01308950356e-05
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	0.546722755036	0.459659875148	0.556116999208	1.0	4.52043425403e-06	9.13093362218e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017	0.454291079854	0.50030420159	0.602170263254	1.0	1.32903022879e-06	1.30398837886e-06
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae	0.454291079854	0.50030420159	0.602170263254	1.0	4.22909873677e-07	1.13728897603e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	0.450167207014	0.502255561116	0.602964902419	1.0	7.51898699845e-06	5.13886528825e-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__	0.431516837195	0.511245596484	0.609957674689	1.0	1.2818558812e-07	2.09034438233e-05
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];Other	0.431516837195	0.511245596484	0.609957674689	1.0	1.42068823252e-07	1.77134787533e-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae	0.429980058573	0.511998733358	0.609957674689	1.0	1.16957609857e-06	2.53777886971e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Trueperaceae	0.415826636567	0.519026851611	0.613009180899	1.0	2.47731706562e-06	1.02503020806e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	0.408090495978	0.522940288692	0.613009180899	1.0	8.67060972966e-06	1.49214896473e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae	0.396313364049	0.528999357392	0.613009180899	1.0	0.0	4.26812534118e-07
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae	0.396313364049	0.528999357392	0.613009180899	1.0	0.0	7.23323643208e-07
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__	0.396313364049	0.528999357392	0.613009180899	1.0	0.0	6.21482795803e-06
k__Bacteria;p__Cyanobacteria;c__;o__;f__	0.396313364049	0.528999357392	0.613009180899	1.0	0.0	6.03443247168e-06
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae	0.396313364049	0.528999357392	0.613009180899	1.0	0.0	2.27457795206e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__D2	0.396313364049	0.528999357392	0.613009180899	1.0	0.0	2.01147749056e-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__	0.396313364049	0.528999357392	0.613009180899	1.0	0.0	5.14433459575e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae	0.396313364049	0.528999357392	0.613009180899	1.0	0.0	5.31767243351e-07
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae	0.396313364049	0.528999357392	0.613009180899	1.0	0.0	8.93253524108e-07
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae	0.31384979958	0.575327346952	0.661768155238	1.0	6.20918146577e-06	2.50366682038e-05
k__Bacteria;p__FBP;c__;o__;f__	0.31384979958	0.575327346952	0.661768155238	1.0	5.6389334109e-07	9.63175024396e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae	0.31384979958	0.575327346952	0.661768155238	1.0	5.41969008432e-07	1.55783173504e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	0.293150957981	0.58820836196	0.674922125394	1.0	1.21918389936e-05	0.00012832377943
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__	0.259939861682	0.610161473629	0.698395608296	1.0	1.29908769303e-05	6.60605058531e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__	0.202521766806	0.652693002205	0.743433248853	1.0	4.25549273584e-07	2.946650214e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae	0.202521766806	0.652693002205	0.743433248853	1.0	3.48230440565e-07	3.56851780678e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424	0.186365965765	0.665958561739	0.753033046809	1.0	1.70903127322e-07	1.07387491031e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae	0.186365965765	0.665958561739	0.753033046809	1.0	6.19329266404e-07	3.71908903915e-06
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61;f__	0.186365965765	0.665958561739	0.753033046809	1.0	1.42068823252e-07	1.06077807681e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other	0.184347490745	0.667663392967	0.753137208975	1.0	1.04683803471e-05	8.67397175619e-05
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae	0.176696022844	0.674228137569	0.758709735529	1.0	2.76732151734e-05	4.07588815019e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bogoriellaceae	0.164298741103	0.685229216686	0.769235683155	1.0	3.71597559843e-06	2.73078481739e-06
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	0.114622444731	0.7349416973	0.823064202972	1.0	4.35742556206e-06	3.06099937735e-05
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__	0.106978183925	0.743611011591	0.830780723476	1.0	3.3519634768e-06	5.65159545994e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	0.0610537667962	0.804838104917	0.89703912887	1.0	9.34150492022e-07	1.28800699448e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	0.0501911950356	0.822730913582	0.914798420578	1.0	1.09183008469e-05	6.00865125843e-05
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae	0.039718169408	0.842032633067	0.934036198675	1.0	1.4236841433e-05	1.17059371953e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1	0.0364098203064	0.848671652987	0.936949555426	1.0	4.95463413124e-06	5.36703382227e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;f__	0.0364098203064	0.848671652987	0.936949555426	1.0	7.95859619913e-07	1.23717824452e-06
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__AKIW874	0.0332453124666	0.855321424904	0.937641092559	1.0	2.21505038132e-07	1.098133285e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__	0.0332453124666	0.855321424904	0.937641092559	1.0	1.85798779921e-06	3.65327594541e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__211ds20	0.0332453124666	0.855321424904	0.937641092559	1.0	5.32218371327e-07	3.77750489642e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae	0.026193827511	0.871427858145	0.946411185474	1.0	3.97929809957e-07	1.77022220561e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__	0.026193827511	0.871427858145	0.946411185474	1.0	1.42068823252e-07	3.96718536115e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae	0.026193827511	0.871427858145	0.946411185474	1.0	1.33054592832e-07	6.03425853187e-06
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__Ellin517	0.026193827511	0.871427858145	0.946411185474	1.0	1.33054592832e-07	1.33825026299e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfomicrobiaceae	0.0238666899451	0.877224595101	0.950496255017	1.0	6.81262193045e-06	8.29452850442e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae	0.0127204422559	0.910201059821	0.983944201242	1.0	3.49358242655e-05	3.47412953973e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	0.00914776588463	0.923803355167	0.996342186751	1.0	6.61814565707e-06	9.56578222289e-05
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__	0.00409261209727	0.948991306381	1.0	1.0	1.77995308581e-06	5.22455096959e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	0.00028111501222	0.9866229074	1.0	1.0	4.37012312985e-07	3.10887446189e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae	0.00028111501222	0.9866229074	1.0	1.0	3.54559630964e-07	1.52479652808e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae	0.00028111501222	0.9866229074	1.0	1.0	1.1087420947e-06	1.80029214738e-05
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae]	0.000124940003752	0.9910817062	1.0	1.0	3.35803979055e-06	2.19521460253e-05
k__Bacteria;p__Cyanobacteria;Other;Other;Other	3.1234999679e-05	0.995540783549	1.0	1.0	2.74342625128e-06	3.17752292136e-05
k__Bacteria;p__;c__;o__;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chlorobi;c__;o__;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__GIF9;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__GN02;Other;Other;Other	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__GN02;c__BB34;o__;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Kazan-3B-28;c__;o__;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__OP3;c__PBS-25;o__;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__PHOS-HE93;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;Other	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Psychromonadaceae	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Halothiobacillaceae	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__TM6;c__SBRH58;o__;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__TM6;c__SJA-4;o__S1198;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__I025;f__Rs-045	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__[Pedosphaeraceae]	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__auto67_4W	nan	nan	1.0	nan	0.0	0.0
