OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hominid_mean	Nasonia2_mean	Mosquito_mean	Peromyscus_mean	Drosophila2_mean
k__Bacteria;p__OD1;c__ABY1;o__	16.376852227	0.00255301196884	0.00481369432293	0.630593956303	0.0	0.0	0.0	0.0	6.52098132882e-05
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27	16.376852227	0.00255301196884	0.00481369432293	0.630593956303	0.0	0.0	0.0	0.0	8.13394208451e-05
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14	15.7035243116	0.00344391765315	0.00644430045702	0.850647660327	0.0	0.000116789773964	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1	15.0778129443	0.00454251924838	0.00843610717556	1.0	7.23802972433e-05	2.64453717955e-06	0.0	0.0	2.91148794797e-05
k__Bacteria;p__OP3;c__koll11;o__GIF10	14.4595822554	0.0059639009351	0.0109931606789	1.0	0.0	2.12027175305e-05	0.0	0.0	5.84989887009e-05
k__Bacteria;p__TM7;c__TM7-3;Other	14.1801704682	0.00674168107605	0.0123347794503	1.0	6.52102895103e-07	2.07714517168e-06	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__BSV26;o__C20	13.9907202427	0.00732473184619	0.0132059034015	1.0	0.0	0.0	0.0	0.0	0.000132224436476
k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales]	13.9907202427	0.00732473184619	0.0132059034015	1.0	0.0	0.0	0.0	0.0	3.52231359057e-05
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales]	13.9483242178	0.00746182295665	0.0133555816688	1.0	8.02542481588e-06	3.54176008969e-06	1.42710864221e-05	0.0	1.07875413985e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	13.8515854882	0.0077841131455	0.0138322010571	1.0	7.47768051637e-06	0.00028695806204	3.14919920967e-05	0.0	0.000239865133666
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	13.5130554876	0.0090228686307	0.015918918227	1.0	3.89791441571e-06	0.000337422096484	0.0	0.0	4.49101113799e-05
k__Bacteria;p__OP3;c__koll11;o__	13.4111531117	0.00943214011042	0.0165229688459	1.0	0.0	6.49712084747e-05	0.0	0.0	0.000113302528965
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	12.6211440509	0.0132832624021	0.0231053930515	1.0	6.07241982334e-05	4.510040595e-05	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	12.4064803508	0.0145711865203	0.0251684130804	1.0	1.22537412066e-05	8.45983321567e-05	0.000172807748696	0.0	3.95745111349e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067	12.255729968	0.0155475340388	0.026668339636	1.0	1.40975986151e-06	6.55965160667e-05	0.0	0.0	4.38573190778e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__	11.8834449322	0.0182393755814	0.0310698328869	1.0	4.69919953835e-07	0.0	0.0	0.0	0.000204007751596
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	11.7386878888	0.01940401378	0.0321663852594	1.0	0.0	0.000138942973756	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM2F09	11.7386878888	0.01940401378	0.0321663852594	1.0	0.0	9.23548126271e-06	0.0	0.0	0.0
k__Bacteria;p__OP11;c__OP11-1;o__BB36	11.7386878888	0.01940401378	0.0321663852594	1.0	0.0	2.27053017286e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales]	11.7386878888	0.01940401378	0.0321663852594	1.0	0.0	4.30671999757e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales	11.6219314738	0.0203956871392	0.033385901408	1.0	1.4413023013e-05	1.67358269837e-05	6.0006433904e-05	0.0	5.72897075468e-05
k__Bacteria;p__FCPU426;c__;o__	11.6202864687	0.0204100045045	0.033385901408	1.0	0.0	0.0	0.0	0.0	7.70670014344e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other	11.5353019367	0.0211630843745	0.0343900121085	1.0	0.0	0.000243117048617	0.0	0.0	1.00672086852e-06
k__Bacteria;p__AD3;c__JG37-AG-4;o__	10.6538461538	0.0307425052933	0.0419524795991	1.0	4.69919953835e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25;o__	10.6538461538	0.0307425052933	0.0419524795991	1.0	5.65294959604e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__S035;o__	10.6538461538	0.0307425052933	0.0419524795991	1.0	5.65294959604e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__TM1;o__	10.6538461538	0.0307425052933	0.0419524795991	1.0	1.31317349386e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	10.6538461538	0.0307425052933	0.0419524795991	1.0	4.69919953835e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	10.6538461538	0.0307425052933	0.0419524795991	1.0	2.04855065041e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales]	10.6538461538	0.0307425052933	0.0419524795991	1.0	6.14565195124e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	10.6538461538	0.0307425052933	0.0419524795991	1.0	4.40103653212e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31	10.6538461538	0.0307425052933	0.0419524795991	1.0	2.04855065041e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Herpetosiphonales	10.6538461538	0.0307425052933	0.0419524795991	1.0	2.11999241891e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9	10.6538461538	0.0307425052933	0.0419524795991	1.0	9.3983990767e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	10.6538461538	0.0307425052933	0.0419524795991	1.0	1.42508201347e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11	10.6538461538	0.0307425052933	0.0419524795991	1.0	7.32670510745e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Fibrobacteres;c__TG3;o__TG3-1	10.6538461538	0.0307425052933	0.0419524795991	1.0	4.40103653212e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other	10.6538461538	0.0307425052933	0.0419524795991	1.0	9.3983990767e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__GAL15;c__;o__	10.6538461538	0.0307425052933	0.0419524795991	1.0	9.3983990767e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290	10.6538461538	0.0307425052933	0.0419524795991	1.0	7.32670510745e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__OP11;c__WCHB1-64;o__	10.6538461538	0.0307425052933	0.0419524795991	1.0	4.40103653212e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__OP9;c__JS1;o__BA021	10.6538461538	0.0307425052933	0.0419524795991	1.0	2.04855065041e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales	10.6538461538	0.0307425052933	0.0419524795991	1.0	8.80207306425e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales	10.6538461538	0.0307425052933	0.0419524795991	1.0	2.04855065041e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	10.6538461538	0.0307425052933	0.0419524795991	1.0	1.22913039025e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other	10.6538461538	0.0307425052933	0.0419524795991	1.0	1.3162293714e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29	10.6538461538	0.0307425052933	0.0419524795991	1.0	3.75058884245e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;Other	10.6538461538	0.0307425052933	0.0419524795991	1.0	4.23998483781e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;Other	10.6538461538	0.0307425052933	0.0419524795991	1.0	2.04855065041e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales	10.6538461538	0.0307425052933	0.0419524795991	1.0	6.81024478744e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3	10.6538461538	0.0307425052933	0.0419524795991	1.0	6.14565195124e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	10.6538461538	0.0307425052933	0.0419524795991	1.0	1.3162293714e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__OPB56;o__	10.6143985124	0.0312571372728	0.0424204005846	1.0	6.52102895103e-07	6.19502864869e-05	0.0	0.0	5.17324426601e-05
k__Bacteria;Other;Other;Other	10.4426359947	0.0335964048459	0.0453459671963	1.0	1.65813963842e-05	2.03476996965e-05	7.13609939296e-06	4.93796482793e-05	0.000185902683803
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12	10.1425805331	0.0380932141285	0.0511359994007	1.0	0.0	6.43104154254e-05	9.37690598553e-05	0.0	6.62057495265e-05
k__Bacteria;p__Proteobacteria;Other;Other	10.1175476709	0.038493480364	0.0513939981076	1.0	2.48865430363e-06	4.14788022581e-06	7.9155317773e-07	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales	9.85418162761	0.0429569293167	0.0570449545227	1.0	4.23998483781e-07	0.0	0.0	0.0	4.93048620614e-05
k__Bacteria;p__SR1;c__;o__	9.51134164614	0.0495147227585	0.0654017995795	1.0	0.0	0.0	1.07199403891e-05	0.0	6.07588753781e-05
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb	9.38204594987	0.0522281865158	0.0686189471777	1.0	0.0	5.81902666468e-05	0.0	0.0	1.40069453956e-05
k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__	9.26544763864	0.0547964049837	0.0716122329681	1.0	0.0	0.0	0.0	0.0	9.83341103553e-05
k__Bacteria;p__FBP;c__;o__	9.20994106263	0.056060897016	0.0728004415745	1.0	1.86518566668e-06	2.48636040447e-05	8.70708495503e-06	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__EW055	9.19979246976	0.0562950783026	0.0728004415745	1.0	3.5208292257e-06	0.0	1.59897409822e-06	0.0	2.64339236065e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41	8.96181033892	0.062061161447	0.0798390983199	1.0	7.22902260098e-06	0.000111924410589	9.25333295439e-05	0.0	9.4027159544e-05
k__Bacteria;p__Cyanobacteria;Other;Other	8.84689533775	0.0650423973771	0.0832407883531	1.0	9.07440990808e-06	0.000104864418675	6.24810764325e-06	0.0	0.0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61	7.98349104888	0.0921848137971	0.117369324783	1.0	4.69919953835e-07	0.0	0.0	0.0	2.50205263769e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031	7.88558865978	0.0958602857077	0.120803523315	1.0	2.36800031795e-06	3.68904221397e-05	0.0	0.0	1.21766813204e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	7.88558865978	0.0958602857077	0.120803523315	1.0	1.30420579021e-06	1.62379824432e-05	0.0	0.0	4.40770828899e-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__C114	7.79993591113	0.0991878958131	0.123112614401	1.0	0.0	9.12940504561e-06	0.0	0.0	0.0
k__Bacteria;p__OP3;c__;o__	7.79993591113	0.0991878958131	0.123112614401	1.0	0.0	8.5293020809e-06	0.0	0.0	0.0
k__Bacteria;p__TM7;Other;Other	7.79993591113	0.0991878958131	0.123112614401	1.0	0.0	5.81769734715e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	7.66770897899	0.10453740708	0.129103697744	1.0	0.0	2.15299500744e-05	7.01576945674e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54	7.64427625354	0.105513043113	0.129660306711	1.0	0.0	0.0	3.07771127094e-05	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales	7.35500117995	0.118275730089	0.144624283821	1.0	4.70910908937e-05	0.0	4.03204503395e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other	7.26199381764	0.122674012248	0.149263453326	1.0	2.11999241891e-07	1.27046154709e-05	9.76780907417e-06	0.0	1.49143320766e-06
k__Bacteria;p__NC10;c__12-24;o__Methylomirabiliales	6.92610116187	0.13984535669	0.167678655837	1.0	0.0	0.0	0.0	0.0	0.000128338162138
k__Bacteria;p__Planctomycetes;c__C6;o__MVS-107	6.92610116187	0.13984535669	0.167678655837	1.0	0.0	0.0	0.0	0.0	9.37016265009e-06
k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales	6.92610116187	0.13984535669	0.167678655837	1.0	0.0	0.0	0.0	0.0	6.19939334395e-06
k__Bacteria;p__TM7;c__SC3;o__	6.58276693357	0.159649530697	0.190499681556	1.0	0.0	0.000133618746983	0.0	0.0	7.05743149029e-06
k__Bacteria;p__Proteobacteria;c__;o__	6.56080315257	0.160999383233	0.191186767589	1.0	0.0	0.00011113040985	0.0	0.0	2.28799212448e-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales	6.46971383806	0.16670868736	0.197019357789	1.0	3.86859786451e-06	6.7988275229e-06	2.66970773659e-05	0.0	3.69949670303e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales	6.4249549325	0.169580672769	0.199459172257	1.0	0.0	0.000132218806065	0.0	0.0	1.19282777779e-05
k__Bacteria;p__TM7;c__;o__	6.40272013342	0.171023933817	0.200203372762	1.0	0.0	0.00013304229549	0.0	0.0	4.057569193e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__	6.37838762483	0.172616051822	0.20036581988	1.0	4.69919953835e-07	0.0	0.0	0.0	9.35738286272e-05
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	6.37581594734	0.172785099735	0.20036581988	1.0	0.0	0.0	2.02936377051e-05	0.0	9.35760924043e-06
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales]	5.07565764116	0.279622273685	0.322741596262	1.0	4.40103653212e-07	2.48432566503e-05	0.0	0.0	2.00293615361e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	4.92387847531	0.295197595303	0.339133981581	1.0	1.40758605878e-06	7.80589334383e-05	9.15047033418e-06	0.0	1.06314941321e-05
k__Bacteria;p__TM7;c__TM7-3;o__Blgi18	4.67340543654	0.322478242869	0.36875984254	1.0	0.0	9.97227213836e-05	0.0	0.0	8.18491356731e-06
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	4.60214511949	0.330606931968	0.371181419074	1.0	0.0	0.0	0.0	0.0	1.49142076109e-06
k__Bacteria;p__Chloroflexi;c__C0119;o__	4.60214511949	0.330606931968	0.371181419074	1.0	0.0	0.0	0.0	0.0	4.43272171975e-06
k__Bacteria;p__Chloroflexi;c__S085;o__	4.60214511949	0.330606931968	0.371181419074	1.0	0.0	0.0	0.0	0.0	0.000191666027558
k__Bacteria;p__TM6;c__SJA-4;o__	4.60214511949	0.330606931968	0.371181419074	1.0	0.0	0.0	0.0	0.0	2.14038164795e-05
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales	3.80952380951	0.432397282335	0.476795217575	1.0	0.0	0.0	2.49144810438e-06	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__;o__	3.80952380951	0.432397282335	0.476795217575	1.0	0.0	0.0	2.07852674025e-05	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales	3.80952380951	0.432397282335	0.476795217575	1.0	0.0	0.0	7.83465739043e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98	3.80952380951	0.432397282335	0.476795217575	1.0	0.0	0.0	6.92842246749e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales	3.6028172097	0.46241790476	0.507632099892	1.0	2.63245874279e-06	0.0	9.49683850246e-07	0.0	2.2677999619e-06
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales	3.40952459122	0.491767978025	0.537463232621	1.0	1.39885573601e-06	0.0	3.91732869522e-06	0.0	2.55867108266e-06
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__AKIW781	3.04038298977	0.551090296249	0.599644507372	1.0	0.0	4.62680213943e-06	0.0	0.0	4.80799749193e-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87	2.29347826086	0.681956693011	0.735560275867	1.0	0.0	0.0	0.0	0.0	1.21339196443e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales	2.29347826086	0.681956693011	0.735560275867	1.0	0.0	0.0	0.0	0.0	1.25427708486e-06
k__Bacteria;p__;c__;o__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__;o__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__GIF9	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;Other;Other	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BB34;o__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Kazan-3B-28;c__;o__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP3;c__PBS-25;o__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Pla4;o__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__PHOS-HE93	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM6;c__SBRH58;o__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM6;c__SJA-4;o__S1198	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__I025	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
