OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Vertebrate_mean	Invertebrate_mean
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__;g__	13.2300549745	0.000275495731141	0.00122931393621	0.297259893902	3.62236359312e-06	0.000251799069263
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas	13.228579578	0.000275712671514	0.00122931393621	0.297493972563	2.46007727691e-05	2.03120210885e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	13.0593664063	0.000301771501651	0.00133996481597	0.325611450282	0.0123668259545	0.000103966543137
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus	13.025689769	0.00030724688983	0.0013586860415	0.331519394127	4.58174504583e-05	0.000762029912895
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];Other	13.0103156572	0.000309779718427	0.00136429516809	0.334252316183	0.000101531094809	0.00013951006726
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	12.9652502824	0.000317326035856	0.00139184875077	0.342394792689	0.00135768081552	0.000106643240714
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__	12.8907833223	0.000330204200564	0.00144247098141	0.356290332409	9.07593161397e-05	0.000249535000212
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__	12.7844923984	0.000349504588895	0.00146737529734	0.377115451418	4.51418696081e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Runella	12.7844923984	0.000349504588895	0.00146737529734	0.377115451418	3.25950562554e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;Other	12.7844923984	0.000349504588895	0.00146737529734	0.377115451418	7.49804195246e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia	12.7844923984	0.000349504588895	0.00146737529734	0.377115451418	1.8143681131e-05	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;Other	12.7844923984	0.000349504588895	0.00146737529734	0.377115451418	4.29947587342e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__	12.7844923984	0.000349504588895	0.00146737529734	0.377115451418	5.4218462482e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__	12.7844923984	0.000349504588895	0.00146737529734	0.377115451418	2.89829716899e-06	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;Other;Other;Other	12.7844923984	0.000349504588895	0.00146737529734	0.377115451418	7.30729672332e-06	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__vadinCA02	12.7844923984	0.000349504588895	0.00146737529734	0.377115451418	1.9270764557e-05	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter	12.7844923984	0.000349504588895	0.00146737529734	0.377115451418	4.82428671148e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas	12.7771989178	0.000350869926368	0.00146739787036	0.378588650552	7.00236996255e-06	2.69542199814e-05
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae;g__	12.6249846348	0.000380625009757	0.00157959379049	0.410694385528	0.0	0.000171630239721
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	12.6249846348	0.000380625009757	0.00157959379049	0.410694385528	0.0	0.000202218055937
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella	12.4380446398	0.000420675977379	0.00173911639691	0.453909379592	6.79281049917e-07	7.53293483134e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;Other	12.3956009207	0.000430346480492	0.00177230478035	0.464343852451	1.95529046003e-05	0.000164242366163
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;Other	12.3856279747	0.00043265110355	0.00177502106742	0.46683054073	6.19329266404e-07	3.86584840003e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20;g__	12.1482236182	0.000491346410152	0.00200819233543	0.530162776554	0.0	0.000108253219115
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella	12.1035869123	0.000503249204494	0.00204907883641	0.543005891649	5.22371596052e-06	0.00298728310934
k__Bacteria;p__GN02;c__BD1-5;o__;f__;g__	11.9152127963	0.000556773774174	0.00225849211404	0.600758902334	1.33054592832e-07	0.000206726922698
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia	11.7635157644	0.000604030277256	0.00244100625153	0.651748669159	3.36142958095e-05	0.000186486050458
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Caldicellulosiruptoraceae;g__Caldicellulosiruptor	11.6745986121	0.000633592085198	0.00254143442352	0.683645859928	0.0	0.000123687893159
k__Bacteria;p__OD1;c__;o__;f__;g__	11.6745986121	0.000633592085198	0.00254143442352	0.683645859928	0.0	0.000151101440247
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella	11.5464555253	0.0006787853891	0.00271262753644	0.732409434839	3.28709217061e-05	2.36849148409e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__	11.4965177523	0.00069726698354	0.00277620322967	0.75235107524	2.7175035736e-05	0.00050601579242
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter	11.4112253826	0.000730016650799	0.00289591164049	0.787687966213	1.19749133548e-06	7.70604045143e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	11.2040890486	0.000816172829975	0.0032023653947	0.880650483543	0.0	0.00013737850854
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Aquitalea	11.2040890486	0.000816172829975	0.0032023653947	0.880650483543	0.0	0.000376569159748
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14;f__;g__	11.2040890486	0.000816172829975	0.0032023653947	0.880650483543	0.0	0.000130165684954
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;Other	10.9954594578	0.000913353682544	0.00357068341835	0.985508623465	2.66422354467e-05	5.17143741638e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera	10.9476415531	0.000937228341171	0.003650791986	1.0	5.32218371327e-07	0.000149672774912
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium	10.7767857988	0.00102781004761	0.00398923396178	1.0	2.2829910957e-05	1.84528121916e-05
k__Bacteria;p__OP11;c__OP11-4;o__;f__;g__	10.73667449	0.00105032916218	0.00406202568456	1.0	0.0	0.000356111365624
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__	10.7192627422	0.00106025910079	0.0040857841777	1.0	7.03756391879e-06	0.00023782209336
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga	10.6713739011	0.00108806271523	0.00417017626463	1.0	2.28614724999e-05	0.000311626654915
k__Bacteria;p__WPS-2;c__;o__;f__;g__	10.6682725989	0.00108988851402	0.00417017626463	1.0	8.21067448596e-06	1.45204287847e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio	10.5476131648	0.00116338224031	0.0044356517219	1.0	1.89543217774e-05	0.000410372778416
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	10.233647115	0.00137901721129	0.0049853018138	1.0	0.0132875905008	0.00135257430038
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	10.1937284613	0.00140919096683	0.0049853018138	1.0	1.02450694594e-05	0.0
k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__;g__	10.1937284613	0.00140919096683	0.0049853018138	1.0	1.30035763198e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;Other	10.1937284613	0.00140919096683	0.0049853018138	1.0	7.8037975078e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;Other;Other	10.1937284613	0.00140919096683	0.0049853018138	1.0	1.99710522052e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Crocinitomix	10.1937284613	0.00140919096683	0.0049853018138	1.0	7.61968422913e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella	10.1937284613	0.00140919096683	0.0049853018138	1.0	1.80812807699e-06	0.0
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__;g__	10.1937284613	0.00140919096683	0.0049853018138	1.0	4.35030766486e-06	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];Other;Other	10.1937284613	0.00140919096683	0.0049853018138	1.0	1.80558954844e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus	10.1937284613	0.00140919096683	0.0049853018138	1.0	0.000202308945461	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	10.1937284613	0.00140919096683	0.0049853018138	1.0	1.56625238368e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Sporomusa	10.1937284613	0.00140919096683	0.0049853018138	1.0	2.61089814656e-05	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces	10.1937284613	0.00140919096683	0.0049853018138	1.0	2.7164526071e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella	10.1937284613	0.00140919096683	0.0049853018138	1.0	4.88390801558e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pigmentiphaga	10.1937284613	0.00140919096683	0.0049853018138	1.0	1.72485255717e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea	10.1937284613	0.00140919096683	0.0049853018138	1.0	2.71115967649e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter	10.1937284613	0.00140919096683	0.0049853018138	1.0	3.74599966479e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Plesiomonas	10.1937284613	0.00140919096683	0.0049853018138	1.0	2.64434956736e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Avibacterium	10.1937284613	0.00140919096683	0.0049853018138	1.0	2.42318813472e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__;g__	10.1937284613	0.00140919096683	0.0049853018138	1.0	1.96556947082e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Ignatzschineria	10.1937284613	0.00140919096683	0.0049853018138	1.0	1.61469542989e-06	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales];f__[Cerasicoccaceae];Other	10.1937284613	0.00140919096683	0.0049853018138	1.0	2.22799577641e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	9.95150680102	0.00160717796536	0.00566714060336	1.0	2.18323681122e-06	0.000349083886407
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalibacillus	9.81104928365	0.0017346650766	0.00609675445488	1.0	0.0	5.49234150116e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans	9.73967805946	0.00180332478925	0.00631749171299	1.0	5.81134940225e-05	0.000379894886911
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__	9.64235082156	0.00190141730228	0.00663957692284	1.0	0.000162767525873	0.000151138841566
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__;g__	9.6356756236	0.00190833996306	0.00664225425851	1.0	3.24692215806e-06	0.000218475228818
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	9.49858280924	0.0020563066009	0.007134259879	1.0	0.000970960728904	3.38306708059e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis	9.4922439358	0.00206342303806	0.00713600467329	1.0	0.00270816875078	0.000112400088054
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter	9.35279840579	0.00222645255216	0.00765077166807	1.0	0.0	0.00012687786831
k__Bacteria;p__OP11;c__OP11-3;o__;f__;g__	9.35279840579	0.00222645255216	0.00765077166807	1.0	0.0	0.000174141346493
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	9.24112091049	0.0023664005321	0.00810586087027	1.0	6.46670411445e-06	0.000149071602392
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;Other	9.05532728936	0.00261930513285	0.00894376657706	1.0	3.97929809957e-07	0.000114717658136
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__	9.00748267759	0.00268876497594	0.00909460002832	1.0	1.53058994512e-05	7.44053431965e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquabacterium	9.00748267759	0.00268876497594	0.00909460002832	1.0	1.20230305116e-05	4.74886122308e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Leptothrix	9.00748267759	0.00268876497594	0.00909460002832	1.0	6.51402341463e-06	5.39612989564e-07
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter	9.00047339545	0.00269909681626	0.00910101707731	1.0	0.000279554543141	3.34492434475e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__;g__	8.89756207132	0.0028555165168	0.00956864075041	1.0	0.0	0.000141319945733
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Sulfurospirillum	8.89756207132	0.0028555165168	0.00956864075041	1.0	0.0	0.000308656154165
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	8.55985679044	0.003436564535	0.0114800406603	1.0	8.07331599311e-07	0.00013487072314
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__	8.52595617623	0.00350116756148	0.0116597524655	1.0	0.000442349909644	0.000788039927535
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax	8.5199678881	0.00351270687555	0.0116621868268	1.0	1.46328339629e-05	0.000187345839012
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga	8.48845427604	0.00357407332513	0.0118295249013	1.0	7.60065045907e-06	0.000244443746914
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__;g__	8.44532048421	0.00365983936062	0.0120763506731	1.0	0.0	7.36664768834e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium	8.34732977706	0.00386254560694	0.0127063619204	1.0	8.67060972966e-06	0.000129444337588
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	8.32652642834	0.00390702940528	0.012813631393	1.0	1.11106896172e-05	0.000381523704904
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Methylibium	8.20721058955	0.00417242442616	0.0136425635025	1.0	5.22547512071e-05	0.0002533958471
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__	8.13093410994	0.00435163216528	0.0141855320433	1.0	4.30838748258e-07	0.000156122362271
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium	7.996053975	0.0046879403583	0.0151445737922	1.0	0.0	0.000136581302198
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87;f__;g__	7.996053975	0.0046879403583	0.0151445737922	1.0	0.0	0.000158195468086
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter	7.996053975	0.0046879403583	0.0151445737922	1.0	0.0	7.19506922849e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__	7.92624170936	0.00487228957465	0.0156931356748	1.0	0.000831413568502	0.000316838489684
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.1393240716e-06	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus Koribacter	7.62000901552	0.00577241994484	0.0172056384544	1.0	7.86483735061e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Terracoccus	7.62000901552	0.00577241994484	0.0172056384544	1.0	6.41750005786e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__	7.62000901552	0.00577241994484	0.0172056384544	1.0	2.08960983323e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;Other	7.62000901552	0.00577241994484	0.0172056384544	1.0	2.78045844527e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sanguibacteraceae;g__Sanguibacter	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.35730853087e-06	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.30832722396e-06	0.0
k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other	7.62000901552	0.00577241994484	0.0172056384544	1.0	9.61823151047e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum	7.62000901552	0.00577241994484	0.0172056384544	1.0	3.13101473151e-06	0.0
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__	7.62000901552	0.00577241994484	0.0172056384544	1.0	7.01460659107e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella	7.62000901552	0.00577241994484	0.0172056384544	1.0	5.60328896394e-07	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;Other	7.62000901552	0.00577241994484	0.0172056384544	1.0	4.29994545876e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium	7.62000901552	0.00577241994484	0.0172056384544	1.0	9.73888897368e-07	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.93515801025e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__SBYG_4172;g__	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.21717649075e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__GW-34	7.62000901552	0.00577241994484	0.0172056384544	1.0	2.25417130174e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__MBA08;f__;g__	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.79060355298e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Afifella	7.62000901552	0.00577241994484	0.0172056384544	1.0	3.7435914313e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.27460514565e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.93968749351e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylobacillus	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.08942501501e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16;f__;g__	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.96609664748e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Brenneria	7.62000901552	0.00577241994484	0.0172056384544	1.0	1.41838481756e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus	7.62000901552	0.00577241994484	0.0172056384544	1.0	2.16794002012e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;Other;Other	7.62000901552	0.00577241994484	0.0172056384544	1.0	2.72954723131e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Wohlfahrtiimonas	7.62000901552	0.00577241994484	0.0172056384544	1.0	8.58982918775e-07	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Entomoplasmataceae;g__	7.62000901552	0.00577241994484	0.0172056384544	1.0	9.59378720909e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__	7.60415716113	0.00582338787932	0.0173097397294	1.0	2.48217363155e-06	0.00120869636451
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter	7.55291881037	0.00599129515292	0.0175978548637	1.0	3.96725542521e-05	0.00133186574991
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia	7.54974300017	0.00600186338261	0.0175978548637	1.0	0.0	0.000214822065083
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D	7.54974300017	0.00600186338261	0.0175978548637	1.0	0.0	8.71654416236e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;Other	7.54974300017	0.00600186338261	0.0175978548637	1.0	0.0	0.000137220404415
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconobacter	7.54974300017	0.00600186338261	0.0175978548637	1.0	0.0	0.00148925170508
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia	7.22148589655	0.00720360531346	0.0210072706303	1.0	1.13389895237e-07	5.4058883483e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;Other	7.22148589655	0.00720360531346	0.0210072706303	1.0	6.409279406e-08	2.34321266096e-05
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__	7.158762096	0.00745986626522	0.0216959452835	1.0	4.79053773857e-06	3.59330811289e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__	7.10636814154	0.00768105762992	0.0222194669777	1.0	0.0	2.8398750478e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;Other	7.10636814154	0.00768105762992	0.0222194669777	1.0	0.0	1.68287204025e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__	6.905739458	0.00859194837621	0.0247880007966	1.0	0.000692505176431	0.000164474348491
k__Bacteria;Other;Other;Other;Other;Other	6.77743022837	0.00923177064703	0.0265628814084	1.0	3.94638977064e-05	8.67012836537e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia	6.77253193251	0.00925714136366	0.0265650413069	1.0	1.13389895237e-07	8.61352782257e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	6.75571621725	0.00934478300229	0.0267147888288	1.0	7.94473010163e-07	9.6139889045e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas	6.75303383305	0.00935884168425	0.0267147888288	1.0	2.13012612798e-06	0.000147312693098
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	6.66591010569	0.00982744556166	0.0277586747671	1.0	0.0	9.8688039371e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria	6.66591010569	0.00982744556166	0.0277586747671	1.0	0.0	3.37609878412e-05
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__;g__	6.66591010569	0.00982744556166	0.0277586747671	1.0	0.0	0.000169049667922
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Deefgea	6.66591010569	0.00982744556166	0.0277586747671	1.0	0.0	8.99207343329e-05
