OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hominid_mean	Nasonia2_mean	Mosquito_mean	Peromyscus_mean	Drosophila2_mean
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	137.865383655	8.08337192841e-29	6.62269243959e-28	3.77493469057e-26	0.00825403919739	0.000105516907172	0.000255877066442	0.0	1.39875462662e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	137.154052645	1.14773531836e-28	9.24124816679e-28	5.35992393674e-26	0.000859734441816	6.20276752906e-05	0.0	0.00559694515734	0.00229524343626
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	136.930960031	1.28111722219e-28	1.01403685214e-27	5.98281742762e-26	0.0301846067527	1.0947244106e-05	2.34612100785e-05	0.00028214221252	0.00135429304164
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	136.566338329	1.5332895294e-28	1.19341035039e-27	7.16046210232e-26	0.0030167165495	0.000297888956426	0.0	0.031062232759	0.000142236960014
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae	136.373011727	1.6865458844e-28	1.29117529183e-27	7.87616928015e-26	0.00103651289529	0.0	0.0	0.00113992750998	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;Other	133.637487045	6.49139654086e-28	4.88948739449e-27	3.03148218458e-25	3.3977293631e-06	0.000161552609057	0.00333957871619	0.0	9.14743971653e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other	131.868674935	1.55142233281e-27	1.15002258638e-26	7.24514229422e-25	4.09102626117e-05	0.0	0.0	0.0	1.654172153e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	130.866108355	2.54196669282e-27	1.85484132117e-26	1.18709844555e-24	0.00247468847589	0.00182105978158	0.00662258362047	0.0	3.36122053748e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	129.851004702	4.19050190058e-27	3.01071444242e-26	1.95696438757e-24	0.0074205820494	0.0125707104009	0.00361679881515	4.49826860877e-05	0.00425403548328
k__Bacteria;p__OD1;c__ZB2;o__;f__	127.895905571	1.09729258027e-26	7.76417628769e-26	5.12435634987e-24	0.0	0.00224654562892	0.000174759561842	0.0	0.00115493626865
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	124.329592609	6.34814877517e-26	4.42475444478e-25	2.964585478e-23	0.00173416878384	0.00536012911487	1.59050103288e-05	0.0	0.00123858948274
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae	123.661462934	8.81914793284e-26	6.05667953623e-25	4.11854208463e-23	2.24685270357e-06	9.21151018137e-06	0.000250402459568	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	123.235110189	1.08775713499e-25	7.36206640638e-25	5.0798258204e-23	0.0436277296688	0.000302493533199	9.01824661838e-07	0.000353871162538	0.000629430591368
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GMD14H09;f__	121.150970533	3.03255616676e-25	2.02314818554e-24	1.41620372987e-22	0.00030327307828	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Z20;f__R4-45B	121.077313254	3.14444133443e-25	2.06824521574e-24	1.46845410318e-22	0.00108724487332	0.0	0.0	5.41711809317e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	120.107127862	5.06733465243e-25	3.28672955928e-24	2.36644528268e-22	0.0167520643618	0.000554153490477	0.000190887182091	0.00606262396562	1.46657312668e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Caldicellulosiruptoraceae	112.220947899	2.44481809335e-23	1.56401376657e-22	1.14173004959e-20	0.0	0.0	0.000426036076436	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	111.055590785	4.33358098505e-23	2.734840973e-22	2.02378232002e-20	0.00762212669008	0.00180212563912	0.00139601227372	0.0	0.000215320637794
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae	109.770171391	8.14715661547e-23	5.07296285257e-22	3.80472213942e-20	4.30154180688e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	109.495478072	9.32365721828e-23	5.72914200123e-22	4.35414792094e-20	0.00211547005526	0.00173651840085	0.00330330989227	0.00262051111803	0.000164885406248
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	109.383350703	9.85138907419e-23	5.97480350344e-22	4.60059869765e-20	0.0630044725479	0.00123591502393	0.000814340736382	0.0221862742853	0.0015303358956
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	104.459448381	1.10426474891e-21	6.61143125309e-21	5.15691637741e-19	6.63361193803e-05	0.00017108376398	0.0	0.000566780590057	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	104.286308089	1.20216271877e-21	7.1064555654e-21	5.61409989666e-19	0.00376252852961	0.00086406374883	0.000115988230082	0.00609228989099	0.0267433489905
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	104.212813275	1.24629841328e-21	7.27526698753e-21	5.82021359003e-19	0.000417079324993	1.58616546004e-05	1.53957476945e-05	0.00104879083855	8.98772959719e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	102.877947218	2.39878756876e-21	1.38300468471e-20	1.12023379461e-18	3.30948139922e-05	0.000372429884919	0.0072829406544	0.0	0.000414550443794
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	99.386297906	1.32888956401e-20	7.56818812674e-20	6.20591426393e-18	0.000139485879586	0.000471505964189	0.00196799022295	0.0	4.10595525674e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae	98.8284585894	1.74673097666e-20	9.82799236264e-20	8.15723366099e-18	4.20443109489e-05	0.000980905944655	9.80526156465e-05	0.0	0.00128498447136
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Jonesiaceae	98.4642453265	2.0880568828e-20	1.14720301679e-19	9.75122564269e-18	0.00174833529608	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other	98.4642453265	2.0880568828e-20	1.14720301679e-19	9.75122564269e-18	8.4632286908e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria	98.1488454935	2.43705286452e-20	1.32337638108e-19	1.13810368773e-17	4.60701380738e-05	0.000149134649305	0.000923939946226	0.0	0.00124817717853
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__HA64;f__	97.1528471484	3.97010949636e-20	2.13108176414e-19	1.8540411348e-17	8.25869720284e-05	0.0	0.0	0.000563015272452	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;Other	96.3202820565	5.96938546607e-20	3.16784433256e-19	2.78770301266e-17	9.54432986192e-06	0.0	0.000106332084401	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	94.7192436488	1.30755652608e-19	6.86099885035e-19	6.10628897681e-17	0.000165518545689	0.00115424382128	0.000920147973005	0.0	0.0015604692278
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	94.3611841022	1.55812161249e-19	8.0849199226e-19	7.27642793034e-17	2.18907894811e-05	0.0	0.000329488054344	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae	91.5493213498	6.17061006918e-19	3.16667571682e-18	2.88167490231e-16	0.000340854435068	0.0	0.0	0.0	6.91163217657e-05
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__	91.3742670498	6.72244451375e-19	3.41237129122e-18	3.13938158792e-16	7.18871348509e-05	0.0	0.0	1.16007361253e-05	1.33583275546e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	90.5377239643	1.01221287465e-18	5.08283239205e-18	4.7270341246e-16	1.02195133269e-05	0.00150137214396	6.1976988885e-05	1.43665775939e-06	2.3276554087e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	88.9181759491	2.23503403335e-18	1.11038392934e-17	1.04376089358e-15	0.000165953773245	6.20542936137e-05	0.000254924943388	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__	88.0161657078	3.4739452668e-18	1.70771835747e-17	1.62233243959e-15	0.000522039180284	0.000542490874836	0.0	0.000825191950716	0.000187422598805
k__Bacteria;p__OD1;c__SM2F11;o__;f__	86.9673348438	5.80074495363e-18	2.81579325821e-17	2.70894789335e-15	0.0	0.000689080755889	0.0	0.0	0.000554418083946
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__	86.950507562	5.84864980828e-18	2.81579325821e-17	2.73131946047e-15	1.95748016698e-05	0.0	0.0	0.0	1.04219427752e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	86.3413072291	7.87693353279e-18	3.75359995899e-17	3.67852795981e-15	0.000448963843463	0.000208696167745	2.36092467463e-05	0.0	0.000887018309232
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	86.3128056439	7.9874119227e-18	3.76779936152e-17	3.7301213679e-15	1.66158284768e-05	0.000304548019271	0.000342020861163	0.0	8.92322619253e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	85.2506304921	1.34214481374e-17	6.26781628015e-17	6.26781628015e-15	8.21026662742e-06	0.0	0.0	0.0	0.00285094685976
k__Bacteria;p__Spirochaetes;c__[Brachyspirae];o__[Brachyspirales];f__Brachyspiraceae	85.0193305994	1.50270134547e-17	6.94813394391e-17	7.01761528335e-15	0.00399671423271	0.0	0.0	0.000575436139793	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	83.29014917	3.4965745129e-17	1.60088264463e-16	1.63290029752e-14	1.30861189999e-05	0.00368254846664	0.000278225126534	0.0	0.000342316413958
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	82.5554017934	5.00534061648e-17	2.2694117164e-16	2.33749406789e-14	0.00663733668826	0.0013447589926	0.000161136659877	0.00140613169022	0.00487261727234
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	79.5510378282	2.16825879859e-16	9.73631595137e-16	1.01257685894e-13	0.000203158005656	0.00228176718823	0.000821083192986	0.0	0.000679167262387
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae	78.5670443596	3.50356777835e-16	1.55825347856e-15	1.63616615249e-13	0.000746073776253	9.8920707567e-05	0.0	0.0	2.66530486091e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__	77.1838602191	6.87613479311e-16	3.02939146074e-15	3.21115494838e-13	0.000876575053093	0.0	0.0	0.000557780030961	5.49137178278e-05
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae	77.0966737393	7.17460896304e-16	3.13134802406e-15	3.35054238574e-13	0.000260352954495	5.37354898054e-05	0.0	0.000635783528526	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae	76.0750459631	1.18030953829e-15	5.10374587389e-15	5.5120455438e-13	0.000137050620933	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae	74.6996830071	2.306394047e-15	9.8815231188e-15	1.07708601995e-12	0.000718906059539	0.00101053164084	5.30186730499e-05	0.0	0.00117620624329
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	73.3955179589	4.35192408036e-15	1.84758958685e-14	2.03234854553e-12	0.00117287267391	0.000964369547425	0.0917160285498	0.0	0.000674795611307
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other	73.2051894492	4.77433514199e-15	2.0086617219e-14	2.22961451131e-12	0.000252078284796	0.00068452449673	0.000685611904065	0.0	0.000530883559456
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	73.17794138	4.83807241262e-15	2.01730340776e-14	2.25937981669e-12	0.00653074092683	0.002330965924	0.000652217326373	0.0	0.0014828338052
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	71.8290867187	9.32630253626e-15	3.85432149065e-14	4.35538328443e-12	3.68525611848e-05	0.00143276316894	0.000534551950179	0.0	0.000273482645493
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	69.8026328839	2.49839574643e-14	1.02346562595e-13	1.16675081358e-11	0.000174297393443	3.46092617948e-05	0.0	2.84317070397e-06	0.000322153723662
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	69.5194683103	2.86703863601e-14	1.16426699393e-13	1.33890704302e-11	0.00208444191954	4.04501366683e-05	1.16152025425e-05	0.000219560824532	7.03142484838e-05
