OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hominid_mean	Nasonia2_mean	Mosquito_mean	Peromyscus_mean	Drosophila2_mean
k__Bacteria;p__TM7;c__TM7-3	156.317240358	9.00825680505e-33	9.14684537128e-32	1.18908989827e-30	3.89199923031e-05	0.00201386846417	7.04052907697e-06	0.0117148059335	0.000222400579438
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	155.520626493	1.3348500456e-32	1.25857290013e-31	1.76200206019e-30	0.0136097110327	0.00185595881075	0.0213327095228	0.0	0.00472502399778
k__Bacteria;p__Cyanobacteria;c__4C0d-2	152.04401675	7.42465192549e-32	6.53369369443e-31	9.80054054164e-30	0.00236321936668	7.35458966881e-05	9.37690598553e-05	0.00358675170031	0.000107177048606
k__Bacteria;p__Spirochaetes;c__Spirochaetes	150.23558959	1.81235147513e-31	1.49518996698e-30	2.39230394717e-29	0.02025214353	0.000297888956426	0.0	0.0311290250751	0.000142236960014
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	146.910077448	9.34923568472e-31	7.25940653167e-30	1.23409911038e-28	0.00446269320471	0.000806124362216	2.420028246e-05	0.0708216433708	0.00152890305138
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	144.139173851	3.66701543082e-30	2.68914464927e-29	4.84046036869e-28	9.39350841831e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	138.476097424	5.98232419267e-29	4.15614101807e-28	7.89666793433e-27	0.00142847436727	0.0	0.0	5.41711809317e-05	6.91163217657e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	136.930960031	1.28111722219e-28	8.45537366644e-28	1.69107473329e-26	0.0301846067527	1.0947244106e-05	2.34612100785e-05	0.00028214221252	0.00135429304164
k__Bacteria;p__OD1;c__ZB2	127.895905571	1.09729258027e-26	6.89726764743e-26	1.44842620596e-24	0.0	0.00224654562892	0.000174759561842	0.0	0.00115493626865
k__Bacteria;p__Verrucomicrobia;c__Opitutae	107.695391849	2.25632255601e-22	1.35379353361e-21	2.97834577393e-20	0.000408278617889	0.0	0.0	0.000563015272452	8.97598721317e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	106.907966914	3.3209291023e-22	1.90592452828e-21	4.38362641504e-20	0.00397459894665	0.00235504052165	0.000189685312959	0.00730445750535	0.0021690412436
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	97.590228905	3.20433404731e-20	1.76238372602e-19	4.22972094245e-18	2.82607691493e-05	0.0	0.000329488054344	0.0	0.0
k__Bacteria;p__Tenericutes;c__RF3	91.3742670498	6.72244451375e-19	3.54945070326e-18	8.87362675815e-17	7.18871348509e-05	0.0	0.0	1.16007361253e-05	1.33583275546e-05
k__Bacteria;p__OD1;c__SM2F11	86.9673348438	5.80074495363e-18	2.85933990627e-17	7.65698333879e-16	0.0	0.000689080755889	0.0	0.0	0.000554418083946
k__Bacteria;p__Acidobacteria;c__DA052	86.950507562	5.84864980828e-18	2.85933990627e-17	7.72021774693e-16	1.95748016698e-05	0.0	0.0	0.0	1.04219427752e-06
k__Bacteria;p__Spirochaetes;c__[Brachyspirae]	85.0193305994	1.50270134547e-17	7.08416348579e-17	1.98356577602e-15	0.00399671423271	0.0	0.0	0.000575436139793	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	81.361312704	8.96499342501e-17	4.0806176969e-16	1.1833791321e-14	0.00660974967873	0.00318648966227	0.000652217326373	0.0	0.00173807994889
k__Bacteria;p__Firmicutes;c__Bacilli	74.0715623333	3.13153266676e-15	1.37787437338e-14	4.13362312013e-13	0.0246498713054	0.093652194669	0.0812422861074	0.0359595694235	0.0917834899667
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria	64.8975025415	2.70437110802e-13	1.15153866535e-12	3.56976986259e-11	0.00103651289529	0.000131756965784	0.0	0.00113992750998	0.000309943978918
k__Bacteria;p__WPS-2;c__	64.7207441717	2.9464552985e-13	1.21541281063e-12	3.88932099402e-11	2.71583848382e-05	0.0	0.0	0.0	3.42492722422e-05
k__Bacteria;p__GN02;c__GKS2-174	63.5851391136	5.11020031458e-13	2.04408012583e-12	6.74546441524e-11	0.0	0.000750415553586	0.0	0.0	0.000489055103519
k__Bacteria;p__Chloroflexi;c__Anaerolineae	63.441448365	5.47882504788e-13	2.12707325388e-12	7.23204906321e-11	4.74319690372e-05	3.68904221397e-05	0.0	0.0	7.75925011681e-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia	63.0593603897	6.59346444915e-13	2.48667802082e-12	8.70337307287e-11	0.0126042148764	0.00291010498661	0.000369652479176	0.0	0.000740652437055
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	60.8732468396	1.90098326522e-12	6.97027197247e-12	2.50929791009e-10	0.00815902712166	0.000352185392723	1.07233446879e-05	0.00635565292904	0.000988944282887
k__Bacteria;p__Bacteroidetes;c__At12OctB3	55.4413382036	2.62579566985e-11	9.3677034708e-11	3.4660502842e-09	8.80207306425e-07	0.0	0.00012229043879	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia	52.3512624543	1.16478947641e-10	4.04611081278e-10	1.53752210885e-08	0.000149904408191	6.7988275229e-06	2.66970773659e-05	0.0	3.69949670303e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	44.3307965484	5.4768344252e-09	1.85369780545e-08	7.22942144126e-07	4.35853116338e-05	6.60561681805e-05	9.90706006283e-06	0.0	0.000283490068093
k__Bacteria;p__Actinobacteria;c__OPB41	43.0405883382	1.01491355423e-08	3.26752656484e-08	1.33968589159e-06	4.30118293656e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22	43.0405883382	1.01491355423e-08	3.26752656484e-08	1.33968589159e-06	1.43894791992e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Nitrospirae;c__Nitrospira	41.1247823681	2.53258420953e-08	7.95955037279e-08	3.34301115657e-06	0.0	0.0	0.0	0.0	0.000176802217776
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae	38.0053819299	1.1176983194e-07	3.43107391071e-07	1.4753617816e-05	4.75311945469e-05	0.000300026358816	1.60603559388e-05	0.0	0.000646666693029
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae	36.8611618688	1.92391635804e-07	5.77174907411e-07	2.53956959261e-05	1.39885573601e-06	0.0	0.000161552818081	0.0	0.000180780389177
k__Bacteria;p__Armatimonadetes;c__Armatimonadia	32.2697077187	1.68500970789e-06	4.84808622236e-06	0.000222421281441	6.33550686227e-06	0.0	0.0	0.0	6.51463382931e-05
k__Bacteria;p__OP11;c__OP11-4	32.211244146	1.73203266669e-06	4.84808622236e-06	0.000228628312003	0.0	0.000973054654811	0.0	0.0	0.000184204105892
k__Bacteria;p__Bacteroidetes;Other	32.1736715292	1.76294044449e-06	4.84808622236e-06	0.000232708138673	3.18141503808e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__ML635J-21	32.1736715292	1.76294044449e-06	4.84808622236e-06	0.000232708138673	2.32021602628e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__OP11;c__OP11-3	29.516717621	6.13814568024e-06	1.65354128529e-05	0.000810235229792	0.0	0.000377040126646	0.0	0.0	0.000156654177575
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia	29.2377905233	6.99430825807e-06	1.83184525522e-05	0.000923248690065	0.000260918249455	0.000311776283624	7.16961060949e-05	0.000635783528526	8.96535510177e-05
k__Bacteria;p__OD1;c__	29.2124987924	7.07758394061e-06	1.83184525522e-05	0.000934241080161	0.0	0.000355306400374	0.0	0.0	0.000116956692505
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	28.5467441338	9.66247102718e-06	2.4527811069e-05	0.00127544617559	0.000181255955545	0.000352996766575	8.98765252762e-05	0.0	5.0195298125e-05
k__Bacteria;p__GN02;c__BD1-5	26.9138927026	2.06918359121e-05	5.1534383781e-05	0.00273132234039	4.40103653212e-07	0.000353010011992	2.64836439749e-05	0.0	0.000231572303387
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	26.3928609982	2.63658765348e-05	6.39106803882e-05	0.00348029570259	0.000369425250643	0.000926110270349	0.00048037417021	0.0	0.000387653692
k__Bacteria;p__OP3;c__koll11	26.3714585701	2.66294501617e-05	6.39106803882e-05	0.00351508742135	0.0	8.61739260052e-05	0.0	0.0	0.000171801517665
k__Bacteria;p__Acidobacteria;c__Holophagae	26.080451434	3.04842853421e-05	7.18558154493e-05	0.00402392566516	0.0	0.0	0.0	0.0	0.000114616057284
k__Bacteria;p__Chloroflexi;c__Thermomicrobia	23.7217417378	9.0815422708e-05	0.000210309399955	0.0119876357975	1.63884052033e-05	8.31165038323e-06	3.84703907853e-05	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3	23.2389304867	0.000113441331146	0.000258176822609	0.0149742557113	0.0	0.0	2.33883041561e-05	0.0	0.0
k__Bacteria;p__OP3;c__BD4-9	22.5758302951	0.000153885940438	0.000344287188776	0.0203129441378	0.0	0.000150070031973	0.0	0.0	2.56432824783e-05
k__Bacteria;p__Synergistetes;c__Synergistia	21.9767805143	0.000202564631541	0.000445642189391	0.0267385313635	8.40919879263e-05	0.000122536128133	7.14098194926e-06	3.61141206212e-05	8.66908129196e-06
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	21.6085659272	0.000239772371933	0.000518341034527	0.0316499530951	3.5117297561e-05	3.50495304168e-05	0.000145268132345	0.0	0.000185836596938
k__Bacteria;p__Acidobacteria;c__Solibacteres	21.5751843385	0.000243463213187	0.000518341034527	0.0321371441406	3.13390269043e-05	0.000386928820944	1.10492359205e-05	0.0	0.000293083354659
k__Bacteria;p__TM7;c__TM7-1	21.4896104462	0.00025318396757	0.000524872244894	0.0334202837192	2.11999241891e-07	0.000117347836747	0.0	0.0	0.000545757881088
k__Bacteria;p__Acidobacteria;c__Sva0725	21.3782475802	0.000266412427333	0.000524872244894	0.0351664404079	3.51674763746e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8	21.3782475802	0.000266412427333	0.000524872244894	0.0351664404079	2.51847060425e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;Other	21.3782475802	0.000266412427333	0.000524872244894	0.0351664404079	2.63424709183e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria	21.3782475802	0.000266412427333	0.000524872244894	0.0351664404079	2.36492192114e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae]	20.3625834611	0.000423460749207	0.000822012042578	0.0558968188953	8.84611138745e-06	0.000158594103544	0.0	0.0	8.9698577657e-05
k__Bacteria;p__GN02;c__3BR-5F	18.7787863668	0.000868617419034	0.00166170288859	0.114657499312	0.0	0.0	0.0	0.0	0.000230700987733
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	17.4673926557	0.0015677675504	0.00295636166646	0.206945316652	1.11073623841e-05	7.68325110884e-05	0.0	0.0	0.0
k__Bacteria;p__OD1;c__ABY1	16.376852227	0.00255301196884	0.00468052194287	0.336997579887	0.0	0.0	0.0	0.0	6.52098132882e-05
k__Bacteria;p__Planctomycetes;c__OM190	16.376852227	0.00255301196884	0.00468052194287	0.336997579887	0.0	0.0	0.0	0.0	8.13394208451e-05
k__Bacteria;p__Actinobacteria;c__MB-A2-108	15.7035243116	0.00344391765315	0.00622735794815	0.454597130215	0.0	0.000116789773964	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	14.9766272133	0.00474994015976	0.00847286623093	0.626992101089	2.03687630095e-06	0.000268484436106	0.0	0.0	1.75483488018e-05
k__Bacteria;p__Chlorobi;c__BSV26	13.9907202427	0.00732473184619	0.0127219026802	0.966864603697	0.0	0.0	0.0	0.0	0.000132224436476
k__Bacteria;p__Spirochaetes;c__[Leptospirae]	13.9907202427	0.00732473184619	0.0127219026802	0.966864603697	0.0	0.0	0.0	0.0	3.52231359057e-05
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	13.9483242178	0.00746182295665	0.0127916964971	0.984960630278	8.02542481588e-06	3.54176008969e-06	1.42710864221e-05	0.0	1.07875413985e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	13.8990580256	0.00762428806369	0.0129026413385	1.0	7.22902260098e-06	0.000418143749674	9.25333295439e-05	0.0	0.000377064530483
k__Bacteria;p__Planctomycetes;c__Phycisphaerae	13.5957353175	0.00870361049899	0.0145427415933	1.0	2.27869184346e-06	0.0	2.7641497096e-05	0.0	4.93048620614e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5	11.8834449322	0.0182393755814	0.0300949697093	1.0	4.69919953835e-07	0.0	0.0	0.0	0.000204007751596
k__Bacteria;p__Chloroflexi;c__TK10	11.7386878888	0.01940401378	0.0312357294994	1.0	0.0	0.000138942973756	0.0	0.0	0.0
k__Bacteria;p__OP11;c__OP11-1	11.7386878888	0.01940401378	0.0312357294994	1.0	0.0	2.27053017286e-05	0.0	0.0	0.0
k__Bacteria;p__FCPU426;c__	11.6202864687	0.0204100045045	0.0324592842722	1.0	0.0	0.0	0.0	0.0	7.70670014344e-05
k__Bacteria;p__[Thermi];c__Deinococci	10.7859302887	0.0290781875463	0.0418351618424	1.0	1.22537412066e-05	0.000216817138222	0.000172807748696	0.0	5.15027889128e-05
k__Bacteria;p__AD3;c__JG37-AG-4	10.6538461538	0.0307425052933	0.0418351618424	1.0	4.69919953835e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25	10.6538461538	0.0307425052933	0.0418351618424	1.0	5.65294959604e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__S035	10.6538461538	0.0307425052933	0.0418351618424	1.0	5.65294959604e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__TM1	10.6538461538	0.0307425052933	0.0418351618424	1.0	1.31317349386e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	10.6538461538	0.0307425052933	0.0418351618424	1.0	6.14565195124e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlamydiae;c__Chlamydiia	10.6538461538	0.0307425052933	0.0418351618424	1.0	4.40103653212e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Fibrobacteres;c__TG3	10.6538461538	0.0307425052933	0.0418351618424	1.0	4.40103653212e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;Other	10.6538461538	0.0307425052933	0.0418351618424	1.0	9.3983990767e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__GAL15;c__	10.6538461538	0.0307425052933	0.0418351618424	1.0	9.3983990767e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__OP11;c__WCHB1-64	10.6538461538	0.0307425052933	0.0418351618424	1.0	4.40103653212e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__OP9;c__JS1	10.6538461538	0.0307425052933	0.0418351618424	1.0	2.04855065041e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__TA18	10.6538461538	0.0307425052933	0.0418351618424	1.0	3.75058884245e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae]	10.6538461538	0.0307425052933	0.0418351618424	1.0	1.3162293714e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__OPB56	10.6143985124	0.0312571372728	0.0421014502042	1.0	6.52102895103e-07	6.19502864869e-05	0.0	0.0	5.17324426601e-05
k__Bacteria;Other;Other	10.4426359947	0.0335964048459	0.0447952064611	1.0	1.65813963842e-05	2.03476996965e-05	7.13609939296e-06	4.93796482793e-05	0.000185902683803
k__Bacteria;p__Proteobacteria;Other	10.1175476709	0.038493480364	0.0508113940804	1.0	2.48865430363e-06	4.14788022581e-06	7.9155317773e-07	0.0	0.0
k__Bacteria;p__SR1;c__	9.51134164614	0.0495147227585	0.064712310932	1.0	0.0	0.0	1.07199403891e-05	0.0	6.07588753781e-05
k__Bacteria;p__Elusimicrobia;c__Endomicrobia	9.26544763864	0.0547964049837	0.0709129946848	1.0	0.0	0.0	0.0	0.0	9.83341103553e-05
k__Bacteria;p__FBP;c__	9.20994106263	0.056060897016	0.071845033069	1.0	1.86518566668e-06	2.48636040447e-05	8.70708495503e-06	0.0	0.0
k__Bacteria;p__Cyanobacteria;Other	8.84689533775	0.0650423973771	0.0825538120556	1.0	9.07440990808e-06	0.000104864418675	6.24810764325e-06	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Chloroflexi	8.20669892356	0.0842933433923	0.10596877455	1.0	6.52102895103e-07	2.94700587898e-05	0.0	0.0	2.4837359028e-05
k__Bacteria;p__Planctomycetes;c__vadinHA49	7.98349104888	0.0921848137971	0.114796183219	1.0	4.69919953835e-07	0.0	0.0	0.0	2.50205263769e-05
k__Bacteria;p__OP3;c__	7.79993591113	0.0991878958131	0.121229650438	1.0	0.0	8.5293020809e-06	0.0	0.0	0.0
k__Bacteria;p__TM7;Other	7.79993591113	0.0991878958131	0.121229650438	1.0	0.0	5.81769734715e-05	0.0	0.0	0.0
k__Bacteria;p__NC10;c__12-24	6.92610116187	0.13984535669	0.166302586334	1.0	0.0	0.0	0.0	0.0	0.000128338162138
k__Bacteria;p__Planctomycetes;c__C6	6.92610116187	0.13984535669	0.166302586334	1.0	0.0	0.0	0.0	0.0	9.37016265009e-06
k__Bacteria;p__Thermotogae;c__Thermotogae	6.92610116187	0.13984535669	0.166302586334	1.0	0.0	0.0	0.0	0.0	6.19939334395e-06
k__Bacteria;p__TM7;c__SC3	6.58276693357	0.159649530697	0.188070075989	1.0	0.0	0.000133618746983	0.0	0.0	7.05743149029e-06
k__Bacteria;p__Proteobacteria;c__	6.56080315257	0.160999383233	0.188070075989	1.0	0.0	0.00011113040985	0.0	0.0	2.28799212448e-05
k__Bacteria;p__TM7;c__	6.40272013342	0.171023933817	0.196617527284	1.0	0.0	0.00013304229549	0.0	0.0	4.057569193e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1	6.37838762483	0.172616051822	0.196617527284	1.0	4.69919953835e-07	0.0	0.0	0.0	9.35738286272e-05
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136	6.37581594734	0.172785099735	0.196617527284	1.0	0.0	0.0	2.02936377051e-05	0.0	9.35760924043e-06
k__Bacteria;p__Chloroflexi;c__C0119	4.60214511949	0.330606931968	0.366723655629	1.0	0.0	0.0	0.0	0.0	4.43272171975e-06
k__Bacteria;p__Chloroflexi;c__S085	4.60214511949	0.330606931968	0.366723655629	1.0	0.0	0.0	0.0	0.0	0.000191666027558
k__Bacteria;p__TM6;c__SJA-4	4.60214511949	0.330606931968	0.366723655629	1.0	0.0	0.0	0.0	0.0	2.14038164795e-05
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	3.80952380951	0.432397282335	0.467839682526	1.0	0.0	0.0	2.49144810438e-06	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__	3.80952380951	0.432397282335	0.467839682526	1.0	0.0	0.0	2.07852674025e-05	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae	3.80952380951	0.432397282335	0.467839682526	1.0	0.0	0.0	7.83465739043e-06	0.0	0.0
k__Bacteria;p__;c__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;Other	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BB34	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Kazan-3B-28;c__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP3;c__PBS-25	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Pla4	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM6;c__SBRH58	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
