pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62
AA3	0.00688834109909	-0.104597490221	0.157033061214	-0.0623655559888	0.0427367337204	-0.108361949324	0.0475868063467	-0.0132289390859	0.0199505216245	-0.027909178024	0.0699144785938	-0.123716989657	0.0141867296801	-0.0295274389966	0.00660228742886	0.00672565204849	0.0998258818327	-0.110426971532	0.0717155785864	0.179791077285	-0.0545630333	-0.0893128483233	0.111869108502	0.103302327546	-0.0741899510455	-0.0668792833312	0.0531172604953	0.0579589733607	-0.0260501024249	-0.00682022046464	-0.0152255477933	0.00818080184186	0.0348969706264	0.0503756290289	-0.00517687521299	-0.00490999125882	-0.00919373616131	-0.0619410104142	-0.00724600298283	0.00750132622791	0.0499667429505	0.0140102576735	0.00484928355334	-0.0539740173575	-0.0156989751524	-0.0547635773196	-0.0107441297083	-0.0335884122952	0.0328569141717	0.0157056350257	0.0496053442465	0.0368505774764	0.0233172803154	-0.0437889022552	-0.00326922753712	-0.00822273216313	-0.031473912627	0.0354306961204	0.00388967237528	0.0238769958131	-0.0335834249518	1.13489153193e-08
AA4	-0.0319759447674	-0.13247898729	0.120113472935	-0.0270305508719	0.0669248049659	-0.179325396231	0.0278110185454	-0.0944405007408	0.0218011091012	-0.112155770455	0.117914940607	-0.194492470867	-0.0143778695724	-0.0330652708355	0.0210889909265	-0.057376528413	0.0536309605586	-0.0304444410047	0.00338449218891	-0.0218858220336	-0.00157809056009	-0.0306957574829	-0.0214470900664	-0.0213810546531	0.0226640919572	0.0312089357014	-0.046346329412	0.0210336736243	0.0248331094235	-0.0239729337747	0.0321499212276	0.0241498444265	-0.0529099694805	0.0128637877781	0.0794865985684	0.00767307666396	0.0119814258456	-0.0106687847511	-0.00350718770382	0.0053439055747	-0.0170819246032	-0.0101873004753	-0.0257317277348	0.036082695303	-0.0471103764066	0.0258596502746	0.124549723849	-0.057075190163	-0.0354031337127	-0.0268584702643	-0.0100031962906	0.0108965188574	0.0060566373779	0.0738003869564	-0.0141519361	0.0234494558122	0.0588942409885	-0.0235108142767	-0.0249172705756	-0.00240362830698	-0.00158176654051	1.13489153193e-08
AB3	0.172717433939	-0.181399794115	0.185617203796	0.0702013135021	-0.0576917750291	0.0336635606575	0.0377164142609	-0.0376682022211	0.0521767931139	0.0794801289957	0.0236852097124	-0.0869300120764	0.00662466158215	-0.0133268792205	0.0251014377058	0.181757002652	-0.224993892202	0.115297431108	-0.012556757294	-0.0475443439403	-0.0404443757142	0.130243159395	0.0843662175504	-0.0780381906916	-0.102226320685	-0.14778209096	0.0367505415782	0.0044720656347	-0.0492161527392	-0.0558687372778	0.0564101169844	-0.00634553862121	-0.025778265918	0.024424975148	-0.00369715050626	0.0478824969742	0.0219653084114	-0.0285935528557	0.022519251118	-0.0477067184311	0.0167327365899	-0.0376265336382	-0.0140335720694	0.00256515219049	0.0252778422492	0.0038017721739	0.0184327371651	0.0216621505484	0.0108286823237	-0.000343387198474	-0.00964869695546	0.00205443906366	-0.00669116475222	0.0108705795444	0.000556941441171	-0.00645802106063	0.00430848294657	0.00211842034006	-0.000341579648628	0.00572666371817	1.44331862169e-05	1.13489153193e-08
AB4	0.0697123311486	-0.119441186359	0.205281535546	0.0723455328319	-0.0790102231564	-0.099938608987	0.104665855553	0.0101651752738	-0.145432614918	0.0355088682289	-0.151430462275	0.100018645722	0.0279235291473	0.0704221553639	-0.0485259691891	-0.0278978531438	0.069350074642	0.00322277117957	-0.00397794380098	-0.0498870407441	-0.000606435783171	0.0214611190502	0.00187666908751	0.010675970465	0.000599448445346	0.0489330704046	-0.0180842972838	0.00897959508798	0.0155638042295	-0.00284847634036	0.0189882164385	0.00886274609797	-0.0219604697104	-0.0434827320471	0.0268845370744	0.041899446634	-0.0273845285817	-0.00287318358667	-0.0216500556396	0.0127147099358	-0.0344104231577	0.00630153055438	0.0046322701062	0.021970323821	0.102023249397	-0.00963974381987	-0.0410645400359	-0.0974646523722	0.0928914706533	-0.00795171629167	-0.0433431093637	0.0118012452941	0.0450689289346	0.049356567741	0.0398552171663	0.0195642264217	-0.0128569956504	0.0261947435666	0.01228707068	-0.0088295349496	-0.0173857918883	1.13489153193e-08
AC3	0.0222677919176	-0.125708771138	-0.039761516007	-0.0355225236741	0.0723721483965	0.0443568931814	-0.035678638883	-0.0736285294017	0.119426370351	-0.0648232916236	-0.177564716782	0.0139750176289	0.0311186534704	0.0363650059825	0.0965765336318	-0.00519631518248	0.0262439731595	0.0352226925777	-0.10556128603	-0.104213727512	-0.0910625037521	0.023164854573	-0.0718316367013	0.154361388965	-0.174351347824	0.0458448760249	-0.0678610165676	0.0278684276741	-0.0253875397887	0.0725292162239	-0.0012249085529	0.0373910345814	0.00962305075786	0.0263820266075	-0.00638806058923	-0.0158775961177	-0.0176084550724	-0.0282200867445	-0.0117898503755	0.0216463202411	0.0869589826839	0.0644820615623	-0.0141259269262	-0.0516324777762	0.038828688484	0.0140795225598	-0.00194073913394	0.00555391384417	-0.0214590614937	0.0104246946944	0.0122645676682	-0.0204405102725	-0.0248539597233	0.0304055326198	-0.00893974147534	0.00646052701252	0.0182576901395	-0.0284641957054	0.0134121103536	-0.0175416783982	0.0166871279073	1.13489153193e-08
AC4	-0.0126371789624	-0.164938131429	-0.110002836833	-0.143686234216	0.105997130206	-0.0032727487119	-0.0404372613139	-0.0615829441092	0.17411497833	-0.0368555046009	-0.200462375007	0.00953355749822	0.000330272637189	0.0248507690623	-0.037724724431	-0.0532498167041	0.0281015899907	0.0374170039369	-0.0028437472712	0.0277035371937	0.0288833713632	0.0120129932223	0.051872433615	-0.0259932758834	0.0437650705738	-0.0230000744366	0.00102439007091	0.00723246913256	0.00144537051609	-0.00902702377387	0.00807001379148	0.0145611789368	0.0174536872312	-0.00425542786888	-0.0155899860814	0.0149446109551	0.0389713954165	-0.00233218971493	0.00410633635616	-0.0912659604188	-0.0698260899426	-0.0589503855302	0.00128492802077	-0.0186351995521	-0.0861337884612	-0.0570800711105	-0.0910420863771	-0.0182355457667	0.0164384651171	0.0100056385767	0.0451740786955	-0.0231630543191	-0.012670716664	0.0465557405296	0.036734574721	0.00747107529392	0.05449298821	0.000649691159841	-0.0111001371848	-0.0321402396599	-0.012110130339	1.13489153193e-08
AD3	-0.0100094923748	-0.0550791349278	-0.19594921108	0.251157638695	-0.0475633235949	-0.0359640828483	-0.0905283315055	-0.156240372115	-0.127146261285	-0.0242053866426	-0.0294670947485	-0.0245628529287	0.0763365862514	-0.0628562052898	0.0251067590072	-0.0127812705566	-0.00683182362114	-0.00659966166259	0.0511366977948	0.0443410867017	0.011202274429	-0.0113384778626	0.00893875029244	-0.062204857484	-0.0100861581344	0.0111058923574	0.0188958121735	0.0292921485396	-0.00424162655604	0.0525329417675	0.0351475293399	0.0257498421959	0.00299783997001	0.0336983538156	0.0651943016717	-0.0114722669387	0.0104475401362	-0.00686051548184	-0.00324778391635	0.0286307435647	0.0296055816702	-0.0114398095258	0.0382701989299	0.0341773094919	-0.0125914235004	0.0358992602704	-0.0291305354875	-0.0035868860455	-0.00147321217259	-0.00113594232122	0.0211402041865	-0.047969262448	-0.0517649977852	0.0185643147683	-0.00903350589181	-0.0304350290161	0.0305438024653	0.113389523816	0.0603380203834	0.0223741689904	0.0277669309188	1.13489153193e-08
AD4	-0.00850624166792	-0.0424342260138	-0.198474671448	0.232526112656	-0.0239975089444	-0.0344736587008	-0.0870266448671	-0.120635471712	-0.0992495672914	-0.0293801293437	-0.0138778618935	-0.0134822784803	0.112511372795	-0.0457206918292	-0.0177716346854	0.00903079221712	0.0264459215484	0.018602441121	-0.00794988984347	0.0456547237314	0.0157129096571	-0.0274076816245	0.00468560776455	0.00809472297266	-0.00128986527736	-0.0149667899228	-0.0164706119725	-0.00666818665731	0.00538976183379	-0.0315615229116	-0.0124971436922	-0.0237724241787	0.00850470651561	-0.0269728006351	-0.0324452050011	-0.033160801437	0.0122108235962	0.0384518236427	0.0364678452593	-0.0390167888136	0.010395081412	0.0522389002581	-0.0484988384016	0.0586233260232	0.0219167955877	-0.0944022037399	0.0382012788345	0.0553516793566	0.0458367857291	0.0684146794337	0.0233570751217	0.0647980454022	-0.0116532532702	0.0634891056249	-0.0042243074949	-0.00444900777412	-0.0453149188915	-0.0433304573056	-0.0331853013228	-0.0104713522619	4.14310056903e-05	1.13489153193e-08
AE3	0.0614154278662	-0.0944169897886	-0.00444870347692	0.0323088545396	0.0566064442982	0.0454604428676	-0.140700149381	0.0259570619483	-0.0575887521713	-0.0709058434359	0.0350195428586	-0.00920318777265	0.171469637418	-0.0324577929184	-0.116767826398	0.14508405214	-0.04126495348	-0.0496190176694	-0.0352306149401	0.0298414671809	-0.0434620201573	-0.0139328733966	-0.0640025153635	0.134553972133	0.0199843281094	-0.0512091158573	-0.107743605441	-0.153462766352	0.0989513715046	-0.142258376034	-0.0826297406962	-0.000865429843343	0.029653087655	-0.0393125590225	-0.0303830559127	0.0227807684477	-0.0210620618479	-0.00519182095501	0.0126057346841	0.0349910497926	-0.0182450989239	-0.0473145844939	0.0172414045136	-0.0180529458461	-0.00615455114522	0.0177754472402	-0.00801826551342	-0.0353201350639	-0.0266498998977	-0.012746801343	-0.00346223138272	-0.00634044694279	-0.00181346513026	-0.00870271040491	-0.00450383790467	-0.00985090669216	0.0165123089074	0.0156095150695	0.0134634944266	-0.00969986626028	0.00679129133791	1.13489153193e-08
AE4	-0.02297215412	-0.0531200839543	-0.224252159473	0.248597720075	-0.0234901485425	-0.0458893239924	-0.0758487579743	-0.144789827233	-0.103579783372	-0.0130850841135	-0.0169057909381	-0.0311555157343	0.0703315900182	-0.0498748855885	0.0106850541604	0.0122191831417	0.0136157027298	0.0379214324196	0.0459560422878	0.0189441462303	0.0434856317601	0.00181466775294	0.0329370230508	-0.0104684214923	-0.0260683588299	0.00336638436523	0.0633130014395	-0.00599301604327	-0.028799973033	0.082497092601	-0.00461860293796	-0.00162247729805	0.015184534608	0.0123023116477	-0.0171287526215	0.0316209025708	-0.0218816176018	-0.00982908547933	-0.0259123090404	-0.0150523008932	-0.0248559077724	-0.0323327398708	-0.01049138171	-0.0778738226894	0.00809632315911	0.0383564420013	-0.00577954871877	-0.0356153858219	-0.0261679736267	-0.0640646225283	-0.0304994540746	-0.0193341897378	0.0601578564949	-0.0734539816921	0.0199257657575	0.0343487468756	0.0086343802069	-0.0776557887948	-0.0456508213464	-0.0100238763562	-0.0254446957977	1.13489153193e-08
