pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62
AA3	-0.0504108997497	0.0739305235515	-0.0258947920655	0.106148321153	-0.192766132275	-0.0259507650745	0.0358574689923	-0.111949234091	0.0968172862826	-0.0187157015848	0.144393274424	-0.194411788068	0.016505886838	-0.0899376091846	0.00781046755805	0.058781386743	-0.0946648827747	0.0653818871135	-0.0249599329783	0.0352030347355	-0.00310624276746	-0.0142865154899	0.0269718531135	0.00763143749207	0.00410618734164	0.00742638489247	-0.0241859251708	-0.00883817975459	-0.0239678363381	-0.00588869828174	0.0258027032587	0.00787460306745	0.00700713306149	0.00849110399566	-0.0303680190613	-0.0095029053312	-0.00443532955152	0.0812318492052	0.0313640936427	0.0179491792168	0.00396190170586	0.042677026319	-0.0169602810402	-0.0193370453618	-0.00849558757083	-0.0130086905221	-0.0156041604176	-0.0191919136982	0.0184982281878	0.00775827080954	0.019397466041	0.00587763347802	0.00530496395654	0.00345889243444	0.0121308344289	-0.0326399814403	-0.0213873366766	-0.0112016479194	-0.0399631408866	0.00736375239284	-0.0088544892513	4.00199557173e-09
AA4	0.0517095397321	0.0514856135087	0.135051453601	0.0201629764514	-0.195175086784	-0.0136015363892	0.0518405013493	-0.0793971460368	0.0103038391175	-0.154635729182	0.0448256740097	-0.00397403634764	-0.0812781016046	0.0381288261276	0.0160937521764	0.01549008627	-0.0191232180543	-0.0917727376772	0.00623088429439	-0.0488432873912	-0.0210477183371	0.0447023308491	-0.00884130847851	0.00741197794613	0.0103603634185	-0.0203191401935	0.0114272422889	0.0400634100635	-0.0104892236172	-0.00222325409088	-0.0260811658171	-0.0060340122335	-0.00221540650142	-0.041785930207	0.0522374284857	-0.0234026425733	0.0277467262668	-0.0532939450668	0.0376853479109	-0.00973982521629	0.00444386166229	0.0284777035379	-0.0466191844528	-0.020859978793	0.0032359954033	-0.030968311828	0.0254132640691	-0.0128171799754	-0.0169886929286	-0.032383115376	0.0403244083062	0.00953300828357	-0.0305647336155	0.0271502749836	0.0231646966483	-0.0152674569598	0.0239779884776	0.0447265378698	0.0271219089035	0.00346410657054	0.0129781284622	4.00199557173e-09
AB3	-0.625178041032	-0.258839015701	-0.0372041978812	-0.379422463099	-0.0757137517352	0.0781189768793	-0.0780355561226	-0.0374024150859	-0.00626768010367	0.0709247474246	-0.0493899136741	-0.0526532774216	-0.0312166697523	-8.4063921293e-05	-0.021891640474	0.0327031467734	-0.039697853415	-0.0455181503858	0.0321807758978	-0.0264960710322	-0.0176238380205	0.0104942832258	0.0167125342916	0.0102701795199	-0.0127143785874	0.0283665113049	-0.0106975183282	0.022806171266	0.00808380902586	-0.018367876068	-0.0206346776195	-0.0216803725004	-0.0137247681582	-0.00902301624453	-0.00252756878867	0.0542296189796	0.0603449721649	0.0293255863221	-0.0397838647265	0.0192007025492	0.00987052599742	0.0357250012394	-0.0176112529674	-0.00460419855626	-0.0316045306135	0.025193325782	0.0215014124258	-0.00541870237352	-0.0297111416851	0.00695400138171	0.00560037885945	-0.00695898406709	-0.0140268987729	0.0045476683834	-0.00138726549893	0.0234658245728	0.0178800708443	-0.0173908424231	0.00439204992675	0.0168351941508	-0.0191721198626	4.00199557173e-09
AB4	-0.244714383801	-0.0871635285673	0.0301093314449	-0.139874987919	-0.152829268871	-0.0143754547623	0.0231401020693	-0.00576454854938	0.0230078720379	-0.11176294415	0.0394003930947	0.0989750600253	0.168635037422	-0.00531002530141	0.0310286930547	-0.0710148944309	0.0865254361579	0.0649834022307	-0.0346519201073	0.0240505797902	0.020414091716	-0.0312395516472	-0.0342659323525	-0.0159882607598	0.0463482917509	-0.0120899595892	-0.0198169504547	-0.00853685496298	-0.00696123391604	0.0250486817353	-0.0289808278432	0.00433386001951	-0.0163614578563	0.0748466733579	-0.0209311651596	0.0329921390192	-0.023975411201	-0.0132777810609	-0.0142699903246	-0.0281200903179	0.00775598409882	0.015161760063	-0.00657654910362	-0.00410950943989	0.00886871386224	0.00203209872338	-0.0115535227044	0.0251250735994	-0.0258410974905	-0.029656541646	0.0361535467285	8.07745044111e-05	-0.0105716317846	-0.0212891933335	0.00976430069078	-0.00478261763584	0.0307477281281	-0.0213703897195	-0.0334703440424	-0.0357409541377	0.0235972583849	4.00199557173e-09
AC3	0.0280255284612	-0.152301654437	0.126295241161	0.0133819337559	-0.00163379847942	0.170647249618	0.138568130052	0.202283794862	-0.0233902006717	-0.00658025745317	-0.0369906026326	-0.117628009382	0.00745730604745	0.0086747533705	0.0794424258688	0.0207353597608	-0.00363553020256	0.039705675574	0.0734506683784	-0.0230158190653	-0.000893984059099	-0.0186697376324	-0.0289466613618	-0.0624664721479	-0.0239118481783	-0.0749780250425	-0.0142721935384	-0.0543558476747	0.0147790598856	-0.00315043008553	0.00136000529095	-0.00599969082886	0.090782388656	-0.00577711311697	-0.0183623506598	0.0137820041445	0.00972965946681	-0.0088220230306	0.0453071313481	-0.00909252168585	0.0159064587298	-0.0038608706208	-0.000325131058927	0.0194684457522	0.024240134322	0.0280376027763	-0.0101444482366	0.0328191862746	0.00989652905703	-0.0454655038099	0.0131642925449	-0.0094896697999	0.00680600514439	-0.00787067360972	0.00626495769405	-0.0107807083471	0.028882125635	-0.00864314674239	0.00654047648374	0.0301796495984	-0.0182806049352	4.00199557173e-09
AC4	0.0793131433522	0.111421458391	-0.00253276419044	-0.0599606540255	0.0270768865952	0.0900084594126	0.0963545325508	0.138614441544	0.00628730381834	-0.0396423053046	0.00453552903285	0.0107019204648	0.00335162201367	-0.0247302185519	0.079969684257	0.0536466331511	0.0136230825275	0.0405205164315	0.0311821348254	0.0165801864305	0.00217002518449	0.0385439653398	0.00975860541651	0.059288518176	-0.00590199667735	0.0264054908903	0.0137656947334	0.0944376119597	-0.0016865392835	0.0665694751105	0.00359474458687	0.0403835030408	-0.0917992435763	-0.00413445831553	0.0396573375016	-0.0245475779705	0.0691185245316	0.00210415307854	0.00938332790152	0.0320414897419	0.0264189293826	-0.00549760986946	0.0326481154125	0.0145390080709	0.010357470663	0.0269296215362	-0.00522968438839	0.022727008361	0.0308872150478	0.00799051631699	0.00920857274895	-0.0167152370744	-0.00956516545606	0.0190280311456	0.0102444810636	-0.0207795591065	-0.0246160442557	-0.0474758535943	0.00262602103077	0.00756068243107	0.0231278055342	4.00199557173e-09
AD3	-0.032332366558	0.0288561497472	0.346977265176	0.0211557322099	-0.026838276832	0.020780863701	-0.0695781794451	0.0630764823923	0.047535671447	0.182009045703	0.145792982208	0.0669982218855	-0.124351501104	0.0283167307228	-0.0254556954583	-0.0603236365188	0.014929785744	0.0408686905312	-0.0459520804133	0.0321645427792	0.0173475059156	-0.0217610936121	0.0580049871858	-0.00573852877084	0.00827420290748	0.0244397183233	-0.0233997000725	0.0586812367186	-0.0140808427641	0.0165697634863	0.0362574840753	0.0107361054563	0.0617959112779	-0.0100877723393	-0.0137916422784	-0.0476564269615	0.0551498759693	0.0191913170674	0.00168460710839	-0.0398608015676	0.0113667098454	0.0031644867222	0.0170458577091	-0.0184649793127	-0.00704294577057	-0.00937090147284	-0.0189576386346	0.0254949862005	-0.0423581918256	-0.0111099478464	-0.000443918526018	-0.00126879478873	0.00804426918533	-0.00761662369952	-0.0386933504022	-0.00420427059614	0.0137819124182	-0.0006653692688	0.0131613393426	-0.0203092559583	0.00779047166169	4.00199557173e-09
AD4	0.0621396297488	0.167370099877	0.0622252550452	-0.0842596440528	0.0161468931963	0.0504700465186	0.0392729701794	0.0770433627456	0.0180831761758	0.0446829683474	0.0259596995071	0.0225149657052	-0.0877022937602	0.0274240789445	0.0279492842077	-0.0278603660197	-0.0380695388153	0.0201744938707	-0.0839733169046	-0.0401521801949	-0.00531492278345	-0.0210253535848	-0.00148601755249	0.0250219127545	0.0487420368906	-0.0147718713269	0.0339768006683	-0.0636346651443	0.018764227472	-0.0667829857223	0.0110863531849	-0.0156586648499	-0.0238951184825	0.0230808249321	0.0153077706721	0.0166239886075	0.0148571758156	-0.0575451579141	-0.0147861588139	-0.0125196052111	0.0133544488006	-0.0126670589724	0.051595300338	-0.0235662954762	-0.03054898712	-0.0225208500421	-0.0275470713753	0.00775796912477	0.0073751572047	0.0423965518044	0.0432495477285	0.0720372006024	0.00670171681193	-0.000822817993868	0.0472004378541	0.0126460466736	-0.010065223079	-0.000849823978961	-0.028434592279	0.0233315419233	-0.0095812103827	4.00199557173e-09
AE3	0.0530916247626	0.178364473966	-0.0374976233521	-0.0967318660569	0.0135690979774	0.0470909807986	0.0353364858338	0.0703483229677	0.000718179660165	-0.0352893194765	0.00544056477756	0.00465566145763	-0.0543156185004	0.0428342006136	0.0453616758893	0.0124249245461	-0.0151948477455	0.00681819418993	-0.0865366259133	-0.030218444517	-0.0350499809611	0.00725649703589	-0.0149259287515	0.0475187077073	0.0609477678863	-0.0028723578389	0.0594098949602	-0.0837647429377	-0.0160587514188	-0.120252599911	0.0320712058982	-0.0631829139815	-0.041578888691	-0.00980251894183	-0.00123963602117	-0.0485826670146	-0.0129508510818	0.0425190995218	-0.00247755053178	0.0434675215467	-0.0337364267808	0.0149098184053	-0.0301404702587	0.0254746807606	0.0250745234033	0.0156553967911	0.0190849860788	0.0200532603673	-0.0303094225748	-0.0200798030661	-0.0236178027311	-0.0280328761935	0.00160445412158	-0.0181965734673	-0.0309846110543	-0.0183477992069	0.0015269106516	-0.0124126574938	0.00972936832207	-0.0156528734027	0.0149232076645	4.00199557173e-09
AE4	0.0217007443739	0.0914300016009	0.249674178967	-0.017349836267	-0.0346226011477	0.0382495196289	-0.0162728469267	0.0574379862979	0.0608585339887	0.137532401532	0.0982463325742	0.0888137461942	-0.0809721826437	0.0402032353122	-0.0209074246161	-0.0661747434737	-0.0212442088236	0.0403560581408	-0.0576205939168	-0.00914525296503	0.0113953322545	-0.0234158766025	0.0227182178178	-0.0223514231692	-0.0173745163863	-0.0430083217504	-0.034297333733	-0.0107620282744	-0.0217350802874	0.0523975795731	-0.0163399303267	-0.0186002150101	-0.0471016195572	0.00602629770612	0.0196182000851	0.0805007578548	-0.0621386395373	-0.00763316521971	-0.00520257617068	0.037152139452	-0.00599522422955	-0.00309184751395	-0.050382518857	0.0301713000503	0.0168267269936	0.0175218666301	0.0342621174639	-0.0376468533185	0.0534813058694	-0.00869328184558	-0.0172491726328	-0.0304725361739	-0.0131722707283	0.0074242300449	0.0301889182745	-0.000734525138242	-0.00697337531863	0.00659799732119	-0.00032867163818	0.0092070388265	-0.00242168868525	4.00199557173e-09
