	PAM31	PAM32	PAM33	PAM35	PAM36	PAM37	PAM39	PAM40	PAM41	PAM42	PAM43	PAM44	PAM45	PBW46	PBW47	PBW49	PBW50	PBW51	PBW52	PBW53	PBW54	PBW55	PBW56	PBW58	PBW59	PBW60	PEP16	PEP18	PEP21	PEP23	PEP24	PEP26	PEP27	PEP28	PEP29	PEP30	PIS1	PIS2	PIS4	PIS5	PIS7	PIS9	PIS10	PIS11	PIS14	PIS15	PLL76	PLL77	PLL79	PLL80	PLL83	PLL88	PLL89	PLL90	PPO64	PPO66	PPO67	PPO69	PPO72	PPO75
PEP29	0.894229272727	1.29741048485	1.53229854545	0.826244484848	1.06638660606	1.13597084848	1.0994590303	0.84162230303	1.28465545455	1.17430787879	0.857403454545	1.15056115152	1.35307575758	1.7977569697	1.01340363636	1.70606521212	0.941278060606	1.19752872727	1.22319787879	1.03171709091	1.13394406061	1.14315739394	0.964324606061	1.05381672727	0.908634787879	0.979387818182	0.880195878788	1.28273509091	1.4202650303	0.713381757576	1.10586018182	1.09492939394	1.07662593939	0.918356424242	0.0	0.848584181818	1.14940321212	1.36244957576	1.08706551515	1.34522678788	1.30119169697	1.07269690909	1.19715121212	0.920040545455	1.03220030303	0.965016242424	0.957938424242	1.26265357576	1.22104866667	1.17440636364	1.38670460606	0.874211393939	1.0935130303	0.728231393939	1.34785563636	1.46470060606	1.07163181818	0.917636	0.949235939394	0.818683030303
PEP30	0.858623636364	1.4388110303	1.74466030303	1.04000672727	0.720734666667	0.958458181818	0.900458606061	0.767868787879	1.08563454545	0.870817515152	1.04183721212	0.805556363636	1.55820587879	2.06004442424	0.992628181818	1.38564406061	0.688408666667	0.91291230303	0.847456484848	1.12378733333	0.941668848485	0.885667393939	0.67765	0.758352424242	1.17302490909	1.27366242424	1.0188869697	0.973853575758	1.67609975758	0.995693333333	1.45142290909	0.714883030303	1.25835460606	1.16559175758	0.848584181818	0.0	0.870913575758	1.06449315152	0.820774787879	1.59661424242	1.32512751515	0.829171878788	0.972205333333	1.09468193939	0.960104	0.719964545455	0.831698484848	0.96299630303	0.896540606061	1.30642024242	1.59178042424	0.964417393939	0.765604727273	0.816520909091	1.53363642424	1.22251157576	0.741821333333	0.981702606061	0.658466909091	1.04160806061
PIS1	0.890559272727	1.511708	1.80356721212	1.14712624242	0.773457333333	1.03449224242	0.942260909091	0.887099212121	1.15490460606	0.666692787879	1.07518945455	0.843228	1.66846369697	2.207134	1.31413957576	1.34681569697	0.821252666667	1.1061229697	1.0598910303	1.49284951515	1.31323272727	0.871469333333	0.940706121212	1.04916187879	1.23962333333	1.4751409697	1.241638	0.849784121212	1.82591587879	1.18489830303	1.65268642424	0.933352727273	1.46011387879	1.34633806061	1.14940321212	0.870913575758	0.0	0.99646769697	0.763115272727	1.68436054545	1.37255539394	1.0444369697	0.728128606061	1.19002630303	0.995466545455	0.981153878788	1.128506	0.815280424242	0.957357212121	1.64565878788	1.87887460606	1.26529957576	1.06541939394	0.994528909091	1.62485593939	1.25376527273	0.967823757576	1.07808539394	0.956594666667	1.22534284848
PIS2	1.34864806061	1.83098490909	2.18668957576	1.33690909091	1.10820042424	1.34678406061	1.35516569697	1.222884	1.50282563636	0.985086545455	1.59918975758	0.893474484848	2.09640812121	2.26225818182	0.878299515152	0.757669454545	1.12965224242	0.75261430303	0.720926727273	1.06808872727	0.76281630303	0.707225272727	1.21481430303	1.03172351515	1.72499272727	1.53859436364	1.67443127273	1.14064987879	2.24097193939	1.55655787879	1.86842733333	0.95522830303	1.68687781818	1.64179230303	1.36244957576	1.06449315152	0.99646769697	0.0	0.739030242424	1.86927818182	1.86960248485	0.876713393939	1.16381945455	1.53053763636	1.53261412121	0.838798909091	0.951269939394	0.868273454545	0.649431333333	1.53259763636	1.79858024242	1.1091790303	0.781359818182	1.332808	1.9988089697	1.65894412121	1.14370709091	1.57363806061	0.929970727273	1.31130048485
PIS4	1.10274727273	1.6471910303	1.964834	1.1916010303	0.863191272727	1.17959430303	1.120422	0.959913393939	1.29297006061	0.764391333333	1.35154787879	0.734163515152	1.89287412121	2.29877763636	1.15606054545	1.14645921212	0.850408787879	0.987719090909	0.862654666667	1.34072818182	1.10149430303	0.656183151515	0.965183454545	0.917446969697	1.49295593939	1.52692606061	1.42501787879	0.882416242424	2.04639139394	1.33528230303	1.74770327273	0.81211030303	1.54564454545	1.46576521212	1.08706551515	0.820774787879	0.763115272727	0.739030242424	0.0	1.86826442424	1.68939321212	0.887910909091	0.905715030303	1.3240689697	1.30678763636	0.878070727273	0.960870484848	0.823774606061	0.790528969697	1.57234169697	1.85521036364	1.17373242424	0.938378666667	1.11063157576	1.79832127273	1.41254975758	0.976755393939	1.30295824242	0.874526424242	1.25467036364
PIS5	1.50059521212	1.41857448485	1.26760278788	1.25897575758	1.66869048485	1.6224149697	1.69124387879	1.47854254545	1.70613024242	1.78751454545	1.3534069697	1.84124951515	1.14792121212	1.31437490909	1.46765490909	2.17475927273	1.61931260606	1.65302060606	1.72972890909	1.47011333333	1.61928393939	1.90669581818	1.66224509091	1.71082266667	1.22955660606	0.86214030303	1.21713612121	1.99869412121	1.26026466667	1.18341739394	1.07650345455	1.710106	1.05517648485	1.08664757576	1.34522678788	1.59661424242	1.68436054545	1.86927818182	1.86826442424	0.0	1.10964248485	1.6765469697	1.51370721212	1.19559121212	1.27664248485	1.44483163636	1.42568763636	1.82514193939	1.78028878788	1.02047084848	1.19385975758	1.32370836364	1.57026806061	1.36378242424	1.071776	1.70732969697	1.61199145455	1.32815793939	1.45392527273	1.00353963636
PIS7	1.23162715152	1.3666150303	1.59244224242	1.37366345455	1.39216363636	1.37174872727	1.35696890909	1.27457957576	1.44670290909	1.54154733333	1.27338812121	1.56920230303	1.46564272727	1.92103545455	1.56045363636	2.19195824242	1.35390927273	1.68335921212	1.69851139394	1.65425787879	1.66947951515	1.71858290909	1.40668321212	1.49993666667	1.06917339394	1.13509187879	1.36082975758	1.70149563636	1.52305769697	1.28447187879	1.50672690909	1.51086218182	1.49211933333	1.4050889697	1.30119169697	1.32512751515	1.37255539394	1.86960248485	1.68939321212	1.10964248485	0.0	1.59931769697	1.21529187879	1.30167078788	0.960642909091	1.39720648485	1.42761121212	1.66814612121	1.71484060606	1.6690089697	1.76234575758	1.36381678788	1.56156981818	1.20923266667	1.44531424242	1.40266090909	1.39287733333	1.09610115152	1.34712763636	1.27144430303
PIS9	0.971141454545	1.46241260606	1.80501727273	1.05076042424	0.835321939394	0.977027151515	1.00033327273	0.931832181818	1.13314581818	0.926847212121	1.33851878788	0.829571636364	1.79598563636	2.08646345455	0.900617636364	1.26333957576	0.960614242424	0.820885878788	0.762522424242	1.08105254545	0.847041575758	0.986104484848	0.970880545455	0.756020545455	1.43332818182	1.34916509091	1.37499993939	1.24788412121	1.95505224242	1.27673672727	1.63598509091	0.830246545455	1.39847945455	1.38841393939	1.07269690909	0.829171878788	1.0444369697	0.876713393939	0.887910909091	1.6765469697	1.59931769697	0.0	1.04982254545	1.15802278788	1.16726715152	0.644102727273	0.689552909091	0.89820769697	0.66958	1.35455187879	1.59885218182	0.886072666667	0.760341212121	1.05988042424	1.61020321212	1.42605569697	0.94619369697	1.32766357576	0.816040848485	1.10514733333
PIS10	1.03465406061	1.45075636364	1.86942345455	1.21804490909	0.915582181818	1.07636315152	1.05076139394	0.931608909091	1.17433406061	0.78300430303	1.26479151515	0.879922787879	1.74479206061	2.30847024242	1.30600454545	1.37493084848	0.953475454545	1.22401460606	1.16998109091	1.49758939394	1.37986678788	1.05065357576	1.0893290303	1.04554175758	1.23269606061	1.27457163636	1.37525630303	0.955754787879	1.96898121212	1.31722654545	1.76081612121	1.0408449697	1.563518	1.49682048485	1.19715121212	0.972205333333	0.728128606061	1.16381945455	0.905715030303	1.51370721212	1.21529187879	1.04982254545	0.0	1.22013490909	0.885254545455	1.01211266667	1.11788151515	0.971184181818	1.1065510303	1.68452909091	1.91230539394	1.26832030303	1.14933830303	1.08470442424	1.66756757576	1.21753339394	1.02385345455	1.21188090909	1.06375090909	1.18444272727
PIS11	0.797552848485	0.904689333333	1.20326139394	0.688922969697	1.02433139394	0.941312484848	0.98354030303	0.923594484848	1.01984412121	1.08745715152	0.942542181818	1.20947212121	1.23765424242	1.67632163636	1.24913727273	1.91742733333	1.12503715152	1.45510018182	1.37326642424	1.23376115152	1.38094436364	1.49264121212	1.14884527273	1.09931690909	0.934242484848	1.046172	0.809266969697	1.41829575758	1.415912	0.792881818182	1.18055612121	1.20453042424	0.944430969697	0.87595430303	0.920040545455	1.09468193939	1.19002630303	1.53053763636	1.3240689697	1.19559121212	1.30167078788	1.15802278788	1.22013490909	0.0	0.914328727273	1.05336672727	1.10226551515	1.41422745455	1.41063987879	1.09470993939	1.33664054545	1.03934030303	1.25044133333	0.915951939394	0.978569515152	1.28761569697	1.10792266667	0.923029757576	1.09405212121	0.703217636364
