pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92
CA7	-0.0242517020665	0.231685703702	0.251134058673	-0.0481468958477	0.0339409779587	-0.0385148602377	0.0335818571851	-0.0629384582619	0.10082741148	-0.108030172858	0.0172792909206	-0.0304100733962	-0.0267328192462	0.0345479199013	-0.0728783447224	0.0109460627263	-0.0187245199338	0.0549612312032	-0.00797772102986	0.0328776954113	-0.0139386334461	0.0189908482592	-0.0232090059394	0.0358789669084	-0.0200766417388	-0.0205253432266	0.0171893400308	0.00269248885148	-0.0254746629721	-0.00553313601537	-0.00129042685682	-0.0136707276686	-0.00763632409958	0.000916034258513	0.0295855541902	0.0382262202266	-0.0131971474523	-0.0325878441855	0.0536949462438	0.0132567722176	0.0246293592228	0.0234294406107	-0.0229277446859	-0.000190003122996	-0.0744175735103	0.0307036040779	0.000788422691686	0.0283642095903	0.0417322416885	0.0104424136686	-0.00373737022098	-0.0198683649314	-0.0347184411413	-0.0441582697027	-0.0232324353027	0.0158510500864	0.0049137468717	0.0505852373192	0.0593867305532	-0.0128175184694	-0.0373653715747	-0.0541654270109	-0.0373622009273	0.0386628340609	0.0131081468891	0.0300569934033	0.000681732237363	0.0240091228811	0.00115920068866	0.0228266155557	-0.0152514774074	-0.001975772703	-0.00812041024522	-0.0360833862981	-0.0108154767113	0.0303206769813	0.0196382943703	0.00548422653852	0.0286968538612	-0.000698676815678	0.00490579666681	-0.0284079360757	-0.00212739395268	-0.0224477079867	0.00511338203694	0.0142520148924	0.00643850980469	-0.00507912097876	-0.00210066612664	0.00253752537329	0.00887474797765	-5.77100255275e-09
CA8	-0.055927847321	0.216054336667	0.270913934152	-0.0371115932178	0.120766416187	-0.0435669455836	0.0534162639273	-0.0730748457441	0.0616841002286	-0.0629650027459	0.00218517307073	-0.0251811681529	-0.0166868261638	-0.00392922426655	-0.0531088478475	-0.00530079249543	0.00701826335196	-0.0306442655124	-0.0175707648931	0.0782976139988	-0.0176096633987	0.00538287671771	-0.000917928903702	-0.00631349661203	0.0130060473687	-0.0086567070145	0.0158682825234	-0.00985881880107	0.00573225491249	-0.00864930679615	-0.000257795213126	0.0089957065689	0.0231362545574	0.021984793789	0.00979826444279	0.0704867672758	-0.0271623784094	0.00487381995681	0.0177162689312	-0.00223111457305	0.0242174312857	0.0258836821468	-0.00109882973747	0.00359362950904	-0.0260839463608	-0.0262885745744	-0.0390503306885	0.000298113040698	-0.0507914826709	-0.0316621988782	-0.00888035170589	0.00150062690781	0.0373454930078	0.0224945187415	-0.044763333868	0.00583963632084	-0.0404138250373	0.0486541537828	0.00608575930869	-0.000698731088632	0.0200190791248	0.0561273240932	0.0171340358882	0.012320551497	0.0111133776507	-0.00400582326611	-0.0149374584478	0.0219979190369	-0.0188501599888	0.0131071409978	0.0112262115807	-0.0493819022172	0.0215880859662	0.0522816085126	0.0345494926038	-0.0200199077394	-0.0169881497781	-0.0457665283238	-0.00869352074853	-0.0149334805249	0.0221685098758	0.00286545072546	-0.00260770773352	0.000131571866606	0.00703762384904	0.00330841869508	0.00225698165553	0.00825086727501	-0.0214746725573	0.0149008416376	0.000934057016973	-5.77100255275e-09
CB7	-0.050045900611	-0.0262908169309	0.208210885526	0.232591075715	-0.0922858893747	-0.0401523057832	-0.234539430213	0.0172546155719	-0.00570687296772	-0.0394225137704	-0.0156812547482	-0.113487383466	-0.00645362107589	-0.0614981775604	0.02149953874	0.0220536011567	-0.0887801217162	-0.0295451959577	0.00924495083972	0.0722887224053	0.0231522993002	0.0402318784519	0.0415560115579	-0.0291740939728	0.0153325909721	0.0283671397589	-0.010424556593	-0.0481453927712	0.0323485178823	0.0780998987704	-0.0472719942664	-0.0235490636874	-0.0701665761193	0.0468356221673	-0.00553096209133	-0.0156957034625	0.0184236408541	-0.0324269434185	0.0394223760291	0.000120726705264	-0.082914993358	-0.0762917661749	0.00656523887424	0.00515323371756	0.00865568362274	-0.00753779537871	-0.00838693198808	0.0232093960752	0.03070128641	0.0432256182854	-0.0157377779912	-0.045954076176	-0.00829889129965	-0.0316932681855	-0.0336087055835	-0.0258883888245	0.0139160615616	0.0115411851606	-0.0498998664211	0.00311310166067	0.0087737268063	0.0231315301735	0.00930589092333	-0.0188183979865	0.0484009185741	-0.0172177083037	0.00817439640396	0.00500034405065	-0.00923354546105	-0.00526351755709	-0.00693483721212	-0.00166876609489	0.0167438974132	-0.00723302741644	0.00834855270548	-0.00330163700441	0.0125435361208	-0.015756702336	-0.000871696163298	-0.00794668132049	0.00645096323746	-0.00547808755345	0.00556515879273	-0.0221490209475	0.00339379239452	0.00347912873108	-0.00444953851186	-0.00791925121578	0.00485884289642	-0.00523933413835	0.00644261163755	-5.77100255275e-09
CB8	-0.0721006164247	0.0856093095787	0.184483196525	0.106649602928	0.00999333248573	-0.0894496538816	-0.221709480643	0.016696958557	0.0598658891027	0.0453662029942	0.0175982330211	0.00834538370556	0.0489640932187	0.097871477949	0.0545827180156	-0.0512350199986	-0.0272094603049	0.00348154174123	-0.0292449932975	0.027730251281	-0.00681657173292	-0.132952423917	-0.087890263203	0.0230869150978	-0.00746226460731	-0.101748005003	0.0320533383254	-0.029205247114	-0.00705066854255	-0.0228388792018	0.0439212044282	-0.0333105174121	0.00543764694007	-0.0559185207439	-0.0325739678334	0.00291312908304	0.158097758231	-0.00634854153055	-0.0281894509237	0.0221559468179	-0.0030096933545	0.0215811367599	0.0353028380737	0.00733001642156	-0.0418507806733	-0.0273911239184	-0.00658272084943	-0.0018783916649	0.00340306069745	0.00421998459529	-0.00656953341682	-0.00754431961317	0.0043491329817	0.0302379775774	-0.00694875532442	-0.0199355128626	0.0354261566623	-0.0354273724719	0.000913454407633	0.00246417908013	0.0266743077864	0.00503240130463	-0.0228278561823	0.0139169117748	-0.00819261844717	0.00465415302432	-0.015014605691	0.00184522741734	0.00227169921916	-0.00983371026523	-0.00243779837017	-0.0112660794098	0.00281633812549	0.00178287656942	0.0062036831151	0.0174745420881	-0.000100753295644	-0.00670096456867	-0.00547702498639	-0.0238742346012	0.00507530648544	-0.00343977197422	-0.00875140900141	0.00264687732338	0.00264367034617	0.00815741700239	-0.00805405859189	-0.00964356879587	0.000805061070309	-0.00210874650376	6.51036281741e-05	-5.77100255275e-09
CC7	-0.238321036671	-0.0743434652677	0.0554486268644	0.253366877962	0.159726550717	-0.0647941915766	0.044526513197	-0.0810360003425	0.039255770685	0.0970015513394	0.0512752426678	-0.00301914885447	0.0199173809611	0.0722908892223	-0.0439735289829	0.00261272435132	0.00754820380077	0.0195882264255	0.185640081215	-0.0738242737612	0.104480064345	-0.144724441625	-0.0863208461709	-0.014965430887	0.0823319932423	-0.00791590816385	-0.110872716958	-0.00160886510141	-0.0232189196572	0.0455630908911	0.00365846289558	-0.0629730917995	-0.0296801816051	0.00231482868831	0.072257232311	0.00709984003757	-0.0688633212106	0.0118232828657	0.00540396486353	-0.00906882792517	-0.00332493864935	-0.0210987823722	0.000530538982883	0.00130925891064	0.0282555070832	-0.0147194148353	0.00127994892065	-0.0155225007426	0.0212775039309	-0.0183263084276	0.00129684093256	-0.00477954832124	-0.00579182257243	0.00872018721005	-0.0149128930546	0.0158628568712	-0.0113752678842	0.0153306181635	-0.0046253882329	-0.00025537145767	-0.00547859572406	0.00768245780946	-0.00343461328923	0.00415554385701	0.00459101301396	-0.00244829683591	-0.0011961377793	0.00553540947116	0.0014303868703	0.00504963881083	-0.00191230795449	0.00416774517723	-0.0116255451051	0.00335964179687	-0.00374396793075	0.00538483037393	0.00590851229856	-6.6143659736e-05	0.00110962753331	-0.00633993503196	0.00247476779665	0.00289088445818	-0.00737071893805	-0.00144288808875	-0.0043553618546	-0.00809596574747	0.00629244302386	0.00394766233346	0.00214430307294	0.00283681654249	-0.0044524271938	-5.77100255275e-09
CC8	-0.221999401578	-0.0038631182515	0.0474029026717	0.183550346032	0.178573271994	-0.0928076243048	0.0160054718224	-0.0678880113482	-0.0312732772233	0.0979203911239	-0.00228344953449	0.0118878336399	-0.0444964661467	0.0351588028077	-0.0911293274084	0.148370615796	0.037903128542	-0.0200064775083	-0.0235505726623	0.00490561742521	-0.0216899501233	-0.0107274057954	0.127045301228	-0.0511782915016	-0.126034235399	-0.0850037610664	-0.0392454799719	0.0788107464404	0.0765913710692	-0.100208964884	-0.00664973216939	-0.108983224065	0.0090316979459	-0.00607150880219	-0.00393987868595	-0.0275741565089	-0.0218470019871	-0.0177048084588	-0.0113677816101	-0.0105565478018	-0.0505739133959	0.021933806799	-0.0186984304374	-0.0129112277638	-0.0122104230425	-0.00595143594772	-0.0125725765872	-0.0260270238892	-0.0227560945501	0.0191722650683	0.0152596478464	-0.0235528043643	-0.012875626462	-0.00934299632715	0.0121296293478	-0.00901794119425	0.00824727459819	-0.0212276613957	0.00862715873855	0.00555744264963	-0.0141106701019	0.00926061240798	0.0172549410636	-0.013858166414	-0.00575509847584	0.0118289590308	0.00245901737151	-0.00188509447462	-0.0160025920306	-0.00183625457769	-0.00519483533695	-0.00613793194127	0.000165669991307	0.00879091169068	-0.0148991641217	-0.00727909573547	0.00724737101628	0.00152885515715	0.0049307952688	-0.00986329057709	0.00358935857497	-0.00605677261233	-0.0056694243745	-0.00368856577711	-0.00546421872907	0.00168589424469	0.00378994776281	-0.00675700006458	0.00474789719969	0.00108721316792	5.4339750417e-05	-5.77100255275e-09
CD7	-0.0532702683702	0.227576982863	0.244591556748	-0.0473283782499	0.0546124535265	-0.0218253602238	0.0416076353311	-0.0325432330718	0.0792926851878	-0.0477691121495	-0.00179162891932	-0.0194481248027	0.00327074622129	-0.0162667427496	-0.0110557451199	-0.014446565838	0.00383539173544	-0.0087368586395	-0.0199423721006	0.0161005692655	-0.0588262556866	-0.0280356629898	-0.0310387424956	0.043803424784	-0.00431190975981	0.0122626830468	0.0200268637326	-0.0204615785682	0.00415693792391	-0.00883485739897	0.0373547618114	0.0258868561938	-0.0176643217536	-0.0118922621039	-0.00497295166308	0.0421944975231	-0.0249477497891	0.0592326927791	-0.0767028916838	-0.00246326391146	-0.036993499045	0.0242973411033	0.00713935284406	0.0482106788702	0.112291306448	-0.0225812065625	-0.0335845448748	-0.00973739258943	0.0488043066404	-0.0214758764144	0.00265811103527	-0.0264847235564	-0.0193272815411	-0.0608766439252	-0.00591607753616	-0.0481283444525	0.0126128167811	-0.0266847090549	0.0150379109528	0.0108782790614	-0.034894674069	0.00918643150278	0.0717530577574	-0.0222128828206	-0.00555834295016	0.0383663403499	-0.0062833299845	0.0161725033415	0.00102224595503	0.00881790781056	-0.026000967837	0.0221735629827	-0.00664867410734	-0.00761966143801	-0.00486281824007	0.0173213612416	-0.00553859177223	-0.00261717175001	-0.0185863761411	0.0156479650922	0.0113724428413	-0.0131207059883	-0.00193694702221	0.0167547643239	-0.00581400901921	0.00852431940834	-0.0152091506448	0.00738717687394	-0.00673254931925	0.00187985735415	0.00703041464422	-5.77100255275e-09
CD8	0.035884171658	0.209159320483	0.286889640059	-0.0611122849203	-0.0398164339556	0.043134150984	0.0538921465117	0.0561245273808	0.100569248055	-0.145263194863	-0.0266485705369	-0.0139957591822	-0.110677064568	-0.0504661562907	-0.0471018275162	-0.0297187610042	-0.0266348189321	0.00222884998575	0.0679935608732	-0.0793034248193	0.0254221479495	-0.0256484321098	0.0230031468524	-0.0308125791349	-0.0214655449524	-0.0145528107196	-0.0539312273558	0.0286128725511	0.0387372848475	0.0447100674546	-0.0499134201813	0.0128351853705	0.0315502893388	-0.0449025714605	-0.0575714686826	0.0240869455495	0.0487689959235	-0.0118851511627	0.00321138949566	-0.00707028893356	0.0120398193034	-0.00238744614566	0.0124968909822	0.00842900973356	0.000465137611441	0.0294876036392	0.0320932406828	0.0138740860409	-0.0169312715471	0.0275973713659	-0.0118325038139	0.0316721578076	-0.00156136680593	0.0268667935438	0.0100448111701	0.0196375095373	-0.0114802735622	0.00649524049229	0.00515326702221	-0.00565382926431	0.0535333333716	-0.0351702115677	0.0319232198848	-0.0787542018207	-0.0244983119338	-0.0205731331873	-0.024011409828	0.0248639661361	-0.0334122106045	0.0299616605616	-0.00497839485539	-0.0100971138287	-0.0243144573932	0.012044614858	-0.0195906935855	0.0157294836559	-0.00551625065837	-0.00728982338545	-0.0096552806553	0.0154537022472	-0.00478117012269	-0.0173595143204	0.00709198327688	-0.00575376533809	-0.00331142563581	0.0163682841344	-0.0152207768379	0.00225152067258	0.0102883658068	-0.00392733329716	-0.000781617811435	-5.77100255275e-09
CE7	0.0281699946945	0.192554108966	0.311384853638	-0.0568026332111	-0.0321812568043	0.0485034898885	0.0434293137539	0.0632669386241	0.105762057634	-0.138817440164	-0.0357201041707	-0.0326620955739	-0.108010642502	-0.0641969547345	-0.0511425489964	-0.0123180427746	-0.0201985323986	0.00438659878996	0.0346401162975	-0.0766263712263	-0.0154693129586	-0.0211987189209	0.0462126500636	-0.0287603201478	-0.0223590522504	0.0345577716888	-0.0669665200253	0.0519731624333	0.0234554643217	0.0307520781088	-0.00130036759451	-0.00877591384327	0.0219735307027	-0.0180915904358	-0.0302827319522	0.00177384296165	0.0775776146128	0.0171812787696	-0.0460028457047	-0.0191742057833	0.0108529709786	0.0124237725653	0.00798539363704	0.00157897498149	0.00159055100818	0.00479149823862	-0.0413652888792	-0.0226100051769	0.0332565678536	-0.0179310826767	-0.0150497267846	-0.0205722018171	-0.0118974296279	0.0185241237873	-0.0147034186219	-8.6112023939e-05	-0.0281553293037	-0.0310005960825	-0.00292840003724	-0.0223317038	-0.0549118281635	0.0158885094996	-0.0371073407514	0.0547857229808	0.0349875098036	0.0128020881286	0.00708723201506	-0.0198694696067	0.0222584302009	-0.0313476991066	0.034079471548	0.0109764872347	0.0176123207258	-0.00478362540008	0.0317179540753	-0.0250708806794	-0.0039671489733	0.0112392919341	-0.00167827298708	0.024588952212	0.000989262036817	0.0282061557874	0.00812338155069	-0.00205577333858	0.00685544319402	-0.0124153600721	0.0117956300609	-0.00305677427638	0.0104163027482	0.00113815636971	-0.00216304908512	-5.77100255275e-09
CE8	-0.0321219296956	0.248240283187	0.263761011407	-0.0631592879161	-0.00836796085693	0.048523915505	0.0504363238245	0.00567980075279	0.10975632242	-0.0558358808242	0.00310894083712	-0.00594462051072	-0.0365443425089	-0.0137483010792	0.00722075630612	-0.0468160798907	0.038523591471	-0.0715865345635	-0.00155905317888	-0.0659000687645	-0.0577606026786	-0.0300454282625	0.0108147837374	0.00269777013458	0.0165059539322	0.093508760183	0.0335761433672	-0.0102012828813	-0.0134931010087	-0.0806206226564	0.0679778698112	-0.0112926542658	-0.0634067525039	-0.000804781879657	0.0485931487003	0.0417811433324	-0.0224806810467	-0.0752988510543	0.039091888154	0.0162199934108	-0.00673522936724	-0.0210740951775	-0.0192096646263	0.00775077966241	-0.00658377380644	-0.068259881886	0.0380873449526	0.0115631420394	-0.0426728616957	0.0251154452566	0.0324982773722	-0.00715162703245	0.00953596452849	0.00729806438308	0.0251032063465	0.00514076813288	0.0311849598203	-0.015388923032	-0.0346777749533	0.0123864516336	0.0246650457798	0.018112117498	-0.00310525316278	0.0152176332395	0.00924720198989	0.0137574843517	0.010816548253	-0.0109032091304	-0.0221465292194	-0.0092537454451	-0.0247612141061	-0.036623254748	-0.00951621414001	-0.00183159954186	0.00353790110101	0.0139260616942	0.00909336491991	0.0238274518715	0.00530438740752	0.0184632148817	-0.0219920296244	-0.000905590693834	-0.00308549793636	0.015826574734	0.00981010139582	-0.0280611463545	-0.00559276638123	-0.0111143800049	0.0223038423397	0.00706821565063	0.000971312852346	-5.77100255275e-09
