pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
DA5	-0.3459899624	0.0659734437839	-0.0126970415448	0.0895383466273	-0.0670735685687	0.173056449823	-0.0756745553307	0.0790126772079	-0.028143648818	0.0335003624042	-0.0106618235511	0.0080287593887	-0.0776356365694	0.0550141515225	-0.050076876745	0.0829765874127	-0.0270735114798	0.0181817696431	0.0306004100654	-0.0133164729564	-0.0625621412151	0.0724526054605	0.0359531858005	-0.0738741978287	-0.0257848456019	-0.0131686138026	-0.00200560169175	-0.0257826012484	-0.0449328632012	0.0209167909057	0.0088400889706	0.0784318985377	-0.0620576428036	-0.0623616192136	-0.0239826541006	-0.0424330356126	-0.0314825034233	-0.0221076334106	0.0247315874207	0.0576941528021	0.041442728664	0.0242815077256	0.057704013601	0.0251273429484	-0.00478851124584	-0.0590043669931	-0.0366499460889	-0.0304632538444	-0.0162682621555	0.00612195860494	0.0232018153641	0.00453213208912	0.00935896142002	0.00161028004657	-0.00703832174214	-0.0454037360879	9.96985575218e-05	0.00112787667237	0.0104148177205	-0.00498575688502	-0.00149705050409	0.00338947255331	-6.34514088719e-09
DB5	-0.363396613476	0.0695817543646	-0.0083453536695	0.0117510813708	-0.0974330145021	0.191932540933	-0.020814725369	0.0219351806771	-0.10005862434	0.0621922013376	-0.0159399206735	-0.0218277236027	0.0347079250868	0.0349815457445	-0.0375545133989	-0.0284104628408	-0.0485701627905	0.0104662610178	-0.0141653050374	0.0373044016436	-0.012468976141	-0.0505243892414	-0.0252534759754	0.043552869156	-0.00992687159567	0.0183400291134	-0.00923090423695	0.0373376501075	0.0308351725852	0.0339854480595	-0.00286105973636	0.0470724418595	0.0495815421406	-0.077633365512	-0.0260146989956	0.0203844934993	0.059005736354	0.0721463950117	-0.0260249226348	0.0429613494827	-0.0144012300714	-0.0299389125752	-0.0252963152185	-0.080329662982	0.0374171971356	-0.00105401542524	-0.0218821027879	0.0476249283828	0.0324488596581	-0.00345050415649	-0.041726836753	0.000373976240459	-0.0086347734639	-0.00960273282327	-0.0233484115439	-0.0222192703226	0.0214967319361	-0.00514686251823	0.00705341841363	-0.00940043557488	0.000746710511479	0.0117653552843	-6.34514088719e-09
DC5	-0.285978437669	0.0763524607758	0.000904409021983	0.100832304925	-0.0795488101532	0.155718438256	0.0401320059803	0.104543572541	-0.148887919699	-0.0239125721037	0.0834339753908	0.0443032878318	-0.00959365869065	-0.117336644742	-0.0125825978531	-0.0958893993107	0.0845963850994	0.0973964448397	-0.0352473655995	-0.0149047499257	0.0286796316495	-0.00237267296427	0.0972358523091	0.0170306056436	-0.0396205149619	-0.0104908880057	0.0103170379422	0.00531606049992	-0.0149301040132	-0.00205443711495	-0.0779191853057	0.0549621996342	0.0660020566987	0.0541042797396	0.0677569429877	0.049049704374	-0.0310320489262	-0.0201227830565	0.0249221746492	0.0371855030544	0.00683567389655	0.0116825612939	-0.0160627252763	0.00875223114706	0.00960478877338	-0.0312674713078	0.00976547208634	-0.0380586892951	0.0266583050621	0.0301744132158	-0.0134500213621	0.0112704108526	0.00776122010569	0.0218197585143	0.00196721770383	0.0123662495162	0.0126737179201	-0.00630010504023	-0.00571886970951	0.0088040102785	0.00202057353304	2.29761286948e-05	-6.34514088719e-09
DD5	-0.337988062242	0.076657775088	-0.0207587371097	0.123931001297	-0.0308954368455	0.220663474585	-0.0879864071077	0.107853493797	-0.031375360633	-0.0118639703362	-0.00579539221776	-0.0129743970579	-0.031784659966	-0.00615744494438	0.00287043275957	0.0473090903764	0.0277332057722	-0.0472731101011	0.00244265185863	0.0278568078932	0.0304762027861	0.0307642734914	-0.0591739865049	0.00553478967606	-0.019327123535	-0.0385086421503	0.0421077329774	-0.0527156391164	0.00637007934399	-0.0466852683657	-0.000655294222623	-0.00465378622107	-0.00398125767236	0.00477959201035	0.0175716364222	0.0352786924429	0.0678193772647	0.0355214468039	0.026878995148	-0.0374441821367	-0.0650452135569	0.0931078097988	-0.0145069956735	0.0287056137948	-0.0556902620757	0.0701038047193	-0.0600317342558	-0.00646559305336	3.84532639804e-05	0.0334580595422	-0.0262229409619	0.0172663255878	0.0304429208837	-0.00605321693748	0.0168684472617	-0.00516603234323	-0.0199344301588	0.00614734571237	0.0024430098602	-0.00472902544694	-0.000831262152958	0.000604890129454	-6.34514088719e-09
DE5	-0.321085202794	0.0725922658188	-0.0189525702335	0.135086492298	0.00770936018623	0.227568452804	-0.108705324706	0.10151277686	-0.010912096554	-0.0146354466614	0.003328931095	-0.016522063792	-0.0528737566828	0.0197343901356	-0.00093426971203	0.0706043058318	0.0356794839027	-0.085384805367	0.00464811306202	-0.00517576069833	0.0616173024124	0.00401395462139	-0.0823953594483	-0.0283301397479	0.0232327354676	-0.0250898904706	-0.00210434054127	0.00369078320847	-0.0181389941975	-0.0732801400941	0.0249059374375	-0.0155225490243	0.0103322598106	0.0824589007347	-0.00971224852884	0.0338800068528	0.0601079676743	-0.0453511605454	0.0527597205933	0.00321648507756	0.0344688688325	-0.0995072096947	0.00732115843683	-0.0470543791267	-0.00308724726511	-0.00941867213226	0.0534089596841	-0.0145817863166	0.0222903261189	-0.0293573560642	0.0321234257222	0.00583517025506	-0.00463871617638	0.00850055707445	-0.000783330934981	-0.0181210155767	0.0128092091801	0.00877314879558	0.00335152858344	0.00447551120334	-0.00172726358669	-0.000298559031568	-6.34514088719e-09
DF5	-0.317835718085	0.0772096893083	0.000599976204817	0.0712701216896	-0.120875221288	0.151293063106	0.0280712544992	0.067620309517	-0.118638147138	0.0444067205867	0.0147018513605	0.00760555517726	-0.0300854049718	-0.0562764782515	-0.033896993812	-0.0403685472816	0.0288173173185	0.0588068305312	-0.0680108819496	-0.00222684979879	0.0352444791032	0.023276120096	0.0309445578496	0.0277848560651	-0.00180991186468	0.0534578685086	0.0170187421885	0.0439952169076	0.0710600741645	-0.020364549755	-0.0250826578006	-0.0379342416953	-0.0989325557557	0.0130115539263	-0.0875813872642	-0.0378355254776	0.0623819373786	0.0292048395313	-0.0830798667057	-0.0460677633899	0.0444195089406	0.00327488937972	0.00500854216421	0.0444948858674	-0.015189278241	-0.0205262667414	0.022805843425	0.0030729746224	-0.0257597066915	-0.0403991257886	0.012215865725	0.0130724903406	0.0121611740415	-0.00834717764675	-0.00427142281608	0.0229709590699	0.00241553890165	0.00154970245834	-0.00347612073182	-0.000313641785278	0.00124256406764	-0.00300558190707	-6.34514088719e-09
DG5	-0.3499796388	0.0580425948022	-0.00125205755263	0.0174081860857	-0.123287679549	0.141944192382	0.0333561422177	0.0233067542883	-0.106265092914	0.0607664912788	-0.0335516089365	0.0213959081676	0.0290426229992	0.0620178601594	-0.00456427009718	-0.0670175292932	-0.0788535201912	0.0488086899902	0.000991257908359	-0.0198144306961	0.0226544993891	-0.0253063703878	-0.0361906529281	0.0822316216623	0.0887947604537	0.011473052544	-0.0396800307407	0.0383609197226	0.00381537391613	0.0127274092318	-0.00396948081133	-0.0670008054241	-0.0116255861763	0.0291557916076	0.0429190280071	-0.0424655669717	-0.0633432614339	-0.0343776945992	0.107580227996	-0.0179021356063	-0.0412599947059	0.0168732272948	0.0643431875831	0.0138157153776	0.00590662939582	0.00896736227332	-0.00696071538844	0.0269095496668	-0.030757966998	-0.0207281589437	0.0019658349749	0.00978317867134	-0.0210648498588	-0.00603321292465	-0.0244624151626	0.0151607652579	-0.00850110155861	0.00308043460348	0.0106226011796	-0.00921021977271	-0.000453070360827	0.00545505260437	-6.34514088719e-09
DH5	-0.347940974521	0.0584098732177	-0.0293926992525	0.0886290191988	-0.0257214263298	0.161336560112	-0.0560506150864	0.0756090020416	0.00931381285933	0.0247578383796	-0.0089002112935	-0.0182305583053	-0.0612999185589	0.0348297082038	-0.0770415758143	-0.025390171345	0.0205324242794	-0.000224063943752	0.0213966882979	-0.0280410564969	-0.082045416161	0.0619897532585	0.013582881462	-0.0196332280943	0.00422498020913	-0.020322079215	0.00874009245733	-0.0479950117813	-0.0304032735278	-0.0230926491935	0.00475212841533	-0.0472822549923	0.0809686002405	-0.0310527118884	0.0349719651592	-0.0562497940425	-0.0426694784556	-0.0346691841251	-0.0941767429262	-0.0413544709696	-0.0263396359052	-0.00802362077336	-0.059975897495	-0.00571769942059	0.0503963517182	0.0484907821171	0.0105203120904	-0.00437526430375	-0.0176315498809	-0.0157139743668	0.0552322096883	-0.0283147644021	-0.0164848851747	0.00764056510789	0.00800732410661	0.0191178717393	-0.00154571133277	0.00692709337026	0.000977227658686	-0.00230737809758	-0.00166748819707	0.00892527810475	-6.34514088719e-09
DA2	-0.276341660068	0.00079765533732	0.0245440399326	0.056113630213	0.0764931489617	0.116368974915	-0.0660832414328	-0.0162653529971	0.126642028656	0.0223839621184	-0.00322131996547	-0.0718768705585	0.15391404704	-0.071569714493	0.13463881063	-0.112688458107	0.0057197810894	-0.0700107843946	-0.0187474618802	0.0720617003074	-0.0087404325419	-0.0346902709928	0.0198566823962	0.0111892756319	-0.0160849491651	0.0608677479329	-0.0353774161859	-0.0445639513868	-0.0104754529732	-0.0325763956123	0.00489702724656	0.0212007740527	0.0217239486348	-0.0366931753191	-0.0161718743529	-0.0682989847261	0.021878160154	-0.0335585376695	0.0192110321485	-0.0308357396376	0.0341138565772	0.0398992621783	0.0239910322481	-0.0613793201638	-0.0191863890445	-0.037137581465	-0.00128370934937	-0.014595902213	0.00826421814439	0.00832007509234	0.0307234558361	-0.000509965114604	0.00553703260267	0.0186465982889	0.01317265103	0.0102362175333	-0.0323755746054	-0.0220920305492	-0.0121995257133	-0.000582681635944	0.00474026551645	0.00299988068035	-6.34514088719e-09
DB2	-0.217106434224	-0.0206904108937	-0.0784208855933	0.242157744828	0.130436552141	-0.0072761689206	-0.25998456307	0.054383883297	0.041917567488	-0.0626076882162	-0.10204016241	0.010060021822	-0.112208741063	0.0833297729673	0.0443719249932	0.0461377035451	0.0900551238271	-0.0203620041206	-0.0165225027643	-0.0622087138345	0.0954525419228	-0.0996904643175	0.00459181020714	0.0436351399355	-0.0422616529097	0.0772066104059	-0.0485663928582	0.0608932402252	-0.00724918239471	0.000122860846891	0.0909688039919	0.0311854090242	0.00846675598708	-0.0253147722832	-0.00303166310869	-0.0113036718349	-0.0657911592684	0.0216312653259	-0.004397019696	0.0122585176226	-0.0133454483579	0.026131800639	-0.0434105509866	0.0152313577249	0.00422753058966	-0.0235981913859	0.00974521408816	0.0049311292627	-0.019295736413	0.0135807931553	-0.00968590824539	-0.0150046358677	0.00320877201171	-0.0109593443265	-4.40527786071e-05	0.0187648250999	0.00254723050143	-0.00403945984139	0.00122375180215	0.00758823012052	0.00162129091489	-0.00643120608671	-6.34514088719e-09
