pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60
PAM31	-0.200616315179	0.409212182641	-0.126869662356	0.0956060099683	-0.218010311859	-0.132131535929	0.13364209971	-0.0981574525188	0.135339821442	-0.171982792251	0.00248160105417	-0.00837676296414	0.192938254516	-0.0215115669442	0.0443290228024	-0.161637318173	-0.0285778478275	-0.199433086996	0.0970270482573	0.10000505852	0.0621034658572	-0.143012143312	-0.00440792900022	-0.0407918459276	0.0718437024784	0.0859951417043	0.0670005653678	0.0703549522469	-0.00750930239028	-0.105712031765	-0.107348170917	-0.0565066528741	0.0350426806952	-0.0241379385351	0.106372990547	0.0595430553718	0.0669525881747	-0.0559305770741	0.0610098071446	0.0193826624854	0.0307149437622	0.0518819108192	0.0210289218123	0.0177475122685	-0.0305047573234	0.0373878859458	-0.0021956481551	-0.0431684928102	-0.00559038366361	-0.0127577794372	-0.042061818387	-0.00767070040345	-0.0176066699454	0.00870328449102	0.00538632412849	0.0106689601146	0.00734134736435	0.00631721726318	0.00275363818449	1.2036467662e-09
PAM32	0.269315685198	0.710639672723	-0.433812196405	0.29386178199	0.297658477489	0.205535592994	0.197386823963	0.2618296967	-0.171804135968	0.300067662719	0.0400560130102	-0.0636336029046	0.125563268636	0.0968653619202	-0.0367369195653	0.0488273820316	0.134327128171	-0.0123531743934	-0.10239860835	0.0381276227504	-0.00164206096915	-0.00803570800028	-0.00615635679014	-0.0178154902007	0.0139645429405	0.0924836695159	-0.0246949650494	0.0566168859316	-0.0441699779781	-0.0471212322485	0.0624011924931	-0.018608884013	-0.139236529359	0.0170390202954	-0.0412884461212	0.0216121564137	0.0870519719336	-0.0751029900378	-0.000814758137229	-0.0488928663248	0.0588534054852	-0.0239445938367	0.0200646478423	-0.0258426473462	-0.0416984687522	0.00475062359821	0.00873220164245	-0.00605799806914	-0.00824418762904	-0.0199054175112	0.033516896894	-0.00110036087689	-0.000156331155975	-0.0272134191707	0.00813562248246	-0.00926809464175	0.00690581554716	-0.00223040204454	-0.00442684220447	1.2036467662e-09
PAM33	1.03244739109	0.352460076089	-0.152037457471	0.41785313463	-0.262059830592	-0.0653535573136	-0.138681986911	-0.161269494758	0.0666450602007	0.0640773382409	-0.129457480104	0.101369688478	0.0301159521524	-0.114624220445	-0.0490484596721	0.232013403034	0.114122984504	-0.00293560440899	0.0829616742511	0.00877424858332	-0.0506614401117	0.0452230018319	-0.0261349982422	-0.104950376656	-0.0762168687757	0.0284033903583	-0.010901271777	-0.00268356507181	0.00643763082452	0.0571054022882	-0.192052309055	0.0460850868836	0.0187227485516	-0.0260783381714	0.0373362132291	0.0243318365833	-0.0116541735263	0.0261244752253	-0.0436701358524	-0.0357089758656	-0.00255075633882	0.00168121573312	0.0795554575041	-0.0864134122634	0.0033092142283	-0.0182645394826	0.0355877316947	0.0516762861492	-0.0209946423225	-0.0094366766279	0.010956684238	0.0161303896375	-0.00568921979016	-0.0143799159752	0.00526953468443	-0.00686270898763	-0.00805397580318	-0.0132350948884	0.00673376614137	1.2036467662e-09
PAM35	0.598692879827	0.057699835554	-0.210477560977	0.176469569571	-0.150653596462	0.032138312342	-0.313229665016	0.128778660641	-0.192566383374	-0.145760758288	-0.185635496803	-0.181857408865	0.0223423528145	0.0638183795513	0.112684565405	0.122371682764	-0.0311695840952	0.0795468268092	-0.00253986410233	0.0329177352376	-0.0900866901271	0.0707879581963	0.0966120121852	0.123502916362	-0.0164227695334	0.00755806054951	0.00334560880899	-0.0366380483926	-0.0390729146436	0.0725307232331	-0.139322509487	-0.0174555054448	0.0130437903199	-0.018750001854	-0.0241134342515	-0.00644504705828	-0.00686662572137	-0.096572195298	0.020680641774	-0.00715225159118	0.0201320570449	-0.0246998159326	-0.0938351745519	0.0665746822607	-0.0177473816573	0.0168440579826	-0.0245125575249	-0.020971923289	0.000784539234364	-0.0374339363781	-0.00211704260816	-0.0272154949346	-0.0121303826932	0.0206917495883	-0.0338863110026	0.013323732449	0.01059135335	0.00688523037433	-0.00567938867342	1.2036467662e-09
PAM36	-0.316055868261	0.165137721199	-0.212000893422	0.0824870355395	-0.229713084531	-0.099812315053	0.0198275207383	-0.166811773021	-0.110194862889	-0.0578069558693	0.000512922799923	-0.0904407650398	0.0656775874308	-0.0601707991457	0.0565460164605	-0.0265272384394	0.0454549284493	-0.0395962486506	0.00743653712751	-0.0148203345896	-0.16028665863	-0.00167003197557	0.040892841725	0.0664188652417	-0.0361483588592	0.0887120870732	0.0828082387646	-0.00437862154809	-0.159600954857	0.0549499626091	0.0802620847434	0.0809832436478	-0.0297742128143	-0.0162078708539	-0.003736221913	-0.106022806108	0.0339081368708	0.033401977147	0.00702989798195	0.0080167801656	-0.0124328766992	-0.0350907018545	0.0595756648387	0.0483771061639	0.0259481836315	0.0398661329613	-0.097324573423	0.0142499827891	0.0296358004307	0.020077816062	0.008648261253	0.00575293491271	0.0247537925744	0.00742624397127	0.0309065548256	0.00490841105159	-0.0175377169632	0.00912968856617	0.0126228171136	1.2036467662e-09
PAM37	0.0999153505844	0.426334138341	-0.487484362623	0.133974879527	7.65558757576e-05	0.0390781233478	-0.0598141178158	-0.133252843617	0.089175505018	0.029146266413	-0.0338859488954	0.177875509949	-0.00541310628034	-0.0954273884847	-0.0794567395729	-0.073647993033	0.0688292183366	-0.00615778538232	-0.0327155885351	-0.191320248605	0.0287117896256	-0.0197835159632	-0.0129179369689	0.0211218599362	-0.0882914348591	0.0828215756591	0.0107255448563	0.0169355722327	0.0373901703468	0.000600651176573	0.0902002257673	-0.0563223444195	0.128690852738	-0.00373890556519	-0.0817265952546	0.0466054954365	-0.0734873650089	-0.041113521996	0.0376046520458	-0.0267355652217	-0.0142107890178	0.0312073831726	0.054370447809	0.0353663834941	0.00696908214958	-0.0289540451501	-0.0166571623844	-0.00564408774162	-0.00840081706082	-0.00105402353981	0.0461904843397	0.0323080460934	-0.0126800164822	0.0588090820268	-0.014641562141	-0.00186764274928	0.0052565756111	0.0215195874225	-0.0073280168662	1.2036467662e-09
PAM39	0.261240034988	0.55983259162	-0.491168572209	0.128212053297	0.00982704641882	0.100067046867	-0.0581158970677	0.0134982469072	0.068691887813	0.150058732722	-0.0840707296455	0.133235496013	0.0183955966724	-0.122086158487	-0.142425293989	-0.00647108990933	-0.104163059875	0.054061439757	-0.183868647961	0.0153270452979	-0.0503605299919	-0.0660650480944	0.0737990049284	-0.0485440205657	0.0300837116283	-0.144814542004	0.0444902337024	0.0192158943963	0.032405977701	0.0349216044019	0.0593300088012	-0.0174998484273	0.0476842525578	0.0204576672646	0.0162098500195	-0.0121376552403	-0.0596147444705	-0.0527418814587	-0.00187402888457	0.0127552943718	-0.030284663235	-0.00793815899163	-0.0319370249291	0.0158723991172	-0.00869777805333	-0.0230380586901	-0.00803817195675	-0.0203103665051	0.0281421429157	0.00503908862093	-0.103180618195	-0.0454880244069	0.0255584632583	-0.00864145654311	0.0115614037433	-0.00722293362113	-0.0059363027162	-0.0211953722828	0.006480589486	1.2036467662e-09
PAM40	0.000407676860376	0.352238651501	-0.337605150524	-0.0182231065643	-0.0806159383196	-0.0212792097981	-0.101409676052	-0.109886134896	0.0767745465767	-0.0861990112929	0.0462005751621	-0.0132025414502	0.0382428871668	0.0847694785903	0.117430444907	-0.0435649743055	-0.075700404823	-7.94572756796e-05	-0.0352329046956	0.0257407869535	0.0368863769064	0.0630178694022	0.111181539716	0.0947467948622	0.0447781847597	0.0362400605075	-0.0100752575818	-0.00622514302257	-0.000871550647087	-0.0673290267339	0.0492231128086	0.109696035485	0.0580796743642	0.0877369509388	0.0284581694704	0.0489127817372	0.0160581584599	-0.00307136990064	-0.0699498072643	-0.0304247524648	-0.00511242439611	0.018554114153	-0.061788846167	0.0290483959154	-0.00408753594418	-0.0150807947036	0.0807512677175	0.0915608972061	-0.0582222253796	0.0464187120758	0.00927971289977	0.0140992056858	0.0252240165336	-0.0140811801356	0.0240780313873	0.043380357584	-0.00863717426856	-0.000555720487918	-0.00552971216974	1.2036467662e-09
PAM41	-0.435391213403	0.708939264157	-0.216664826893	0.376194164616	-0.0590973134563	-0.153973980344	0.0991951102118	0.0598457157566	-0.0504868558886	0.0593367127751	-0.272475436212	0.0960426893006	-0.101115422993	-0.105362962322	0.051658232137	-0.231149976716	-0.0312175361738	0.0935676042766	0.130165711217	-0.0343905762109	-0.02004865244	0.0592237489078	0.0425496669216	0.0343400995497	0.0408993801801	-0.0393085313461	-0.014491247822	-0.0722635000203	0.0321728042366	0.0414170401075	0.00626266086933	-0.0770252527296	-0.106974488458	0.00969983246655	0.0244244424611	-0.0427553521796	-0.00858697050138	0.136925383533	0.0650626450816	0.0402324746919	-0.0199885470649	-9.60105470322e-05	-0.0157373800097	-0.0306785077581	0.041475690919	0.0306809064543	0.0334749898846	-0.0126379779236	0.00256787827394	0.0200829243978	0.00423195278971	0.000955253304471	-0.0131795983864	-0.0322966399685	-0.00755369730348	0.0157668478432	0.0121324091291	0.0138482011292	-0.0065565293764	1.2036467662e-09
PAM42	-0.558845838354	0.335376509886	0.0516153370978	0.16049228332	-0.346012207694	-0.0254686611436	-0.185917098129	-0.12104635283	-0.00967205340422	0.0803799523847	0.0497573256046	0.00923005869777	0.202070338584	0.0967711286815	0.0600906311166	0.0168055458599	-0.127499150903	-0.0376431056573	0.115603157539	-0.0626296081544	-0.0499702255858	0.00190918540599	-0.0222061062975	-0.0120391165992	0.014006208544	-0.0249490614149	0.00442904977981	0.0488097649712	0.0513235499914	-0.106742453818	0.0268137833788	0.128099080967	-0.0609809454545	0.0536824273118	-0.0851365874223	-0.0242267392114	-0.0175690575437	0.0584264560077	-0.053048256382	0.0415960758187	0.0084720638894	0.0039353242524	-0.079902654977	-0.0918288314265	-0.0380877567856	-0.0651352014486	-0.0170191330053	-0.0773693126188	0.0049938673197	-0.00673861394477	0.014254433833	-0.011512471777	0.00255521065941	0.0263116095214	-0.0117235288622	-0.0277408747061	0.000526915518782	0.00420473305449	0.00212102075801	1.2036467662e-09
