pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
CR89	0.246554109548	-0.0267664674026	0.129050718646	-0.0895891502847	0.142428101938	-0.00564849696424	-0.00136175414566	-0.0124372409334	0.0247504485513	0.179951919953	-0.131167761818	-0.040318183712	-0.193151417047	0.0116300829753	0.0674649121285	0.0229854941405	0.136605885245	-0.113079272186	-0.122208745437	0.001175173563	0.00624207665231	0.0711360743283	-0.0329078906932	-0.00362714087073	-0.0428104867308	5.08348522785e-09
CR95	-0.0373291893853	-0.0188847403227	0.139825823901	-0.0223331124264	0.0546208985441	-0.0347773943315	0.0672836333975	-0.0220406196452	-0.0562191732032	-0.0914757292087	-0.241593929369	0.175127238435	-0.00327602284069	0.176166594719	-0.059537310329	0.151147967012	-0.0339976641231	0.0751366695499	0.0386396479912	0.0251811169831	-0.0263036148656	-0.0620619253696	-0.0281296077231	0.080347469984	0.0218334726023	5.08348522785e-09
CR334	-0.107003966589	0.0340388210373	0.103422429396	-0.131719561683	-0.0549649598002	-0.107250570039	-0.106383575728	0.0982616301499	-0.0370000221579	-0.114467666511	0.0889742955127	-0.0177299811047	-0.171150691851	0.0885342922072	-0.174178475932	-0.142226002466	0.0637193662974	-0.0113446283154	0.0705734816233	-0.0699845005859	-0.122993870494	0.0394153603749	-0.00880101197478	-0.0251332406423	0.011157157365	5.08348522785e-09
CR348	-0.0776905316545	-0.10785178429	0.0368912756128	-0.281761973337	-0.0687280391626	0.00825143383521	0.237862717955	0.0782367687035	-0.15470190017	-0.120982435083	0.110995760022	-0.075634896559	-0.00623403822055	-0.0425887501202	0.053866537603	0.110441111054	-0.018000892837	-0.0726470753405	-0.00945556894947	0.0180413205021	0.10368115103	0.0546062031454	-0.00204432836743	0.0132384362852	0.0473901248084	5.08348522785e-09
CR457	0.0466942028719	0.20548658666	0.260750436887	0.0924365996085	-0.0866048292693	0.0413628407776	0.316369566492	-0.124594596353	0.153662152227	0.00612905540012	0.0334861515624	0.00815638607311	0.0934508947842	-0.00928457180934	-0.0630715546492	-0.0904496235257	0.0547306089648	0.0147705158472	0.0141545821009	-0.00576090144148	-0.0191310351392	0.0379345943984	0.0243604013473	-0.0312801719819	-0.0392116461274	5.08348522785e-09
CR458	0.0760222007128	0.165529635153	0.200340259392	0.0524731808422	-0.0428781828349	-0.0168199121005	-0.119010929047	0.0340115725129	0.0798166268547	0.0831646780016	0.0868528255544	-0.2005490687	-0.0395649300376	0.120502148075	0.0482690638983	0.0845096316326	-0.22666303984	-0.0184026165904	0.0594415668183	0.0514906776582	0.0254405288451	-0.01860175068	0.00892274800315	0.0385218167101	0.000532288401966	5.08348522785e-09
CR464	-0.0920079417917	0.269257500259	0.0443262785186	-0.00378306393151	-0.104382874139	0.0768780835804	-0.165121866973	0.0581663415626	-0.021580132801	0.0343688132193	0.135026600901	0.13231842755	0.0245804648777	0.026965555979	-0.0295873851359	0.0670317483306	0.120042121735	0.12629911793	-0.132605633077	-0.00378181311235	0.146670703533	0.0145664260293	-0.042454471449	0.0116037839999	-0.0101301495345	5.08348522785e-09
CR469	-0.103081511239	-0.0929412016511	0.0247128943489	-0.134861999098	0.0193820868222	-0.0287816238098	-0.102735307894	-0.139796576231	0.241614358209	-0.0741567944497	0.0410055661349	0.103173122371	-0.026607905946	-0.0466156839192	0.21603382629	0.0162186078537	0.0396324244516	0.016553667505	0.14201202433	-0.0649115809261	0.0213131084749	0.00262960611927	-0.0518455054001	-0.0208394680821	0.0361846963362	5.08348522785e-09
CR470	-0.0393327204045	-0.123521080788	-0.0726829516481	-0.177739284098	-0.0132481024928	-0.163437255291	0.0767904465288	0.179054368691	0.149881927181	0.154827200644	-0.0277750399861	-0.0044604781034	0.00226874146542	-0.116398323903	-0.0625188263261	-0.0633898154666	-0.0302498390478	0.141148634068	-0.00932535435773	0.064190600299	0.0192654044023	-0.115491718487	0.0133120287396	0.0575365082837	-0.0528581687981	5.08348522785e-09
CR2528	0.375817480664	0.000488552419764	-0.0200864110377	0.0346650320095	0.0320705676876	-0.135817426577	-0.0672517063248	-0.00872180776316	-0.0380304117321	0.0624550771334	-0.0170623357765	0.0611869734969	0.0784712291579	-0.0767036225392	-0.156923943285	0.0506202720343	0.0153041617804	-0.0743457426801	0.136129801677	-0.0317735186044	0.123118698145	-0.00616592022645	0.0463876961164	-0.102317338338	0.0983041609783	5.08348522785e-09
